siteID,dateVisit,observerRs,rsStart,rsEnd,pathDistance,spUnbanded,countUnbanded
GAETHEAMD1,2016-04-28,JLM,11:00,11:45:00,1330.0,AMRO,8
GAETHEAMD1,2016-04-28,JLM,11:00,11:45:00,1330.0,AMRO,8
GAETHEAMD1,2016-04-28,JLM,11:00,11:45:00,1330.0,GRCA,3
GAETHEAMD1,2016-04-28,JLM,11:00,11:45:00,1330.0,GRCA,3
GAETHEAMD1,2016-04-28,JLM,11:00,11:45:00,1330.0,NOCA,5
GAETHEAMD1,2016-04-28,JLM,11:00,11:45:00,1330.0,NOCA,5
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,AMRO,19
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,AMRO,19
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,CARW,3
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,CARW,3
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,GRCA,2
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,GRCA,2
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,HOWR,3
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,HOWR,3
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,NOCA,5
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,NOCA,5
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,SOSP,6
EVANMICMD1,2016-04-28,KPK,12:19,13:14:00,1433.0,SOSP,6
CAPITCSDC1,2016-04-29,"KPK,JLM,ERF,AEH",10:40,11:30:00,3600.0,AMRO,15
CAPITCSDC1,2016-04-29,"KPK,JLM,ERF,AEH",10:40,11:30:00,3600.0,AMRO,15
CAPITCSDC1,2016-04-29,"KPK,JLM,ERF,AEH",10:40,11:30:00,3600.0,GRCA,3
CAPITCSDC1,2016-04-29,"KPK,JLM,ERF,AEH",10:40,11:30:00,3600.0,GRCA,3
FURRMELGA1,2016-03-24,"JLD,BNT",11:15,12:00:00,NA,NA,NA
FURRMELGA1,2016-03-24,"JLD,BNT",11:15,12:00:00,NA,NA,NA
DUFFSHAFL1,2016-03-22,ZZ,07:30,09:15:00,337.0,CARW,1
DUFFSHAFL1,2016-03-22,ZZ,07:30,09:15:00,337.0,CARW,1
DUFFSHAFL1,2016-03-22,ZZ,07:30,09:15:00,337.0,NOCA,1
DUFFSHAFL1,2016-03-22,ZZ,07:30,09:15:00,337.0,NOCA,1
GOWAJOAFL1,2016-03-24,ZZ,07:30,09:00:00,2670.0,CARW,3
GOWAJOAFL1,2016-03-24,ZZ,07:30,09:00:00,2670.0,CARW,3
GOWAJOAFL1,2016-03-24,ZZ,07:30,09:00:00,2670.0,NOCA,10
GOWAJOAFL1,2016-03-24,ZZ,07:30,09:00:00,2670.0,NOCA,10
HANLCORFL1,2016-03-29,ZZ,8:30,09:30:00,NA,CACH,1
HANLCORFL1,2016-03-29,ZZ,8:30,09:30:00,NA,CARW,5
HANLCORFL1,2016-03-29,ZZ,8:30,09:30:00,NA,NOCA,11
MILLMARFL1,2016-03-31,ZZ,7:20,09:00:00,NA,CACH,3
MILLMARFL1,2016-03-31,ZZ,7:20,09:00:00,NA,CARW,7
MILLMARFL1,2016-03-31,ZZ,7:20,09:00:00,NA,NOCA,9
MILLMARFL1,2016-03-31,ZZ,7:20,09:00:00,NA,TUTI,1
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,BRTH,1
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,BRTH,1
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,CACH,2
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,CACH,2
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,CARW,2
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,CARW,2
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,NOCA,2
HERRJAYFL1,2016-04-01,ZZ,7:15,08:45:00,NA,NOCA,2
PLACGIRFL1,2016-04-03,ZZ,7:20,09:00:00,NA,CARW,5
PLACGIRFL1,2016-04-03,ZZ,7:20,09:00:00,NA,CARW,5
PLACGIRFL1,2016-04-03,ZZ,7:20,09:00:00,NA,NOCA,4
PLACGIRFL1,2016-04-03,ZZ,7:20,09:00:00,NA,NOCA,4
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,CACH,1
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,CACH,1
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,CARW,1
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,CARW,1
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,NOCA,7
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,NOCA,7
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,TUTI,2
PROWGARFL1,2016-04-04,ZZ,7:15,08:45:00,NA,TUTI,2
KNOXMIKFL1,2016-04-05,ZZ,7:10,08:45:00,NA,CARW,5
KNOXMIKFL1,2016-04-05,ZZ,7:10,08:45:00,NA,CARW,5
KNOXMIKFL1,2016-04-05,ZZ,7:10,08:45:00,NA,CARW,5
KNOXMIKFL1,2016-04-05,ZZ,7:10,08:45:00,NA,NOCA,10
KNOXMIKFL1,2016-04-05,ZZ,7:10,08:45:00,NA,NOCA,10
KNOXMIKFL1,2016-04-05,ZZ,7:10,08:45:00,NA,NOCA,10
ROBIRONFL1,2016-04-06,ZZ,8:45,10:00:00,NA,CARW,6
ROBIRONFL1,2016-04-06,ZZ,8:45,10:00:00,NA,CARW,6
ROBIRONFL1,2016-04-06,ZZ,8:45,10:00:00,NA,NOCA,7
ROBIRONFL1,2016-04-06,ZZ,8:45,10:00:00,NA,NOCA,7
WILLJIMFL1,2016-04-07,ZZ,7:20,08:45:00,NA,CACH,1
WILLJIMFL1,2016-04-07,ZZ,7:20,08:45:00,NA,CACH,1
WILLJIMFL1,2016-04-07,ZZ,7:20,08:45:00,NA,CARW,3
WILLJIMFL1,2016-04-07,ZZ,7:20,08:45:00,NA,CARW,3
WILLJIMFL1,2016-04-07,ZZ,7:20,08:45:00,NA,NOCA,8
WILLJIMFL1,2016-04-07,ZZ,7:20,08:45:00,NA,NOCA,8
ELLIJONFL1,2016-04-10,ZZ,7:40,09:00:00,NA,CARW,4
ELLIJONFL1,2016-04-10,ZZ,7:40,09:00:00,NA,NOCA,2
ELLIJONFL1,2016-04-10,ZZ,7:40,09:00:00,NA,NOMO,1
FLAGMARFL1,2016-04-11,ZZ,7:25,09:00:00,NA,CACH,1
FLAGMARFL1,2016-04-11,ZZ,7:25,09:00:00,NA,CACH,1
FLAGMARFL1,2016-04-11,ZZ,7:25,09:00:00,NA,CARW,8
FLAGMARFL1,2016-04-11,ZZ,7:25,09:00:00,NA,CARW,8
FLAGMARFL1,2016-04-11,ZZ,7:25,09:00:00,NA,NOCA,11
FLAGMARFL1,2016-04-11,ZZ,7:25,09:00:00,NA,NOCA,11
CASEANNFL1,2016-04-12,ZZ,7:20,09:00:00,NA,CACH,1
CASEANNFL1,2016-04-12,ZZ,7:20,09:00:00,NA,CACH,1
CASEANNFL1,2016-04-12,ZZ,7:20,09:00:00,NA,CARW,4
CASEANNFL1,2016-04-12,ZZ,7:20,09:00:00,NA,CARW,4
CASEANNFL1,2016-04-12,ZZ,7:20,09:00:00,NA,NOCA,9
CASEANNFL1,2016-04-12,ZZ,7:20,09:00:00,NA,NOCA,9
CARLDAVFL1,2016-04-13,ZZ,7:25,08:45:00,NA,CACH,1
CARLDAVFL1,2016-04-13,ZZ,7:25,08:45:00,NA,CACH,1
CARLDAVFL1,2016-04-13,ZZ,7:25,08:45:00,NA,CARW,2
CARLDAVFL1,2016-04-13,ZZ,7:25,08:45:00,NA,CARW,2
CARLDAVFL1,2016-04-13,ZZ,7:25,08:45:00,NA,NOCA,6
CARLDAVFL1,2016-04-13,ZZ,7:25,08:45:00,NA,NOCA,6
FREEJOHFL1,2016-04-16,ZZ,7:15,08:45:00,NA,CACH,3
FREEJOHFL1,2016-04-16,ZZ,7:15,08:45:00,NA,CARW,2
FREEJOHFL1,2016-04-16,ZZ,7:15,08:45:00,NA,TUTI,3
CHERNADFL1,2016-04-18,ZZ,7:10,08:30:00,NA,CARW,4
CHERNADFL1,2016-04-18,ZZ,7:10,08:30:00,NA,NOCA,5
CHERNADFL1,2016-04-18,ZZ,7:10,08:30:00,NA,TUTI,1
BOUGROBFL1,2016-04-19,ZZ,7:05,08:45:00,NA,CACH,1
BOUGROBFL1,2016-04-19,ZZ,7:05,08:45:00,NA,CARW,3
BOUGROBFL1,2016-04-19,ZZ,7:05,08:45:00,NA,NOCA,16
BOUGROBFL1,2016-04-19,ZZ,7:05,08:45:00,NA,TUTI,1
STRARICFL1,2016-04-20,ZZ,7:10,08:45:00,NA,CARW,2
STRARICFL1,2016-04-20,ZZ,7:10,08:45:00,NA,CARW,2
WINTCHAFL1,2016-04-22,ZZ,7:05,08:45:00,NA,CACH,1
WINTCHAFL1,2016-04-22,ZZ,7:05,08:45:00,NA,CACH,1
WINTCHAFL1,2016-04-22,ZZ,7:05,08:45:00,NA,CARW,3
WINTCHAFL1,2016-04-22,ZZ,7:05,08:45:00,NA,CARW,3
WINTCHAFL1,2016-04-22,ZZ,7:05,08:45:00,NA,NOCA,11
WINTCHAFL1,2016-04-22,ZZ,7:05,08:45:00,NA,NOCA,11
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,BRTH,1
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,BRTH,1
TRACBRIGA1,2016-03-21,"JLD,BNT",NA,NA,NA,NA,NA
TRACBRIGA1,2016-03-21,"JLD,BNT",NA,NA,NA,NA,NA
AAROJESFL1,2016-04-21,ZZ,07:10,08:45:00,NA,CARW,3
AAROJESFL1,2016-04-21,ZZ,07:10,08:45:00,NA,CARW,3
AAROJESFL1,2016-04-21,ZZ,07:10,08:45:00,NA,NOCA,10
AAROJESFL1,2016-04-21,ZZ,07:10,08:45:00,NA,NOCA,10
ANDRJENFL1,2016-03-29,ZZ,07:15,08:15:00,NA,CARW,3
ANDRJENFL1,2016-03-29,ZZ,07:15,08:15:00,NA,NOCA,3
ANDRJENFL1,2016-03-29,ZZ,07:15,08:15:00,NA,NOMO,2
BANDCATFL1,2016-03-28,ZZ,07:20,09:00:00,NA,NOCA,5
BANDCATFL1,2016-03-28,ZZ,07:20,09:00:00,NA,NOCA,5
BANDCATFL1,2016-03-28,ZZ,07:20,09:00:00,NA,TUTI,4
BANDCATFL1,2016-03-28,ZZ,07:20,09:00:00,NA,TUTI,4
BLOOLEEFL1,2016-04-08,ZZ,07:00,08:30:00,NA,CACH,1
BLOOLEEFL1,2016-04-08,ZZ,07:00,08:30:00,NA,CACH,1
BLOOLEEFL1,2016-04-08,ZZ,07:00,09:30:00,NA,NOCA,5
BLOOLEEFL1,2016-04-08,ZZ,07:00,09:30:00,NA,NOCA,5
BLOOLEEFL1,2016-04-08,ZZ,07:00,09:30:00,NA,TUTI,1
BLOOLEEFL1,2016-04-08,ZZ,07:00,09:30:00,NA,TUTI,1
CROSLEXFL1,2016-03-27,ZZ,07:30,09:00:00,1644.0,NOCA,9
CROSLEXFL1,2016-03-27,ZZ,07:30,09:00:00,1644.0,CARW,5
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,CACH,1
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,CACH,1
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,CARW,2
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,CARW,2
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,NOCA,8
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,NOCA,8
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,TUTI,1
LAUESARFL1,2016-04-23,ZZ,7:05,09:15:00,NA,TUTI,1
COLLKEIFL1,2016-04-25,ZZ,7:10,08:45:00,NA,NOCA,5
COLLKEIFL1,2016-04-25,ZZ,7:10,08:45:00,NA,NOCA,5
COLLKEIFL1,2016-04-25,ZZ,7:10,08:45:00,NA,TUTI,1
COLLKEIFL1,2016-04-25,ZZ,7:10,08:45:00,NA,TUTI,1
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,CACH,2
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,CACH,2
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,CARW,2
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,CARW,2
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,NOCA,5
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,NOCA,5
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,TUTI,4
KENTADAFL1,2016-04-26,ZZ,7:10,09:30:00,NA,TUTI,4
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,CACH,1
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,CACH,1
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,CARW,2
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,CARW,2
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,NOCA,2
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,NOCA,2
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,TUTI,3
CIBUJEAFL1,2016-04-27,ZZ,7:10,08:45:00,NA,TUTI,3
NATUAREFL1,2016-04-28,ZZ,7:35,09:15:00,NA,CARW,3
NATUAREFL1,2016-04-28,ZZ,7:35,09:15:00,NA,CARW,3
NATUAREFL1,2016-04-28,ZZ,7:35,09:15:00,NA,NOCA,6
NATUAREFL1,2016-04-28,ZZ,7:35,09:15:00,NA,NOCA,6
NATUAREFL1,2016-04-28,ZZ,7:35,09:15:00,NA,TUTI,1
NATUAREFL1,2016-04-28,ZZ,7:35,09:15:00,NA,TUTI,1
BREMSARFL1,2016-05-01,ZZ,7:25,08:30:00,NA,CACH,1
BREMSARFL1,2016-05-01,ZZ,7:25,08:30:00,NA,CARW,3
BREMSARFL1,2016-05-01,ZZ,7:25,08:30:00,NA,NOCA,9
BREMSARFL1,2016-05-01,ZZ,7:25,08:30:00,NA,TUTI,2
GRINJENFL1,2016-05-01,ZZ,9:00,10:00:00,NA,CACH,1
GRINJENFL1,2016-05-01,ZZ,9:00,10:00:00,NA,CARW,3
GRINJENFL1,2016-05-01,ZZ,9:00,10:00:00,NA,NOCA,8
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,CACH,3
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,CACH,3
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,CARW,2
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,CARW,2
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,NOCA,8
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,NOCA,8
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,TUTI,4
COOKGLOGA1,2016-04-11,JLD,11:45,00:42:00,NA,TUTI,4
BEARJUSGA1,2016-04-14,JLD,11:25,00:35:00,NA,CACH,4
BEARJUSGA1,2016-04-14,JLD,11:25,00:35:00,NA,CACH,4
BEARJUSGA1,2016-04-14,JLD,11:25,00:35:00,NA,CARW,2
BEARJUSGA1,2016-04-14,JLD,11:25,00:35:00,NA,CARW,2
BEARJUSGA1,2016-04-14,JLD,11:25,00:35:00,NA,NOCA,6
BEARJUSGA1,2016-04-14,JLD,11:25,00:35:00,NA,NOCA,6
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,AMRO,2
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,AMRO,2
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,BRTH,1
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,BRTH,1
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,CARW,2
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,CARW,2
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,NOCA,6
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,NOCA,6
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,TUTI,4
STRAELEGA1,2016-04-15,JLD,11:35,00:27:00,NA,TUTI,4
KOTCMELGA1,2016-04-18,JLD,11:38,00:14:00,NA,CACH,2
KOTCMELGA1,2016-04-18,JLD,11:38,00:14:00,NA,CACH,2
KOTCMELGA1,2016-04-18,JLD,11:38,00:14:00,NA,NOCA,10
KOTCMELGA1,2016-04-18,JLD,11:38,00:14:00,NA,NOCA,10
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,BRTH,2
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,BRTH,2
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,CACH,1
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,CACH,1
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,GRCA,2
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,GRCA,2
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,NOCA,7
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,NOCA,7
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,NOMO,2
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,NOMO,2
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,TUTI,3
GHILCOLGA1,2016-04-20,JLD,11:18,00:09:00,NA,TUTI,3
WISSSTEGA1,2016-04-21,JLD,12:02,12:49:00,NA,BRTH,1
WISSSTEGA1,2016-04-21,JLD,12:02,12:49:00,NA,BRTH,1
WISSSTEGA1,2016-04-21,JLD,12:02,12:49:00,NA,NOMO,3
WISSSTEGA1,2016-04-21,JLD,12:02,12:49:00,NA,NOMO,3
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,AMRO,29
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,AMRO,29
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,CACH,4
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,CACH,4
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,GRCA,2
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,GRCA,2
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,HOWR,1
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,HOWR,1
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,NOCA,11
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,NOCA,11
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,SOSP,4
BAILEESVA1,2016-05-02,"JLM, KPK, ERF, AEH",13:00,17:00:00,2660.0,SOSP,4
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,CARW,1
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,CARW,1
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,HOWR,2
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,HOWR,2
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,NOCA,2
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,NOCA,2
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,SOSP,10
HANNNANMD1,2016-04-30,KPK,11:46,12:46:00,1910.0,SOSP,10
COXANDFL1,2016-05-02,ZZ,7:00,08:30:00,NA,CACH,2
COXANDFL1,2016-05-02,ZZ,7:00,08:30:00,NA,CACH,2
COXANDFL1,2016-05-02,ZZ,7:00,08:30:00,NA,CARW,4
COXANDFL1,2016-05-02,ZZ,7:00,08:30:00,NA,CARW,4
COXANDFL1,2016-05-02,ZZ,7:00,08:30:00,NA,NOCA,3
COXANDFL1,2016-05-02,ZZ,7:00,08:30:00,NA,NOCA,3
DOUGSANFL1,2016-05-03,ZZ,7:05,08:30:00,NA,CACH,1
BANCRESDC1,3016-05-03,JLM,23:30,12:00:00,6400.0,AMRO,15
BANCRESDC1,3016-05-03,JLM,23:30,12:00:00,6400.0,CARW,1
BANCRESDC1,3016-05-03,JLM,23:30,12:00:00,6400.0,GRCA,14
BANCRESDC1,3016-05-03,JLM,23:30,12:00:00,6400.0,HOWR,1
BANCRESDC1,3016-05-03,JLM,23:30,12:00:00,6400.0,NOCA,2
JOHNSCOGA1,2016-04-27,JLD,11:18,12:13:00,NA,BRTH,2
JOHNSCOGA1,2016-04-27,JLD,11:18,12:13:00,NA,BRTH,2
JOHNSCOGA1,2016-04-27,JLD,11:18,12:13:00,NA,NOMO,4
JOHNSCOGA1,2016-04-27,JLD,11:18,12:13:00,NA,NOMO,4
JOHNSCOGA1,2016-04-27,JLD,11:18,12:13:00,NA,TUTI,2
JOHNSCOGA1,2016-04-27,JLD,11:18,12:13:00,NA,TUTI,2
PARKDIAGA1,2016-04-28,JLD,11:43,12:27:00,NA,AMRO,6
PARKDIAGA1,2016-04-28,JLD,11:43,12:27:00,NA,AMRO,6
PARKDIAGA1,2016-04-28,JLD,11:43,12:27:00,NA,NOMO,3
PARKDIAGA1,2016-04-28,JLD,11:43,12:27:00,NA,NOMO,3
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,AMRO,5
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,AMRO,5
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,BRTH,1
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,BRTH,1
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,HOWR,1
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,HOWR,1
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,NOCA,8
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,NOCA,8
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,NOMO,2
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,NOMO,2
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,SOSP,5
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,SOSP,5
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,TUTI,1
STEPMARGA1,2016-04-30,JLD,11:17,12:11:00,NA,TUTI,1
CHANSYLGA1,2016-05-03,JLD,11:21,12:13:00,NA,SOSP,1
CHANSYLGA1,2016-05-03,JLD,11:21,12:13:00,NA,SOSP,1
CHANSYLGA1,2016-05-03,JLD,11:21,12:13:00,NA,TUTI,2
CHANSYLGA1,2016-05-03,JLD,11:21,12:13:00,NA,TUTI,2
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,AMRO,14
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,AMRO,14
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,GRCA,4
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,GRCA,4
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,HOWR,3
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,HOWR,3
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,NOCA,10
HUNTDAVMD2,2016-04-30,JLM,11:00,12:00:00,2667.0,NOCA,10
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,AMRO,28
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,AMRO,28
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,CARW,1
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,CARW,1
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,GRCA,4
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,GRCA,4
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,NOCA,12
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,NOCA,12
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,NOMO,3
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,NOMO,3
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,SOSP,3
FORESESMD1,2016-05-05,"JLM, KPK, ERF, AEH",11:30,15:00:00,2850.0,SOSP,3
ARGYLESGA1,2016-03-23,"JLD,BNT",10:30,11:15:00,NA,NA,NA
ARGYLESGA1,2016-03-23,"JLD,BNT",10:30,11:15:00,NA,NA,NA
CARTJOYGA1,2016-03-28,"JLD,BNT",11:05,12:10:00,NA,NA,NA
CARTJOYGA1,2016-03-28,"JLD,BNT",11:05,12:10:00,NA,NA,NA
SHERNYLGA1,2016-03-29,"JLD,BNT",11:20,12:30:00,NA,CARW,1
SHERNYLGA1,2016-03-29,"JLD,BNT",11:20,12:30:00,NA,CARW,1
SHERNYLGA1,2016-03-29,"JLD,BNT",11:20,12:30:00,NA,NOCA,10
SHERNYLGA1,2016-03-29,"JLD,BNT",11:20,12:30:00,NA,NOCA,10
DULUADVGA1,2016-04-05,"JLD,BNT",NA,NA,NA,NA,NA
DULUADVGA1,2016-04-05,"JLD,BNT",NA,NA,NA,NA,NA
LEEDONGA1,2016-04-06,BNT,11:20,12:15:00,NA,NA,NA
LEEDONGA1,2016-04-06,BNT,11:20,12:15:00,NA,NA,NA
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,CACH,2
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,CACH,2
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,CARW,1
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,CARW,1
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,NOCA,5
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,NOCA,5
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,TUTI,1
CHURCARFL1,2016-05-04,ZZ,7:10,08:30:00,NA,TUTI,1
NOSSANDFL1,2016-05-05,ZZ,7:10,08:30:00,NA,CACH,2
NOSSANDFL1,2016-05-05,ZZ,7:10,08:30:00,NA,CACH,2
NOSSANDFL1,2016-05-05,ZZ,7:10,08:30:00,NA,CARW,2
NOSSANDFL1,2016-05-05,ZZ,7:10,08:30:00,NA,CARW,2
NOSSANDFL1,2016-05-05,ZZ,7:10,08:30:00,NA,NOCA,4
NOSSANDFL1,2016-05-05,ZZ,7:10,08:30:00,NA,NOCA,4
