siteID,dateVisit,time,obs,enc,spp,bandNumber,colorL,colorR,mass,wing,tl,age,sex,cpBp,fat,bloodID,featherID,notes
HAMIMARMD1,2000-04-28,NA,NA,B,CACH,1920-85878,W,XM,10.4,63.5,NA,AHY,M,NA,NA,,,
HAMIMARMD1,2000-04-28,NA,NA,B,CACH,1920-85877,X,YG,9.6,60.5,NA,U,F,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,CACH,1920-85881,KX,G,10.1,64.5,55.0,U,M,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,CACH,1920-85880,YX,Y,10.8,60.5,NA,U,F,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,CACH,1920-85879,GR,X,9.7,61.0,48.0,U,M,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,NOCA,791-17732,-,UNK,46.5,92.0,94.0,AHY,M,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,NOCA,791-17732,-,UNK,46.5,NA,94.0,AHY,M,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,NOCA,791-17732,-,UNK,45.8,92.0,NA,AHY,M,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,NOCA,791-17732,-,UNK,45.8,NA,NA,AHY,M,NA,NA,,,
PERRCHRMD1,2000-04-28,NA,NA,B,CARW,1141-05702,BX,G,23.6,61.0,48.0,ASY,M,NA,NA,,,
LUCIDANMD1,2000-04-30,NA,NA,B,CARW,1141-05705,X,WK,21.9,59.0,50.0,AHY,M,NA,NA,,,
LUCIDANMD1,2000-04-30,NA,NA,B,CACH,1920-85882,XG,M,9.0,62.5,55.0,AHY,M,NA,NA,,,
SULLPAUVA1,2000-05-08,NA,NA,B,CACH,1920-85884,OG,X,NA,61.0,50.5,U,M,NA,NA,,,
SULLPAUVA1,2000-05-08,NA,NA,B,HOWR,1920-85883,X,RB,NA,53.0,44.5,U,M,NA,NA,,,
COLALISMD1,2000-05-12,NA,NA,B,CACH,1920-85887,XR,B,9.3,62.0,51.5,U,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,HOWR,1920-85885,X,BW,10.9,53.0,47.0,AHY,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CARW,1141-05706,MX,B,20.9,64.0,54.0,U,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CARW,1141-05706,MX,B,20.9,NA,54.0,U,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CARW,1141-05706,MX,B,20.9,64.0,NA,U,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CARW,1141-05706,MX,B,20.9,NA,NA,U,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CACH,1920-85886,OX,K,10.5,65.0,56.0,AHY,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CACH,1920-85886,OX,K,10.5,NA,56.0,AHY,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CACH,1920-85886,OX,K,NA,65.0,NA,AHY,M,NA,NA,,,
MCKEJANMD1,2000-05-12,NA,NA,B,CACH,1920-85886,OX,K,NA,NA,NA,AHY,M,NA,NA,,,
EDEREDWVA1,2000-05-18,NA,NA,B,GRCA,791-17736,X,YG,36.7,92.0,93.0,U,M,NA,NA,,,
EDEREDWVA1,2000-05-18,NA,NA,B,CACH,1920-85897,XB,W,9.4,60.0,50.5,U,M,NA,NA,,,
EDEREDWVA1,2000-05-18,NA,NA,B,CACH,1920-85898,YX,G,10.1,58.0,48.0,U,M,NA,NA,,,
EDEREDWVA1,2000-05-18,NA,NA,B,CACH,1920-85899,MK,X,9.2,60.0,48.0,U,F,NA,NA,,,
EDEREDWVA1,2000-05-18,NA,NA,B,CACH,1920-85896,B,XB,9.9,64.0,51.5,U,M,NA,NA,,,
SULLPAUVA1,2000-05-18,NA,NA,B,HOWR,1920-85900,G,XY,11.4,51.0,44.0,U,M,NA,NA,,,
MASIADRMD1,2000-05-23,NA,NA,B,NOCA,791-17737,X,OO,44.1,96.0,109.0,U,M,NA,NA,,,
WALTBONMD1,2000-05-25,NA,NA,B,AMRO,742-29701,X,G,74.0,121.0,97.0,U,F,NA,NA,,,
MCLERICMD1,2000-05-26,NA,NA,B,AMRO,742-29702,O,MX,72.8,117.0,88.0,U,F,NA,NA,,,
DANIBARMD1,2000-06-01,NA,NA,B,CACH,1920-85901,X,GK,9.1,62.0,51.0,U,F,NA,NA,,,
TATEJUAMD1,2000-06-01,NA,NA,B,HOWR,1920-85902,RX,G,12.5,48.0,20.0,U,F,NA,NA,,,
TATEJUAMD1,2000-06-01,NA,NA,B,CARW,1141-05711,BM,X,20.8,58.5,48.0,U,F,NA,NA,,,
TATEJUAMD1,2000-06-01,NA,NA,B,NOCA,719-17740,GX,M,40.4,94.0,97.0,U,M,NA,NA,,,
TATEJUAMD1,2000-06-01,NA,NA,B,NOCA,791-17738,X,YO,43.7,95.0,106.0,U,M,NA,NA,,,
TATEJUAMD1,2000-06-01,NA,NA,B,NOCA,791-17739,RX,K,42.2,90.5,95.0,U,F,NA,NA,,,
BARBJERMD1,2000-06-02,NA,NA,B,CACH,1920-85905,K,WX,9.1,59.5,54.5,U,F,NA,NA,,,
BARBJERMD1,2000-06-02,NA,NA,B,CACH,1920-85905,K,WX,9.1,NA,54.5,U,F,NA,NA,,,
BARBJERMD1,2000-06-02,NA,NA,B,CACH,1920-85905,K,WX,7.8,59.5,NA,U,F,NA,NA,,,
BARBJERMD1,2000-06-02,NA,NA,B,CACH,1920-85905,K,WX,7.8,NA,NA,U,F,NA,NA,,,
BARBJERMD1,2000-06-02,NA,NA,B,CACH,1920-85907,XR,K,10.1,59.0,46.0,U,F,NA,NA,,,
MOSMCARMD1,2000-06-02,NA,NA,B,NOCA,791-17743,OX,B,38.8,91.0,91.5,AHY,M,NA,NA,,,
OBRICHRMD1,2000-06-02,NA,NA,B,GRCA,791-17741,GR,X,36.4,95.0,96.0,U,M,NA,NA,,,
OBRICHRMD1,2000-06-02,NA,NA,B,GRCA,791-17742,W,XM,38.8,87.0,90.0,U,F,NA,NA,,,
RAUNERIMD1,2000-06-02,NA,NA,B,HOWR,1920-85904,RX,K,10.7,50.0,45.0,U,M,NA,NA,,,
RAUNERIMD1,2000-06-02,NA,NA,B,HOWR,1920-85903,X,YO,11.4,51.0,49.0,U,F,NA,NA,,,
BARBJERMD1,2000-06-03,NA,NA,B,CACH,1920-85906,BX,O,10.9,61.5,51.0,AHY,M,NA,NA,,,
BARBJERMD1,2000-06-03,NA,NA,B,CACH,1920-85906,BX,O,10.9,NA,51.0,AHY,M,NA,NA,,,
BARBJERMD1,2000-06-03,NA,NA,B,CACH,1920-85906,BX,O,10.6,61.5,NA,AHY,M,NA,NA,,,
BARBJERMD1,2000-06-03,NA,NA,B,CACH,1920-85906,BX,O,10.6,NA,NA,AHY,M,NA,NA,,,
MOSMCARMD1,2000-06-03,NA,NA,B,CARW,1141-05712,BX,B,21.9,62.0,52.0,AHY,M,NA,NA,,,
MOSMCARMD1,2000-06-03,NA,NA,B,TUTI,1141-05713,Y,OX,22.0,77.0,74.0,AHY,M,NA,NA,,,
MOSMCARMD1,2000-06-03,NA,NA,B,NOCA,791-17744,WX,G,39.7,91.5,89.0,AHY,F,NA,NA,,,
MOSMCARMD1,2000-06-03,NA,NA,B,TUTI,1141-05714,RX,M,21.2,78.0,67.0,AHY,F,NA,NA,,,
RAYTIMMD1,2000-06-07,NA,NA,B,HOWR,1920-85909,X,GB,13.2,53.5,45.0,U,M,NA,NA,,,
RAYTIMMD1,2000-06-07,NA,NA,B,HOWR,1920-85910,O,XB,13.8,51.0,47.5,U,F,NA,NA,,,
REITBOBMD1,2000-06-07,NA,NA,B,GRCA,791-17802,YX,Y,39.2,91.0,96.0,U,F,NA,NA,,,
TUFTKATMD1,2000-06-07,NA,NA,B,HOWR,1920-85911,GX,M,11.6,50.0,42.0,U,M,NA,NA,,,
TUFTKATMD1,2000-06-07,NA,NA,B,HOWR,1920-85912,Y,OX,11.6,50.0,46.0,U,F,NA,NA,,,
TUFTKATMD1,2000-06-07,NA,NA,B,NOCA,791-17801,G,XY,39.3,90.5,100.5,U,F,NA,NA,,,
JONECBRMD1,2000-06-09,NA,NA,B,NOCA,791-17803,Y,OX,44.6,94.0,103.0,U,M,NA,NA,,,
JONECBRMD1,2000-06-09,NA,NA,B,CACH,1920-85914,MG,X,9.5,63.0,55.0,U,M,NA,NA,,,
JONECBRMD1,2000-06-09,NA,NA,B,CACH,1920-85913,WX,O,10.4,62.0,53.0,U,F,NA,NA,,,
JONECBRMD1,2000-06-09,NA,NA,B,CACH,1920-85915,X,BB,8.8,59.5,52.0,U,F,NA,NA,,,
JONECBRMD1,2000-06-09,NA,NA,B,NOCA,791-17804,RX,M,42.7,94.5,105.5,U,M,NA,NA,,,
MILLPAUMD1,2000-06-09,NA,NA,B,SOSP,1141-05715,XY,B,22.8,65.0,68.5,U,M,NA,NA,,,
MILLPAUMD1,2000-06-09,NA,NA,B,CARW,791-17805,OX,G,45.1,97.0,102.0,U,M,NA,NA,,,
MILLPAUMD1,2000-06-09,NA,NA,B,CARW,1141-05717,OX,R,19.7,59.0,50.5,U,F,NA,NA,,,
HADDMARMD1,2000-06-11,NA,NA,B,NOCA,791-17307,KW,X,42.3,92.0,100.5,U,M,NA,NA,,,
HADDMARMD1,2000-06-11,NA,NA,B,NOCA,791-17308,MX,Y,43.8,89.5,92.0,U,F,NA,NA,,,
ROHRSALMD1,2000-06-13,NA,NA,B,CARW,1141-05718,W,RX,20.9,62.0,51.0,U,F,NA,NA,,,
ROHRSALMD1,2000-06-13,NA,NA,B,GRCA,791-17807,OG,X,38.5,92.0,102.0,U,F,NA,NA,,,
ROHRSALMD1,2000-06-13,NA,NA,B,NOCA,791-17806,Y,XB,44.5,99.0,102.0,U,M,NA,NA,,,
ROHRSALMD1,2000-06-13,NA,NA,B,CACH,1920-85916,XB,W,9.4,65.0,51.0,U,F,NA,NA,,,
BRUEELIMD1,2000-06-14,NA,NA,B,NOCA,791-17808,X,YY,42.4,95.0,106.5,U,M,NA,NA,,,
BRUEELIMD1,2000-06-14,NA,NA,B,NOCA,791-17809,MW,X,48.1,95.0,102.0,U,M,NA,NA,,,
BRUEELIMD1,2000-06-14,NA,NA,B,CARW,1141-05727,Y,YX,20.8,60.0,52.0,U,M,NA,NA,,,
BRUEELIMD1,2000-06-14,NA,NA,B,TUTI,1141-05723,X,OO,24.8,85.0,75.0,U,F,NA,NA,,,
BRUEELIMD1,2000-06-14,NA,NA,B,TUTI,1141-05724,X,YY,23.6,79.0,76.0,U,F,NA,NA,,,
BRUEELIMD1,2000-06-14,NA,NA,B,CACH,1920-85920,X,YR,10.7,62.5,55.0,U,F,NA,NA,,,
MANNJANDC1,2000-06-14,NA,NA,B,HOFI,1141-05719,R,OX,22.4,78.0,62.0,U,F,NA,NA,,,
MANNJANDC1,2000-06-14,NA,NA,B,HOFI,1141-05721,Y,BX,18.2,77.0,62.0,U,F,NA,NA,,,
MANNJANDC1,2000-06-14,NA,NA,B,CACH,1920-85917,WX,Y,9.3,62.0,54.0,U,F,NA,NA,,,
MANNJANDC1,2000-06-14,NA,NA,B,CACH,1920-85919,XG,B,8.8,60.0,60.0,U,F,NA,NA,,,
MANNJANDC1,2000-06-14,NA,NA,B,CARW,1141-05722,XO,R,17.1,56.0,43.0,U,M,NA,NA,,,
MANNJANDC1,2000-06-14,NA,NA,B,CACH,1920-85918,MX,R,NA,NA,NA,NA,NA,NA,NA,,,
GOUGGREMD1,2000-06-15,NA,NA,B,SOSP,1141-05728,YO,X,21.7,67.0,67.0,U,F,NA,NA,,,
GOUGGREMD1,2000-06-15,NA,NA,B,SOSP,1141-05729,M,XR,20.0,66.0,69.0,U,M,NA,NA,,,
GOUGGREMD1,2000-06-15,NA,NA,B,NOCA,791-17746,XG,Y,45.4,92.0,101.0,U,M,NA,NA,,,
GOUGGREMD1,2000-06-15,NA,NA,B,NOCA,791-17747,KX,B,39.8,89.0,97.0,U,M,NA,NA,,,
GOUGGREMD1,2000-06-15,NA,NA,B,NOCA,791-17745,XB,O,51.7,89.0,100.0,U,F,NA,NA,,,
GOUGGREMD1,2000-06-15,NA,NA,B,CACH,1920-85921,X,MM,10.1,60.0,54.0,U,F,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,HOWR,1920-85923,W,XO,11.5,51.0,41.0,HY,M,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,TUTI,1141-05731,W,XO,21.7,80.0,70.0,U,M,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,NOCA,791-17749,M,WX,42.9,95.0,99.5,U,M,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,RWBL,791-17748,UNK,UNK,NA,NA,NA,NA,NA,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,TUTI,1141-05730,RX,Y,19.5,76.5,67.0,U,F,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,TUTI,1141-05732,X,BM,20.4,80.5,69.5,U,F,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,HOWR,1920-85924,X,BM,12.1,52.0,41.0,U,M,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,HOWR,1920-85924,X,BM,12.1,NA,41.0,U,M,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,HOWR,1920-85924,X,BM,11.8,52.0,NA,U,M,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,HOWR,1920-85924,X,BM,11.8,NA,NA,U,M,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,CACH,1920-85926,WX,R,10.4,61.5,52.0,U,F,NA,NA,,,
MAHOJIMMD1,2000-06-16,NA,NA,B,HOWR,1920-85922,RX,Y,12.1,49.5,44.0,AHY,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,HOWR,1920-85933,KM,X,NA,53.0,45.0,U,M,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,HOWR,1920-85928,G,XO,NA,NA,NA,NA,NA,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,CACH,1920-85929,R,XB,10.5,57.0,50.5,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,TUTI,1141-05733,YR,X,21.3,77.0,NA,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,TUTI,1141-05735,WX,G,20.7,77.0,66.0,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,TUTI,1141-05736,RX,K,19.5,80.0,73.0,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,HOFI,1141-05739,XY,Y,20.4,82.0,62.0,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,TUTI,1141-05737,Y,MX,20.0,82.0,71.0,HY,U,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,HOWR,1920-85927,YR,X,10.9,50.0,41.5,U,M,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,CARW,1141-05738,Y,RX,24.2,61.5,50.5,U,M,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,CARW,1141-05738,Y,RX,24.2,NA,50.5,U,M,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,CARW,1141-05738,Y,RX,23.6,61.5,NA,U,M,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,CARW,1141-05738,Y,RX,23.6,NA,NA,U,M,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,TUTI,1141-05720,XB,O,21.0,78.0,67.0,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,CACH,1920-85930,X,GO,9.3,60.0,55.0,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,CACH,1920-85932,X,MW,10.7,65.0,56.0,U,F,NA,NA,,,
HUTCBARVA1,2000-06-17,NA,NA,B,TUTI,1141-05734,M,WX,21.0,79.5,69.0,U,F,NA,NA,,,
BLOCDAVMD1,2000-06-21,NA,NA,B,GRCA,791-17811,WX,Y,35.2,87.0,90.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,CARW,1141-05740,X,BY,16.9,59.0,48.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,HOWR,1920-85936,G,XR,11.1,51.0,43.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,GRCA,791-17812,X,MM,35.1,89.0,82.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,DOWO,1141-05742,O,X,NA,NA,NA,NA,NA,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,CACH,1920-85939,G,XW,10.3,65.0,55.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,HOWR,1920-85937,XB,O,10.5,49.5,44.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,CACH,1920-85935,X,OR,8.6,60.0,55.0,U,F,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,GRCA,791-17810,X,OR,42.5,91.5,95.0,U,F,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,CARW,1141-05741,Y,XR,21.9,62.5,56.0,U,F,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,CACH,1920-85938,X,YM,10.2,62.0,56.0,U,F,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,HOWR,1920-85934,X,YY,11.0,50.0,45.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,HOWR,1920-85934,X,YY,11.0,NA,45.0,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,HOWR,1920-85934,X,YY,10.8,50.0,NA,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,HOWR,1920-85934,X,YY,10.8,NA,NA,U,M,NA,NA,,,
ODELVINMD1,2000-06-21,NA,NA,B,NOCA,791-17813,G,XO,45.5,97.0,100.0,U,M,NA,NA,,,
GOCHJOAMD1,2000-06-23,NA,NA,B,GRCA,791-17814,M,XB,36.1,91.0,91.0,U,M,NA,NA,,,
CALLJERMD1,2000-06-29,NA,NA,B,GRCA,791-17815,WX,O,36.4,90.5,95.0,U,M,NA,NA,,,
CALLJERMD1,2000-06-29,NA,NA,B,NOCA,791-17816,X,BY,44.4,95.0,102.0,U,M,NA,NA,,,
CALLJERMD1,2000-06-29,NA,NA,B,CACH,1920-85940,GX,R,9.3,60.0,59.0,U,F,NA,NA,,,
SALOSHEMD1,2000-06-29,NA,NA,B,HOWR,1920-85941,RX,O,13.1,49.0,45.0,U,F,NA,NA,,,
SALOSHEMD1,2000-06-29,NA,NA,B,HOWR,1920-85942,Y,XB,NA,NA,NA,NA,NA,NA,NA,,,
SALOSHEMD1,2000-06-29,NA,NA,B,NOCA,791-17817,W,BX,40.3,92.0,94.0,U,M,NA,NA,,,
SALOSHEMD1,2000-06-29,NA,NA,B,CARW,1141-05743,XY,O,21.0,62.0,49.0,U,M,NA,NA,,,
FERRSUEMD1,2000-06-30,NA,NA,B,CACH,1920-95945,K,OX,10.9,64.0,16.85,U,M,NA,NA,,,
HEATSUEVA1,2000-06-30,NA,NA,B,NOCA,791-17819,RX,Y,39.7,97.0,110.0,U,M,NA,NA,,,
HEATSUEVA1,2000-06-30,NA,NA,B,CACH,1920-85944,O,KX,10.9,60.5,56.0,U,M,NA,NA,,,
HEATSUEVA1,2000-06-30,NA,NA,B,NOCA,791-17818,GX,O,45.5,90.0,99.0,U,F,NA,NA,,,
HEATSUEVA1,2000-06-30,NA,NA,B,CARW,1141-05744,Y,XM,19.4,62.0,53.0,U,F,NA,NA,,,
HEATSUEVA1,2000-06-30,NA,NA,B,CACH,1920-85943,M,XB,10.9,62.5,58.0,U,M,NA,NA,,,
HEATSUEVA1,2000-06-30,NA,NA,B,NOCA,791-17820,KX,Y,37.7,89.0,94.0,U,F,NA,NA,,,
REITBOBMD1,2000-07-01,NA,NA,B,GRCA,791-17821,BX,O,35.1,88.0,108.0,HY,U,NA,NA,,,
FERRSUEMD1,2000-07-05,NA,NA,B,CACH,1920-85946,X,KR,9.8,61.0,54.0,U,F,NA,NA,,,
FERRSUEMD1,2000-07-05,NA,NA,B,NOCA,791-17822,X,BM,43.6,94.0,104.0,U,M,NA,NA,,,
FERRSUEMD1,2000-07-05,NA,NA,B,NOCA,791-17822,X,BM,43.6,NA,104.0,U,M,NA,NA,,,
FERRSUEMD1,2000-07-05,NA,NA,B,NOCA,791-17822,X,BM,42.3,94.0,NA,U,M,NA,NA,,,
FERRSUEMD1,2000-07-05,NA,NA,B,NOCA,791-17822,X,BM,42.3,NA,NA,U,M,NA,NA,,,
FERRSUEMD1,2000-07-05,NA,NA,B,CARW,1141-05745,B,BX,21.5,62.0,50.0,U,M,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,CACH,1920-85947,YX,Y,9.6,66.0,57.0,U,M,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,CACH,19210-85949,RX,R,8.0,59.0,47.0,AHY,F,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,CACH,1920-85950,BX,B,8.7,59.5,50.0,AHY,F,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,CACH,1920-85948,OX,O,11.5,63.0,55.0,HY,U,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,TUTI,1141-05747,XY,M,18.7,NA,NA,HY,U,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,CARW,1141-05748,R,RX,17.9,57.0,50.0,HY,U,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,CARW,1141-05749,X,MY,20.6,61.0,50.0,HY,U,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,TUTI,1141-05746,X,GG,22.3,80.0,71.0,U,M,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,TUTI,1141-05746,X,GG,22.3,NA,71.0,U,M,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,TUTI,1141-05746,X,GG,22.8,80.0,NA,U,M,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,TUTI,1141-05746,X,GG,22.8,NA,NA,U,M,NA,NA,,,
MCKEANNVA1,2000-07-06,NA,NA,B,CACH,1920-85951,MX,M,10.3,62.0,55.0,U,M,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,HOWR,1920-85952,XR,M,11.5,53.0,41.0,U,M,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,CACH,1920-85955,GX,Y,9.4,62.0,54.0,U,M,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,CACH,1920-85956,BR,X,9.3,61.5,57.0,U,M,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,NOCA,791-17823,X,GG,44.9,89.0,98.0,AHY,M,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,GRCA,791-17824,X,YR,36.6,86.0,85.0,U,F,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,HOWR,1920-85954,X,GG,12.0,48.0,42.0,AHY,F,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,CACH,1920-85957,MX,G,12.7,63.0,60.0,HY,U,NA,NA,,,
GOCHJOAMD1,2000-07-07,NA,NA,B,NOCA,791-17825,Y,MX,44.3,90.0,102.0,AHY,F,NA,NA,,,
BALAELEMD1,2000-07-12,NA,NA,B,NOCA,8081-54600,W,XM,40.7,93.5,94.0,AHY,M,NA,NA,,,
MCCOJOHMD1,2000-07-13,NA,NA,B,HOWR,1920-85958,KX,Y,10.8,52.0,44.0,U,M,NA,NA,,,
MCCOJOHMD1,2000-07-13,NA,NA,B,NOCA,791-17827,X,GM,45.0,92.0,98.0,U,M,NA,NA,,,
MCCOJOHMD1,2000-07-13,NA,NA,B,CACH,1920-85959,X,BK,9.8,59.0,49.0,U,F,NA,NA,,,
MCCOJOHMD1,2000-07-13,NA,NA,B,NOCA,791-17826,X,BY,47.3,90.5,100.0,U,M,NA,NA,,,
MCCOJOHMD1,2000-07-13,NA,NA,B,TUTI,1141-05751,OX,G,22.4,86.0,72.0,HY,U,NA,NA,,,
SINGTONMD1,2000-07-14,NA,NA,B,AMRO,742-29703,R,XM,79.8,119.0,92.0,U,F,NA,NA,,,
SINGTONMD1,2000-07-14,NA,NA,B,CARW,1141-05752,MY,X,20.4,59.5,49.0,U,F,NA,NA,,,
RABIANDMD1,2000-07-20,NA,NA,B,CARW,1141-05753,X,YB,17.6,60.0,49.0,U,M,NA,NA,,,
RABIANDMD1,2000-07-20,NA,NA,B,HOWR,1920-85962,RX,M,10.7,49.5,43.0,U,M,NA,NA,,,
RABIANDMD1,2000-07-20,NA,NA,B,NOCA,791-17828,G,XR,44.3,88.0,73.0,U,F,NA,NA,,,
RABIANDMD1,2000-07-20,NA,NA,B,CACH,1920-85960,XB,G,13.0,65.0,62.5,HY,U,NA,NA,,,
RABIANDMD1,2000-07-20,NA,NA,B,CACH,1920-85961,XY,R,9.9,58.5,48.0,HY,U,NA,NA,,,
RABIANDMD1,2000-07-20,NA,NA,B,NOCA,791-17750,RM,X,40.2,87.0,86.0,U,M,NA,NA,,,
DORNROBMD1,2000-07-21,NA,NA,B,NOCA,791-17829,K,XM,49.4,94.0,104.0,U,M,NA,NA,,,
MITCBARMD1,2000-07-22,NA,NA,B,CACH,1920-85964,OY,X,10.1,61.0,52.0,AHY,M,NA,NA,,,
MITCBARMD1,2000-07-22,NA,NA,B,GRCA,791-17831,X,GO,36.6,90.5,94.5,AHY,M,NA,NA,,,
MITCBARMD1,2000-07-22,NA,NA,B,NOCA,791-17830,M,OX,40.9,92.0,71.0,AHY,F,NA,NA,,,
MITCBARMD1,2000-07-22,NA,NA,B,GRCA,791-17832,XR,B,42.7,91.0,98.0,AHY,F,NA,NA,,,
MITCBARMD1,2000-07-22,NA,NA,B,HOWR,1920-85965,Y,MX,11.0,49.5,48.5,AHY,F,NA,NA,,,
MITCBARMD1,2000-07-22,NA,NA,B,CACH,1920-85963,KX,G,11.3,60.5,55.0,HY,U,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,NOCA,791-17833,RX,O,44.1,89.5,89.0,U,U,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,NOCA,791-17834,W,XO,37.7,89.0,90.0,AHY,F,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CARW,1141-05754,GB,X,22.2,61.0,52.0,U,U,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CARW,1141-05754,GB,X,22.2,NA,52.0,U,U,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CARW,1141-05754,GB,X,24.7,61.0,NA,U,U,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CARW,1141-05754,GB,X,24.7,NA,NA,U,U,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CARW,1141-05755,KX,R,19.8,56.0,47.0,U,U,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CACH,1920-85966,BX,G,10.5,60.0,NA,U,M,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CACH,1920-85966,BX,G,10.5,NA,NA,U,M,NA,NA,,,
OMLAKEVMD1,2000-07-24,NA,NA,B,CACH,1920-85966,BX,G,10.2,60.0,NA,U,M,NA,NA,,,
