siteID,date,observer,time,bandNumber,longitude,latitude,resightType,notes
GOCHJOAMD1,2009-06-12,NA,NA,2301-56910,NA,NA,T,"yearColumn = 2007, Banded 30 June; yearColumn = 2009, resighted 6/12/09"
NZPAMAZDC1,2009-01-15,NA,NA,2301-56924,NA,NA,T,"yearColumn = 2007, Banded 10 July; yearColumn = 2009, resighted by participant 15 January 2010; yearColumn = 2010, resighted by participant 16 Dec"
RAYTIMMD1,2009-06-27,NA,NA,2460-22930,NA,NA,T,"yearColumn = 2007, banded 10- Jul; yearColumn = 2009, resighted JLD 27-Jun"
MCDOELIVA1,2009-07-29,NA,NA,1232-88302,NA,NA,T,"yearColumn = 2007, Banded 12 July; yearColumn = 2008, resighted by participant 2 april; yearColumn = 2009, resighted by AJR 7/29/09; yearColumn = 2010, resighted by participant 27 March, resighted 7/17/10; yearColumn = 2012, resighted by kam 6/4/2012; yearColumn = 2013, resighted by LF 6/16/2013"
REITBOBMD1,2009-05-15,NA,NA,2301-56925,NA,NA,T,"yearColumn = 2007, Banded 13 July; yearColumn = 2008, resighted by participant 2 March; yearColumn = 2009, resighted be participant May ; yearColumn = 2010, resighted by participant in Spring ; yearColumn = 2011, resighted by participant in Spring ; yearColumn = 2012, resighted by participant in Spring ; yearColumn = 2013, resighted by participant in Spring; re-banded April "
NICHSANMD1,2009-05-14,NA,NA,1991-46756,NA,NA,T,"yearColumn = 2007, banded 16 july; yearColumn = 2009, resighted 14 May"
BRIGKIMMD1,2009-05-28,NA,NA,1991-21151,NA,NA,T,"yearColumn = 2007, banded 19 july; yearColumn = 2009, resighted 5/28/2009"
ASSMCARMD1,2009-05-28,NA,NA,2261-38348,NA,NA,T,"yearColumn = 2007, banded 27 july; yearColumn = 2009, resighted 5/28/09 during visit, lost BU band; yearColumn = 2010, recaptured 6/12/2010, replaced BU band; yearColumn = 2012, resighted 5/17/2012 "
LIEBJUDMD1,2009-06-03,NA,NA,2301-56036,NA,NA,T,"yearColumn = 2007, Banded 30 July; yearColumn = 2008, resighted 6/19/2008; yearColumn = 2009, resighted 6/3/2009"
ROHRSALMD1,2009-07-30,NA,NA,2301-56597,NA,NA,T,"yearColumn = 2008, Banded May 28; yearColumn = 2009, resighted 7/30; yearColumn = 2010, resighted 6/4"
ROHRSALMD1,2009-07-30,NA,NA,2510-03802,NA,NA,T,"yearColumn = 2008, Banded May 28; yearColumn = 2009, resighted 7/30"
SPEYPAUMD1,2009-05-27,NA,NA,2510-03803,NA,NA,T,"yearColumn = 2008, banded may 29; yearColumn = 2009, Resight 5/27/2009; yearColumn = 2010, resighted 6/2/2010"
HAMIMARMD1,2009-06-06,NA,NA,2301-55919,NA,NA,T,"yearColumn = 2008, banded 30 May; yearColumn = 2009, resighted 6 Jun"
OBRICHRMD1,2009-06-30,NA,NA,2460-22717,NA,NA,T,"yearColumn = 2008, banded 28 May; yearColumn = 2009, resighted 6/30"
ANDEMIKMD1,2009-05-21,NA,NA,2301-55920,NA,NA,T,"yearColumn = 2008, banded 31 May; yearColumn = 2009, resight 5/21/2009"
TINIKATMD1,2009-05-29,NA,NA,2301-56039,NA,NA,T,"yearColumn = 2008, banded_6/3; yearColumn = 2009, resighted 5/29/2009"
MOSMCARMD1,2009-05-19,NA,NA,2540-62816,NA,NA,T,"yearColumn = 2008, banded_6/10/08; yearColumn = 2009, resighted 5/19/09"
SCHIMARMD1,2009-07-11,NA,NA,2460-22727,NA,NA,T,"yearColumn = 2008, banded 9 June; yearColumn = 2009, resighted 7/11"
PICKCREMD1,2009-07-07,NA,NA,2281-69472,NA,NA,T,"yearColumn = 2008, banded_6/12/08; yearColumn = 2009, resighted 7 Jul"
KRAMPAUMD1,2009-06-27,NA,NA,2301-55950,NA,NA,T,"yearColumn = 2008, banded 19 June; yearColumn = 2009, resighted JLD 27-Jun"
COLSKATMD1,2009-05-29,NA,NA,2460-22747,NA,NA,T,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August"
FISHFERVA1,2009-05-30,NA,NA,2510-03824,NA,NA,T,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted 5/30/09 during visit; yearColumn = 2010, recaptured 7/3/10"
SCHLROBMD1,2009-05-15,NA,NA,1991-46181,NA,NA,T,"yearColumn = 2008, banded 19 june; yearColumn = 2009, resighted 5/15/2009"
WILLTERMD1,2009-07-13,NA,NA,2301-56808,NA,NA,T,"yearColumn = 2008, banded 6/5; yearColumn = 2009, resighted 7/13"
SALAJENMD1,2009-07-09,NA,NA,2301-56809,NA,NA,T,"yearColumn = 2008, banded 6/9; yearColumn = 2009, resighted 7/9; yearColumn = 2010, resighted by participant 23 June, 24 July, 21 Aug"
JACOSYDMD1,2009-05-16,NA,NA,2341-30110,NA,NA,T,"yearColumn = 2008, banded 6/11; yearColumn = 2009, Resight 5/16/2009"
MILLPAUMD1,2009-06-29,NA,NA,2301-56865,NA,NA,T,"yearColumn = 2008, banded 1 July; yearColumn = 2009, resighted 6/29"
MCNAKRIMD1,2009-07-29,NA,NA,2301-56067,NA,NA,T,"yearColumn = 2008, banded_7/2; yearColumn = 2009, resight 7/29/09"
MORRJESMD1,2009-05-23,NA,NA,2281-69485,NA,NA,T,"yearColumn = 2008, banded_6/30/2008; yearColumn = 2009, resighted 5/23/2009"
DAVIALIVA1,2009-03-15,NA,NA,742-29174,NA,NA,T,"yearColumn = 2008, banded 1 july; yearColumn = 2009, RESIGHT AMRO PK/A,- PROBABLY THIS BIRD THAT LOST R BAND
"
STURCARMD1,2009-07-03,NA,NA,2460-22958,NA,NA,T,"yearColumn = 2008, banded 2 july; yearColumn = 2009, resighted 7/3"
STURCARMD1,2009-07-03,NA,NA,1991-46187,NA,NA,T,"yearColumn = 2008, banded 2 july; yearColumn = 2009, resighted 7/3; yearColumn = 2012, Resighted 5/26/2012; yearColumn = 2013, resighted by participant 8/25 "
WILLRAJMD1,2009-07-03,NA,NA,2251-80311,NA,NA,T,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted 3 Jul"
STEWBETMD1,2009-05-13,NA,NA,2281-69491,NA,NA,T,"yearColumn = 2008, banded_7/8/08; yearColumn = 2009, Resight 5/13/2009"
LAFOMELVA1,2009-07-27,NA,NA,1991-46196,NA,NA,T,"yearColumn = 2008, banded 8 july; yearColumn = 2009, resighted 7/27; yearColumn = 2010, recaptured 6/8/10"
VOSSCOLVA1,2009-07-11,NA,NA,1272-43108,NA,NA,T,"yearColumn = 2008, banded_7/10; yearColumn = 2009, Resight 7/11/2009"
MORAANGMD1,2009-06-04,NA,NA,2301-56878,NA,NA,T,"yearColumn = 2008, banded 7/10/08; yearColumn = 2009, re-sighted 6/4/2009"
HALLDEBVA1,2009-06-01,NA,NA,2341-29326,NA,NA,T,"yearColumn = 2008, Banded July 12; yearColumn = 2009, resighted 6/1/09, O band lost, now W,A; yearColumn = 2010, resighted 7/1/10, no O band"
ASSMCARMD1,2009-05-28,NA,NA,2301-56534,NA,NA,T,"yearColumn = 2008, Banded July 21; yearColumn = 2009, resighted 5/28/09 during visit"
SIMOROSVA1,2009-05-21,NA,NA,1202-99051,NA,NA,T,"yearColumn = 2008, banded july 18; yearColumn = 2009, RESIGHTED 5/21/09; yearColumn = 2010, resighted 6/18/10"
SIMOROSVA1,2009-05-21,NA,NA,2341-30322,NA,NA,T,"yearColumn = 2008, banded 21 July; yearColumn = 2009, RESIGHTED 5/21/09."
WIEBFRAMD1,2009-07-14,NA,NA,2301-56097,NA,NA,T,"yearColumn = 2008, banded_7/28; yearColumn = 2009, resighted 7/14"
MILLLORVA1,2009-07-18,NA,NA,2301-56530,NA,NA,T,"yearColumn = 2008, Banded July 26; yearColumn = 2009, resighted by AJR during visit 7/18/09; yearColumn = 2010, resighted 6/28/10"
GOCHJOAMD1,2009-06-12,NA,NA,2301-56657,NA,NA,T,"yearColumn = 2008, banded_7/25/2008; yearColumn = 2009, resighted 6/12/09"
LANGANKVA1,2009-06-26,NA,NA,2341-29336,NA,NA,T,"yearColumn = 2008, Banded July 27; yearColumn = 2009, resighted 6/26"
CONAGAIMD1,2009-06-24,NA,NA,2540-62920,NA,NA,T,"yearColumn = 2008, Banded 7/3/2008; yearColumn = 2009, Resight 6/24/2009"
SANFCARMD1,2010-06-09,NA,NA,1801-19401,NA,NA,T,"yearColumn = 2002, banded 21 May; yearColumn = 2010, resighted 6/9/2010"
MCKEANNVA1,2010-06-02,NA,NA,1841-58847,NA,NA,T,"yearColumn = 2004, banded 29 May; yearColumn = 2010, resighted 6/2/10"
NZPSMBCDC1,2010-12-13,NA,NA,1861-38593,NA,NA,T,"yearColumn = 2002, initially banded by WNV crew 4 October; yearColumn = 2004, recaptured 18 June; yearColumn = 2010, resighted by participant 13 Dec"
OBRICHRMD1,2010-07-01,NA,NA,1951-20963,NA,NA,T,"yearColumn = 2004, banded; yearColumn = 2005, resighted by participant 21 Feb.; yearColumn = 2008, resighted by participant 3 June; yearColumn = 2010, Resighted 7/1/2010"
REITBOBMD1,2010-06-26,NA,NA,2251-80701,NA,NA,T,"yearColumn = 2006, banded 25 May; yearColumn = 2010, resighted 6/26/10"
OWENJOHMD1,2010-06-10,NA,NA,2201-21796,NA,NA,T,"yearColumn = 2007, Banded 3 May; yearColumn = 2010, resighted 6/10"
PANCSAMMD1,2010-06-26,NA,NA,2261-38315,NA,NA,T,"yearColumn = 2007, banded 29 may; yearColumn = 2008, resighted 8/4/2008; yearColumn = 2010, resighted 6/26/10"
STURCARMD1,2010-05-21,NA,NA,1951-41074,NA,NA,T,"yearColumn = 2007, Banded 31 May; yearColumn = 2010, resighted 21 May"
SPEYPAUMD1,2010-06-02,NA,NA,2400-00699,NA,NA,T,"yearColumn = 2007, Banded 6 June; yearColumn = 2010, resighted 6/2/2010"
LUCIDANMD1,2010-06-02,NA,NA,1991-46134,NA,NA,T,"yearColumn = 2007, banded 13 june; yearColumn = 2010, resighted 6/2/2010"
GALLTERMD1,2010-07-14,NA,NA,2510-04210,NA,NA,T,"yearColumn = 2007, Banded 18 June; yearColumn = 2009,  6/6/2009; yearColumn = 2010, resighted 7/14/10"
MILLPAUMD1,2010-06-04,NA,NA,2460-22834,NA,NA,T,"yearColumn = 2007, banded 20 june; yearColumn = 2008, recapture 7 July; yearColumn = 2010, resighted 6/4/2010"
MISSEDDC1,2010-06-07,NA,NA,2301-56905,NA,NA,T,"yearColumn = 2007, Banded 21 June; yearColumn = 2008, Resighted June 27; yearColumn = 2009, resighted by participant spring 2009; yearColumn = 2010, Resighted 6/7/2010"
NICHALIMD1,2010-06-04,NA,NA,2301-56911,NA,NA,T,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, recaptured 24 may; yearColumn = 2010, resighted 6/4/2010"
NZPAMAZDC1,2010-12-16,NA,NA,2301-56924,NA,NA,T,"yearColumn = 2007, Banded 10 July; yearColumn = 2009, resighted by participant 15 January 2010; yearColumn = 2010, resighted by participant 16 Dec"
BURDROBVA1,2010-06-16,NA,NA,2281-69442,NA,NA,T,"yearColumn = 2007, banded 11 July; yearColumn = 2009, Recap 5/25/2009; yearColumn = 2010, resighted 6/16/10"
GIRAANGMD1,2010-07-14,NA,NA,2261-38331,NA,NA,T,"yearColumn = 2007, banded 7 july; yearColumn = 2010, Resight 7/14/2010"
REITBOBMD1,2010-04-15,NA,NA,2301-56925,NA,NA,T,"yearColumn = 2007, Banded 13 July; yearColumn = 2008, resighted by participant 2 March; yearColumn = 2009, resighted be participant May ; yearColumn = 2010, resighted by participant in Spring ; yearColumn = 2011, resighted by participant in Spring ; yearColumn = 2012, resighted by participant in Spring ; yearColumn = 2013, resighted by participant in Spring; re-banded April "
FOOSDAVVA1,2010-07-12,NA,NA,2261-38340,NA,NA,T,"yearColumn = 2007, banded 20 july; yearColumn = 2010, resighted 7/12/10"
ASSMCARMD1,2010-06-14,NA,NA,1991-46166,NA,NA,T,"yearColumn = 2007, banded 27 july; yearColumn = 2008, resighted by participant 28 Feb, Recaptured July 21; yearColumn = 2010, resighted 6/14/2010; missing P band"
JORABONVA1,2010-07-12,NA,NA,2281-69457,NA,NA,T,"yearColumn = 2007, banded 30 July; yearColumn = 2008, resighted by participant 3 april recapture 6/14; yearColumn = 2010, resighted 7/12/10"
SUBRSTEMD1,2010-05-29,NA,NA,2251-80092,NA,NA,T,"yearColumn = 2008, Banded 5/27/2008; yearColumn = 2009, resighted by participant 13 Feb; yearColumn = 2010, resighted 5/29/2010"
ROHRSALMD1,2010-06-04,NA,NA,2301-56597,NA,NA,T,"yearColumn = 2008, Banded May 28; yearColumn = 2009, resighted 7/30; yearColumn = 2010, resighted 6/4"
SPEYPAUMD1,2010-06-02,NA,NA,2510-03803,NA,NA,T,"yearColumn = 2008, banded may 29; yearColumn = 2009, Resight 5/27/2009; yearColumn = 2010, resighted 6/2/2010"
SPEYPAUMD1,2010-06-02,NA,NA,2510-03804,NA,NA,T,"yearColumn = 2008, banded may 29; yearColumn = 2010, resighted 6/2/2010"
HAMIMARMD1,2010-07-13,NA,NA,2301-55918,NA,NA,T,"yearColumn = 2008, banded 30 May; yearColumn = 2010, resighted 7/13/10"
YOUNELIMD1,2010-06-17,NA,NA,2301-56589,NA,NA,T,"yearColumn = 2008, Banded June 3; yearColumn = 2009, resighted by participant in 2009; yearColumn = 2010, resighted 6/17/2010"
SHEEMARMD1,2010-05-24,NA,NA,2301-56584,NA,NA,T,"yearColumn = 2008, Banded June 9; yearColumn = 2010, resighted 5/24/10"
EDEREDWVA1,2010-06-22,NA,NA,2301-56827,NA,NA,T,"yearColumn = 2008, banded_6/23; yearColumn = 2010, resighted 6/22/10"
OWENJOHMD1,2010-06-10,NA,NA,2301-55932,NA,NA,T,"yearColumn = 2008, banded 10 June; yearColumn = 2010, resighted 6/10"
MCCAKEVMD1,2010-06-30,NA,NA,2460-22721,NA,NA,T,"yearColumn = 2008, banded 19 June; yearColumn = 2010, resighted 6/30/10"
HAMMBARMD1,2010-06-11,NA,NA,2510-03811,NA,NA,T,"yearColumn = 2008, Banded June 11; yearColumn = 2010, resighted 6/11/10"
CAUSSUSMD1,2010-07-26,NA,NA,2540-62907,NA,NA,T,"yearColumn = 2008, banded_6/18; yearColumn = 2010, resighted 7/26/10 26825 Overlook Dr"
WHITLAUDC1,2010-06-08,NA,NA,2301-56825,NA,NA,T,"yearColumn = 2008, banded_6/18; yearColumn = 2010, resighted 6/8"
KRAMPAUMD1,2010-07-28,NA,NA,2301-55951,NA,NA,T,"yearColumn = 2008, banded 19 June; yearColumn = 2010, resighted 7/28/10"
MOLIKARMD1,2010-07-03,NA,NA,2281-69477,NA,NA,T,"yearColumn = 2008, banded_6/17/2008; yearColumn = 2010, resighted 7/3/10"
LIEBJUDMD1,2010-05-27,NA,NA,2281-69478,NA,NA,T,"yearColumn = 2008, banded_6/19/08; yearColumn = 2009, resighted by participant<d5>s neighbor 25 June; yearColumn = 2010, resighted 5/27/2010"
HAWNJANVA1,2010-07-07,NA,NA,2301-56056,NA,NA,T,"yearColumn = 2008, banded_6/23; yearColumn = 2010, resighted 7/7/10"
MCKEANNVA1,2010-06-02,NA,NA,2341-29311,NA,NA,T,"yearColumn = 2008, banded june 20; yearColumn = 2010, resighted 6/2/10"
HOROBONVA1,2010-06-21,NA,NA,2301-56059,NA,NA,T,"yearColumn = 2008, banded_6/26; yearColumn = 2010, resighted 6/21/10"
PADORAMVA1,2010-07-01,NA,NA,2301-55960,NA,NA,T,"yearColumn = 2008, banded 23 June; yearColumn = 2010, resighted 7/1/10, missing Pk band; yearColumn = 2012, resighted by participant 25 June"
PADORAMVA1,2010-07-01,NA,NA,2341-30310,NA,NA,T,"yearColumn = 2008, banded 23 June; yearColumn = 2010, resighted 7/1/10"
SOLIAPRMD1,2010-07-03,NA,NA,2301-55957,NA,NA,T,"yearColumn = 2008, banded 21 June; yearColumn = 2010, resight 7/3"
SOLIAPRMD1,2010-07-06,NA,NA,1202-99047,NA,NA,T,"yearColumn = 2008, banded 21 June; yearColumn = 2009, recapture 14-June; yearColumn = 2010, resight 7/6"
EDEREDWVA1,2010-06-22,NA,NA,2341-30123,NA,NA,T,"yearColumn = 2008, banded_6/23; yearColumn = 2010, resighted 6/22/10"
GOROCARDC1,2010-05-05,NA,NA,2341-30114,NA,NA,T,"yearColumn = 2008, banded 6/13; yearColumn = 2010, resighted 5/5"
LYONLYNVA1,2010-05-27,NA,NA,2301-56062,NA,NA,T,"yearColumn = 2008, banded_6/30; yearColumn = 2010, resighted 5/27/10"
MORRJESMD1,2010-06-06,NA,NA,742-29436,NA,NA,T,"yearColumn = 2008, banded_6/30/2008; yearColumn = 2009, recapture 5/23/2009; yearColumn = 2010, resighted 6/6/2010"
STUECHRVA1,2010-06-05,NA,NA,2301-55975,NA,NA,T,"yearColumn = 2008, banded 9 July; yearColumn = 2010, resighted 6/5/10 at old house"
BURDROBVA1,2010-06-16,NA,NA,2301-55974,NA,NA,T,"yearColumn = 2008, banded 08 July; yearColumn = 2009, Recap 5/25/2009; yearColumn = 2010, resighted 6/16/10"
HALLDEBVA1,2010-07-01,NA,NA,2341-29326,NA,NA,T,"yearColumn = 2008, Banded July 12; yearColumn = 2009, resighted 6/1/09, O band lost, now W,A; yearColumn = 2010, resighted 7/1/10, no O band"
BRIGKIMMD1,2010-07-21,NA,NA,2301-56545,NA,NA,T,"yearColumn = 2008, Banded July 11; yearColumn = 2010, Resight 7/21/2010"
EVANMICMD1,2010-05-13,NA,NA,2540-62928,NA,NA,T,"yearColumn = 2008, banded_7/15; yearColumn = 2010, resighted 5/13"
GOMEKARMD1,2010-07-22,NA,NA,2281-69493,NA,NA,T,"yearColumn = 2008, banded_7/15/2008; yearColumn = 2010, resighted 7/22/10"
REITBOBMD1,2010-08-08,NA,NA,2301-56791,NA,NA,T,"yearColumn = 2008, recaptured 22 July; yearColumn = 2009, resighted by participant 1 June, 26 August; yearColumn = 2010, resighted by participant 8 August; yearColumn = 2011, resighted by participant 8 October"
SIMOROSVA1,2010-06-18,NA,NA,1202-99051,NA,NA,T,"yearColumn = 2008, banded july 18; yearColumn = 2009, RESIGHTED 5/21/09; yearColumn = 2010, resighted 6/18/10"
FOOSDAVVA1,2010-07-12,NA,NA,2331-40001,NA,NA,T,"yearColumn = 2008, banded_21 July; yearColumn = 2010, resighted 7/12/10"
MILLLORVA1,2010-06-28,NA,NA,2301-56530,NA,NA,T,"yearColumn = 2008, Banded July 26; yearColumn = 2009, resighted by AJR during visit 7/18/09; yearColumn = 2010, resighted 6/28/10"
GOCHJOAMD1,2010-05-22,NA,NA,2540-62856,NA,NA,T,"yearColumn = 2008, banded_7/25/2008; yearColumn = 2010, resighted 5/22/10"
LANGANKVA1,2010-06-19,NA,NA,2510-03849,NA,NA,T,"yearColumn = 2008, Banded July 27; yearColumn = 2010, resighted 6/19/10"
LANGANKVA1,2010-06-19,NA,NA,2301-56529,NA,NA,T,"yearColumn = 2008, Banded July 27; yearColumn = 2010, resighted 6/19/10"
DECHKIMMD2,2010-06-26,NA,NA,2510-03841,NA,NA,T,"yearColumn = 2008, Banded July 20; yearColumn = 2010, resighted 6/26/10"
STANJEFMD1,2010-06-30,NA,NA,2441-15007,NA,NA,T,"yearColumn = 2009, 5/7/2009; yearColumn = 2010, Resight 6/30/2010; yearColumn = 2013, Resight 7/23/2013"
REITBOBMD1,2010-03-15,NA,NA,1202-99063,NA,NA,T,"yearColumn = 2009, banded 5/10/09; yearColumn = 2010, resighted by participant 15 March; yearColumn = 2011, resighted by participant 12 march, 5 april"
JACOSYDMD1,2010-06-07,NA,NA,2441-14004,NA,NA,T,"yearColumn = 2009, Banded 5/16/2009; yearColumn = 2010, resighted 6/7/2010"
EGANMARMD1,2010-06-12,NA,NA,2301-56511,NA,NA,T,"yearColumn = 2009, banded 5/18/09.; yearColumn = 2010, resighted 6/12/2010"
MOSMCARMD1,2010-07-24,NA,NA,2441-14007,NA,NA,T,"yearColumn = 2009, banded 5/19/2009; yearColumn = 2010, resighted 7/24/10"
ANDEMIKMD1,2010-06-12,NA,NA,2411-37223,NA,NA,T,"yearColumn = 2009, banded 5/21/2009; yearColumn = 2010, resighted 6/12/10"
BARNDORMD1,2010-05-14,NA,NA,2411-37304,NA,NA,T,"yearColumn = 2009, Banded 5/22/2009; yearColumn = 2010, resighted 5/14; yearColumn = 2012, Resighted 5/17/2012"
MORRJESMD1,2010-06-06,NA,NA,2441-14011,NA,NA,T,"yearColumn = 2009, banded 5/23/2009; yearColumn = 2010, resighted 6/6/2010; yearColumn = 2012, resighted 7/25/2012"
MORRJESMD1,2010-06-06,NA,NA,1292-64204,NA,NA,T,"yearColumn = 2009, banded 5/23/2009; yearColumn = 2010, resighted 6/6/2010"
HULLJEFVA1,2010-06-18,NA,NA,2411-37102,NA,NA,T,"yearColumn = 2009, banded 5/27/2009; yearColumn = 2010, resighted 6/18/10; yearColumn = 2012, resighted 7/3/2012"
BURDROBVA1,2010-06-16,NA,NA,2590-82527,NA,NA,T,"yearColumn = 2009, Banded 5/25/2009; yearColumn = 2010, resighted 6/16/10; yearColumn = 2013, recaught5/5/2013; yearColumn = 2014, resighted 4/21/2014"
BURDROBVA1,2010-06-16,NA,NA,2590-82528,NA,NA,T,"yearColumn = 2009, Banded 5/25/2009; yearColumn = 2010, resighted 6/16/10"
BURDROBVA1,2010-06-16,NA,NA,2441-14012,NA,NA,T,"yearColumn = 2009, Banded 5/25/2009; yearColumn = 2010, resighted 6/16/10"
GIESALLVA1,2010-07-12,NA,NA,2411-37239,NA,NA,T,"yearColumn = 2009, banded 5/28/2009; yearColumn = 2010, resighted 7/12/10"
TINIKATMD1,2010-07-08,NA,NA,2411-37308,NA,NA,T,"yearColumn = 2009, Banded 5/29/2009; yearColumn = 2010, resighted 7/8/10"
TINIKATMD1,2010-07-08,NA,NA,2411-37309,NA,NA,T,"yearColumn = 2009, Banded 5/29/2009; yearColumn = 2010, resighted 7/8/10"
LUCIDANMD1,2010-06-02,NA,NA,2590-82202,NA,NA,T,"yearColumn = 2009, banded 6/1/2009; yearColumn = 2010, resighted 6/2/2010"
MAHOJIMMD1,2010-07-12,NA,NA,2411-37311,NA,NA,T,"yearColumn = 2009, Banded 6/1/2009; yearColumn = 2010, Resighted 7/12/2010"
TAYLOESVA1,2010-06-15,NA,NA,2411-37313,NA,NA,T,"yearColumn = 2009, banded 6/3/09; yearColumn = 2010, resighted 6/15/10"
LIEBJUDMD1,2010-05-27,NA,NA,1292-64213,NA,NA,T,"yearColumn = 2009, banded 6/3/2009; yearColumn = 2010, resighted 5/27/2010"
COULMARMD1,2010-07-15,NA,NA,2590-82538,NA,NA,T,"yearColumn = 2009, banded 6/1/2009; yearColumn = 2010, resighted 7/15/10"
FORCBREVA1,2010-06-03,NA,NA,2441-15013,NA,NA,T,"yearColumn = 2009, banded 6/2/09; yearColumn = 2010, resighted 6/3/10; yearColumn = 2012, Resight 7/17/2012"
GALLTERMD1,2010-07-14,NA,NA,2411-37320,NA,NA,T,"yearColumn = 2009, Banded  6/6/2009; yearColumn = 2010, resighted 7/14/10"
SANFCARMD1,2010-06-09,NA,NA,2411-37109,NA,NA,T,"yearColumn = 2009, banded 6/6/2009; yearColumn = 2010, resighted 6/9/2010"
MEGOPATMD2,2010-07-16,NA,NA,2411-37265,NA,NA,T,"yearColumn = 2009, 6/10/2009; yearColumn = 2010, resighted 7/16/10"
JACKALADC1,2010-05-25,NA,NA,2411-37266,NA,NA,T,"yearColumn = 2009, banded 6/11/2009; yearColumn = 2010, resighted 5/25/2010"
SOLLCHRMD1,2010-05-07,NA,NA,2411-37329,NA,NA,T,"yearColumn = 2009, Banded 6/12/2009; yearColumn = 2010, resighted 5/7"
FUISLISVA1,2010-05-24,NA,NA,2411-37731,NA,NA,T,"yearColumn = 2009, banded 6/11/09; yearColumn = 2010, resighted 5/24/2010"
GOROCARDC1,2010-05-05,NA,NA,2411-37333,NA,NA,T,"yearColumn = 2009, Banded 6/13/2009; yearColumn = 2010, resighted 5/5 "
WILELINMD1,2010-06-11,NA,NA,1292-64311,NA,NA,T,"yearColumn = 2009, Banded 6/16/2009; yearColumn = 2010, resighted 6/11/10"
BAINANDMD1,2010-05-20,NA,NA,2411-37119,NA,NA,T,"yearColumn = 2009, banded 6/15/09; yearColumn = 2010, resighted 5/20/2010"
SOLIAPRMD1,2010-07-03,NA,NA,2411-37277,NA,NA,T,"yearColumn = 2009, banded 6/14/2009; yearColumn = 2010, resight 7/3"
MCCOJOHMD1,2010-07-15,NA,NA,2411-37279,NA,NA,T,"yearColumn = 2009, banded 6/16/2009; yearColumn = 2010, resighted 7/15/10"
MILLJOEMD1,2010-06-03,NA,NA,2411-37132,NA,NA,T,"yearColumn = 2009, banded 6/22/09; yearColumn = 2010, resighted 6/3/10; yearColumn = 2013, resighted 7/15/2013"
GAETHEAMD1,2010-06-21,NA,NA,2411-37139,NA,NA,T,"yearColumn = 2009, banded 6/24/09; yearColumn = 2010, Resighted 6/21/2010"
