siteIDPc,datePc,obsPc,startTimePc,intervalPc,sppPc,count10Pc,count20Pc,count30Pc,count40Pc,count50Pc,detectionPc
WILLJIMFL1,2017-04-14,ERF,06:45,2,TUTI,0,1,0,0,1,A
WILLJIMFL1,2017-04-14,ERF,06:45,3,CACH,0,0,0,1,0,A
WILLJIMFL1,2017-04-14,ERF,06:45,3,CARW,0,0,1,0,0,A
WILLJIMFL1,2017-04-14,ERF,06:45,3,NOCA,0,1,1,1,1,A
WILLJIMFL1,2017-04-14,ERF,06:45,3,NOMO,0,1,0,0,0,B
WILLJIMFL1,2017-04-14,ERF,06:45,3,TUTI,0,1,0,0,0,A
WILLJIMFL1,2017-04-14,ERF,06:45,1,CARW,0,0,0,0,1,A
WILLJIMFL1,2017-04-14,ERF,06:45,1,NOCA,0,1,1,1,1,A
WILLJIMFL1,2017-04-14,ERF,06:45,1,TUTI,0,1,0,1,0,A
WILLJIMFL1,2017-04-14,ERF,06:45,2,CACH,0,0,0,1,0,A
WILLJIMFL1,2017-04-14,ERF,06:45,2,CARW,0,0,1,0,1,A
WILLMARGA1,2017-06-13,CLG,06:26,1,AMRO,0,1,1,0,0,A
WILLMARGA1,2017-06-13,CLG,06:26,1,NOCA,2,0,0,0,0,V
WILLMARGA1,2017-06-13,CLG,06:26,2,AMRO,0,1,1,0,0,A
WILLMARGA1,2017-06-13,CLG,06:26,2,CARW,0,1,1,0,0,A
WILLMARGA1,2017-06-13,CLG,06:26,2,NOCA,0,1,1,0,0,A
WILLMARGA1,2017-06-13,CLG,06:26,2,TUTI,0,1,0,0,0,A
WILLMARGA1,2017-06-13,CLG,06:26,3,AMRO,0,0,0,1,0,A
WILLMARGA1,2017-06-13,CLG,06:26,3,BRTH,0,0,1,0,0,A
WILLMARGA1,2017-06-13,CLG,06:26,3,NOCA,0,0,1,0,0,A
WILLMARGA1,2017-06-13,CLG,06:26,3,TUTI,0,0,1,0,0,A
WILTALLCO1,2017-06-20,MM,07:35,1,HOFI,1,1,0,0,0,A
WILTALLCO1,2017-06-20,MM,07:35,1,HOSP,0,1,0,0,0,B
WILTALLCO1,2017-06-20,MM,07:35,2,HOSP,4,0,0,0,0,V
WILTALLCO1,2017-06-20,MM,07:35,3,HOFI,0,0,0,0,2,A
WILTALLCO1,2017-06-20,MM,07:35,3,HOSP,0,0,2,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,1,AMRO,0,0,1,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,1,BRTH,0,1,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,1,CACH,0,1,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,1,CARW,0,1,0,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,1,HOWR,0,1,0,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,1,NOCA,0,0,0,1,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,1,NOCA,0,2,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,1,TUTI,0,1,0,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,1,TUTI,0,1,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,2,AMRO,0,1,0,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,2,CACH,0,0,1,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,2,HOWR,0,1,0,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,2,NOCA,0,3,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,2,SOSP,0,1,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,2,TUTI,0,0,1,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,3,AMRO,0,0,1,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,3,CACH,0,1,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,3,CARW,0,0,1,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,3,HOWR,0,1,0,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,3,NOCA,0,3,0,0,0,V
WINSEMIGA1,2017-04-28,CLG,08:45,3,TUTI,0,1,0,0,0,A
WINSEMIGA1,2017-04-28,CLG,08:45,3,TUTI,0,1,0,0,0,V
WINTCHAFL1,2017-03-29,ERF,07:00,1,CACH,0,0,1,0,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,1,CARW,0,0,1,0,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,1,CARW,0,2,0,0,0,B
WINTCHAFL1,2017-03-29,ERF,07:00,1,NOCA,0,1,0,1,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,1,NOCA,2,0,0,0,0,B
WINTCHAFL1,2017-03-29,ERF,07:00,1,NOMO,0,1,0,1,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,2,CACH,0,0,1,0,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,2,CARW,0,2,0,0,0,B
WINTCHAFL1,2017-03-29,ERF,07:00,2,NOCA,0,1,1,1,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,2,NOCA,1,0,0,0,0,B
WINTCHAFL1,2017-03-29,ERF,07:00,2,NOMO,0,1,0,1,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,2,TUTI,0,0,0,0,1,A
WINTCHAFL1,2017-03-29,ERF,07:00,3,CACH,0,0,0,1,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,3,CARW,0,0,1,0,1,A
WINTCHAFL1,2017-03-29,ERF,07:00,3,CARW,2,0,0,0,0,B
WINTCHAFL1,2017-03-29,ERF,07:00,3,NOCA,0,0,0,1,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,3,NOCA,1,0,0,0,0,B
WINTCHAFL1,2017-03-29,ERF,07:00,3,NOMO,0,1,0,0,0,A
WINTCHAFL1,2017-03-29,ERF,07:00,3,TUTI,0,0,0,1,0,A
WISSDAMPA1,2017-06-13,LY,05:45,1,BLJA,1,0,0,0,2,B
WISSDAMPA1,2017-06-13,LY,05:45,1,NOCA,2,1,0,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,1,RWBL,1,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,1,SCTA,0,0,1,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,1,TUTI,1,1,0,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,2,AMRO,0,0,0,1,0,A
WISSDAMPA1,2017-06-13,LY,05:45,2,BCCH,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,2,COGR,0,0,1,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,2,EATO,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,2,GRCA,0,0,1,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,2,SCTA,0,1,0,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,2,TUTI,0,1,0,2,0,A
WISSDAMPA1,2017-06-13,LY,05:45,2,WOTH,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,3,AMCR,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,3,BCCH,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,3,BHCO,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,3,BLJA,1,0,0,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,3,COGR,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,3,DOWO,0,0,1,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,3,EATO,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,3,RBWO,0,0,0,0,1,A
WISSDAMPA1,2017-06-13,LY,05:45,3,SCTA,1,0,0,0,0,A
WISSDAMPA1,2017-06-13,LY,05:45,3,TUTI,0,1,0,1,0,A
WISSDAMPA1,2017-06-13,LY,05:45,3,WOTH,0,0,0,0,1,A
WISSSTEGA1,2017-04-13,CLG,07:15,1,AMRO,0,0,0,1,1,A
WISSSTEGA1,2017-04-13,CLG,07:15,1,CACH,0,1,0,0,0,B
WISSSTEGA1,2017-04-13,CLG,07:15,1,CACH,1,0,0,0,0,V
WISSSTEGA1,2017-04-13,CLG,07:15,1,NOCA,0,1,0,0,1,A
WISSSTEGA1,2017-04-13,CLG,07:15,1,SOSP,0,0,1,0,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,2,AMRO,0,0,1,1,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,2,CACH,2,1,0,0,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,2,NOCA,0,1,3,0,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,3,AMRO,0,0,1,0,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,3,CACH,1,1,0,0,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,3,NOCA,1,1,1,0,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,3,SOSP,0,0,0,1,0,A
WISSSTEGA1,2017-04-13,CLG,07:15,3,TUTI,1,0,0,0,0,A
WOHLKENCO1,2017-05-16,AM,07:14,1,BLJA,0,0,0,0,1,V
WOHLKENCO1,2017-05-16,AM,07:14,1,BTLH,0,2,0,0,0,A
WOHLKENCO1,2017-05-16,AM,07:14,1,HOFI,2,1,0,0,0,B
WOHLKENCO1,2017-05-16,AM,07:14,1,HOWR,0,1,0,0,0,B
WOHLKENCO1,2017-05-16,AM,07:14,1,SPTO,0,1,0,1,0,B
WOHLKENCO1,2017-05-16,AM,07:14,1,TRES,1,0,0,0,0,V
WOHLKENCO1,2017-05-16,AM,07:14,2,AMCR,0,0,0,0,1,V
WOHLKENCO1,2017-05-16,AM,07:14,2,HOFI,1,1,0,0,0,B
WOHLKENCO1,2017-05-16,AM,07:14,2,TRES,1,0,0,0,0,B
WOHLKENCO1,2017-05-16,AM,07:14,2,WESJ,0,0,1,0,0,A
WOHLKENCO1,2017-05-16,AM,07:14,3,HOFI,3,0,0,1,0,A
WOHLKENCO1,2017-05-16,AM,07:14,3,LAZB,1,0,0,0,0,B
WOHLKENCO1,2017-05-16,AM,07:14,3,SPTO,0,1,1,1,0,B
WOHLKENCO1,2017-05-16,AM,07:14,3,TRES,0,1,0,0,0,B
WOLFAMYDC1,2017-06-19,JLM,07:09,1,HOFI,1,0,0,0,0,B
WOLFAMYDC1,2017-06-19,JLM,07:09,1,HOSP,7,0,0,0,0,B
WOLFAMYDC1,2017-06-19,JLM,07:09,1,MODO,1,0,0,0,0,V
WOLFAMYDC1,2017-06-19,JLM,07:09,2,HOFI,4,0,0,0,0,B
WOLFAMYDC1,2017-06-19,JLM,07:09,2,HOSP,8,0,0,0,0,B
WOLFAMYDC1,2017-06-19,JLM,07:09,3,HOFI,3,0,0,0,0,B
WOLFAMYDC1,2017-06-19,JLM,07:09,3,HOSP,8,0,0,0,0,B
WOLFMARNC1,2017-05-11,AJB,06:28,1,CACH,0,0,0,1,0,A
WOLFMARNC1,2017-05-11,AJB,06:28,1,CARW,0,1,0,0,1,A
WOLFMARNC1,2017-05-11,AJB,06:28,1,NOCA,0,0,0,1,0,A
WOLFMARNC1,2017-05-11,AJB,06:28,2,CARW,0,1,0,1,0,A
WOLFMARNC1,2017-05-11,AJB,06:28,3,CACH,0,0,0,1,0,A
WOLFMARNC1,2017-05-11,AJB,06:28,3,CARW,0,0,0,0,1,A
WOLFMARNC1,2017-05-11,AJB,06:28,3,NOCA,0,0,0,0,1,A
WOLFMELPA1,2017-06-06,LY,00:01,2,AMRO,0,0,2,1,0,A
WOLFMELPA1,2017-06-06,LY,00:01,2,BLJA,0,2,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,2,CHSP,0,1,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,2,HOFI,0,2,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,2,HOWR,0,0,0,1,0,A
WOLFMELPA1,2017-06-06,LY,00:01,2,NOCA,0,3,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,2,TUTI,1,0,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,2,WBNU,0,1,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,3,AMRO,0,0,1,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,3,CHSP,0,0,1,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,3,GRCA,0,1,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,3,HOWR,0,0,2,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,3,NOCA,0,4,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,5,BLJA,0,3,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,5,HOFI,0,1,0,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,5,HOWR,0,0,1,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,5,NOCA,0,1,3,0,0,A
WOLFMELPA1,2017-06-06,LY,00:01,5,UNCH,0,0,1,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,1,BARS,0,0,2,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,1,FICR,0,0,0,6,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,1,HOSP,0,2,0,0,0,B
WOODPAUVA1,2017-06-08,AKW,06:57,1,HOWR,0,2,0,1,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,1,NOCA,0,1,0,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,1,NOCA,1,0,0,2,0,B
WOODPAUVA1,2017-06-08,AKW,06:57,1,TUTI,1,0,1,0,2,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,BLJA,0,1,0,0,0,V
WOODPAUVA1,2017-06-08,AKW,06:57,2,CACH,0,0,2,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,CARW,0,0,0,0,1,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,FICR,0,0,0,6,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,HOSP,1,2,2,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,HOWR,0,0,2,1,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,NOCA,0,0,0,0,1,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,NOCA,1,0,0,0,0,B
WOODPAUVA1,2017-06-08,AKW,06:57,2,RBWO,0,0,0,1,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,2,TUTI,2,0,0,0,1,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,AMCR,0,0,0,0,2,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,BHCO,0,0,0,1,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,BLJA,0,0,0,0,3,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,COGR,1,0,2,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,FICR,0,2,0,5,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,HOSP,2,2,0,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,NOCA,1,0,2,0,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,RBWO,0,0,0,1,0,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,SOSP,0,0,1,0,2,A
WOODPAUVA1,2017-06-08,AKW,06:57,3,TUTI,0,0,2,0,2,A
WOUKKARNC1,2017-04-19,AJB,06:31,1,CACH,0,0,0,0,0,A
WOUKKARNC1,2017-04-19,AJB,06:31,1,CARW,0,0,0,1,1,A
WOUKKARNC1,2017-04-19,AJB,06:31,1,NOCA,0,1,1,2,1,A
WOUKKARNC1,2017-04-19,AJB,06:31,2,CARW,0,0,1,0,1,A
WOUKKARNC1,2017-04-19,AJB,06:31,2,NOCA,0,1,0,1,1,A
WOUKKARNC1,2017-04-19,AJB,06:31,2,NOCA,0,2,0,0,0,V
WOUKKARNC1,2017-04-19,AJB,06:31,3,CARW,0,0,1,0,1,A
WOUKKARNC1,2017-04-19,AJB,06:31,3,NOCA,0,0,1,1,0,A
YEANDAVPA1,2017-07-28,LY,05:45,1,BLJA,0,0,0,1,0,A
YEANDAVPA1,2017-07-28,LY,05:45,1,NOCA,0,1,2,3,0,A
YEANDAVPA1,2017-07-28,LY,05:45,1,TUTI,0,0,1,1,0,A
YEANDAVPA1,2017-07-28,LY,05:45,2,AMCR,0,2,0,0,1,A
YEANDAVPA1,2017-07-28,LY,05:45,2,NOCA,0,0,1,0,1,A
YEANDAVPA1,2017-07-28,LY,05:45,2,SOSP,0,0,1,0,0,A
YEANDAVPA1,2017-07-28,LY,05:45,2,TUTI,0,0,1,0,0,A
YEANDAVPA1,2017-07-28,LY,05:45,3,AMGO,0,0,0,2,0,A
YEANDAVPA1,2017-07-28,LY,05:45,3,AMRO,0,0,0,1,0,A
YEANDAVPA1,2017-07-28,LY,05:45,3,NOCA,0,0,0,1,0,A
YEANDAVPA1,2017-07-28,LY,05:45,3,SOSP,0,0,1,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,AMRO,0,0,1,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,BCCH,0,0,1,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,DOWO,0,1,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,GRCA,0,1,0,0,0,V
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,HAWO,0,0,1,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,HOSP,1,0,0,0,0,V
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,HOWR,0,1,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,MODO,1,0,0,0,0,V
ZEPKJANMA1,2017-07-17,ASJ,07:07,1,TUTI,1,0,0,0,0,V
ZEPKJANMA1,2017-07-17,ASJ,07:07,2,AMRO,1,0,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,2,BCCH,0,1,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,2,BLJA,0,1,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,2,HOWR,1,0,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,2,MODO,1,1,0,0,0,V
ZEPKJANMA1,2017-07-17,ASJ,07:07,3,BCCH,1,1,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,3,BLJA,0,1,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,3,HOWR,1,0,0,0,0,A
ZEPKJANMA1,2017-07-17,ASJ,07:07,3,NOCA,0,1,0,0,0,A
SALOSHEMD1,2017-06-06,KLW,07:09,3,COGR,0,0,0,1,0,A
SALOSHEMD1,2017-06-06,KLW,07:09,3,DOWO,0,0,1,0,0,A
SALOSHEMD1,2017-06-06,KLW,07:09,3,HOWR,1,0,0,0,0,V
SALOSHEMD1,2017-06-06,KLW,07:09,3,NOCA,0,1,0,1,1,A
SALOSHEMD1,2017-06-06,KLW,07:09,1,AMRO,0,0,0,0,2,A
SALOSHEMD1,2017-06-06,KLW,07:09,1,AMRO,1,0,0,0,0,V
SALOSHEMD1,2017-06-06,KLW,07:09,1,BGGN,0,0,0,1,0,A
SALOSHEMD1,2017-06-06,KLW,07:09,1,BLJA,0,0,0,1,0,A
SALOSHEMD1,2017-06-06,KLW,07:09,1,CACH,0,0,0,2,1,A
SALOSHEMD1,2017-06-06,KLW,07:09,1,DOWO,0,0,1,0,0,A
SANFTIFNC1,2017-05-06,AJB,06:29,1,CARW,0,0,0,1,0,A
SANFTIFNC1,2017-05-06,AJB,06:29,1,NOCA,0,1,1,0,1,A
SANFTIFNC1,2017-05-06,AJB,06:29,2,CACH,1,0,0,0,0,V
SANFTIFNC1,2017-05-06,AJB,06:29,2,CARW,0,0,0,1,0,A
SANFTIFNC1,2017-05-06,AJB,06:29,2,NOCA,0,1,1,1,1,A
SANFTIFNC1,2017-05-06,AJB,06:29,3,CARW,0,0,0,0,1,A
SANFTIFNC1,2017-05-06,AJB,06:29,3,NOCA,0,0,1,0,1,A
SAPPBILGA1,2017-04-08,CLG,07:13,1,AMRO,0,0,1,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,1,CACH,0,0,2,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,1,NOCA,0,0,1,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,1,NOCA,0,1,0,0,0,B
SAPPBILGA1,2017-04-08,CLG,07:13,1,SOSP,0,1,0,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,1,TUTI,0,0,1,1,1,A
SAPPBILGA1,2017-04-08,CLG,07:13,2,AMRO,0,0,1,1,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,2,CACH,0,0,0,1,1,A
SAPPBILGA1,2017-04-08,CLG,07:13,2,CARW,0,0,0,1,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,2,NOCA,0,0,0,1,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,2,SOSP,0,1,0,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,2,TUTI,0,0,1,1,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,3,AMRO,0,0,1,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,3,AMRO,1,0,0,0,0,V
SAPPBILGA1,2017-04-08,CLG,07:13,3,CACH,0,0,1,1,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,3,CARW,0,0,0,0,1,A
SAPPBILGA1,2017-04-08,CLG,07:13,3,NOCA,0,1,0,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,3,SOSP,0,1,0,0,0,A
SAPPBILGA1,2017-04-08,CLG,07:13,3,TUTI,0,0,1,1,0,A
SARUANJGA1,2017-06-02,CLG,06:24,1,CACH,0,1,0,0,0,A
SARUANJGA1,2017-06-02,CLG,06:24,1,NOCA,0,1,0,1,0,A
SARUANJGA1,2017-06-02,CLG,06:24,1,NOCA,0,1,0,0,0,B
SARUANJGA1,2017-06-02,CLG,06:24,1,TUTI,0,0,0,2,0,A
SARUANJGA1,2017-06-02,CLG,06:24,2,CACH,0,0,1,0,0,A
SARUANJGA1,2017-06-02,CLG,06:24,2,CARW,0,0,3,0,0,A
SARUANJGA1,2017-06-02,CLG,06:24,2,NOCA,0,1,0,1,0,A
SARUANJGA1,2017-06-02,CLG,06:24,3,CACH,0,1,0,0,0,A
SARUANJGA1,2017-06-02,CLG,06:24,3,CARW,0,0,0,1,0,A
SARUANJGA1,2017-06-02,CLG,06:24,3,NOCA,0,0,0,0,1,A
SARUANJGA1,2017-06-02,CLG,06:24,3,TUTI,0,0,1,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,1,AMRO,0,2,2,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,1,CARW,0,0,1,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,1,GRCA,0,0,0,1,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,1,NOCA,0,1,0,1,1,A
SAXTCHRPA1,2017-07-17,LY,05:45,1,REVI,0,0,2,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,1,WOTH,0,0,0,0,1,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,AMCR,0,0,0,0,1,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,AMRO,1,0,0,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,CARW,0,1,0,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,GRCA,0,0,1,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,MODO,0,0,0,0,1,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,NOCA,0,1,0,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,REVI,0,0,1,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,2,SOSP,0,0,0,0,1,A
SAXTCHRPA1,2017-07-17,LY,05:45,3,AMRO,1,2,1,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,3,CARW,0,0,1,0,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,3,EATO,0,0,0,1,1,A
SAXTCHRPA1,2017-07-17,LY,05:45,3,MODO,0,0,0,1,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,3,NOCA,0,0,1,1,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,3,REVI,0,0,1,1,0,A
SAXTCHRPA1,2017-07-17,LY,05:45,3,TUTI,0,0,0,1,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,1,AMGO,0,0,0,3,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,1,BLJA,0,0,2,1,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,1,LOWA,0,0,0,1,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,1,OVEN,0,0,0,1,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,1,RBWO,0,1,0,0,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,1,TUTI,0,0,0,0,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,1,WBNU,0,0,0,0,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,AMGO,0,0,0,2,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,AMRO,0,0,0,1,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,BLJA,0,1,1,3,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,HOWA,0,0,0,1,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,MODO,0,0,0,0,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,RBWO,0,0,1,0,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,TUTI,0,0,1,1,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,2,WBNU,0,0,0,0,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,3,AMGO,0,0,1,0,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,3,BLJA,0,2,0,2,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,3,CACH,0,0,0,0,1,A
SCHLROBMD1,2017-05-04,AKW,07:15,3,HOSP,0,0,1,0,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,3,NOCA,0,1,0,0,0,B
SCHLROBMD1,2017-05-04,AKW,07:15,3,OVEN,0,0,0,1,0,A
SCHLROBMD1,2017-05-04,AKW,07:15,3,RBWO,0,0,0,1,2,A
SCHLROBMD1,2017-05-04,AKW,07:15,3,TUTI,0,0,1,0,0,A
SCHRCATCO1,2017-05-25,AM,07:10,1,AMRO,0,1,0,0,0,A
SCHRCATCO1,2017-05-25,AM,07:10,1,BBMA,0,0,0,0,2,A
SCHRCATCO1,2017-05-25,AM,07:10,1,RSFL,0,0,0,1,0,B
SCHRCATCO1,2017-05-25,AM,07:10,2,BBMA,0,0,0,0,2,B
SCHRCATCO1,2017-05-25,AM,07:10,2,COGR,0,0,1,0,0,B
SCHRCATCO1,2017-05-25,AM,07:10,2,MODO,0,0,0,1,0,A
SCHRCATCO1,2017-05-25,AM,07:10,3,ECDO,0,1,0,1,1,A
SCHRCATCO1,2017-05-25,AM,07:10,3,WEKI,0,0,0,0,5,B
SHAHMAUFL1,2017-05-07,ERF,06:30,1,CACH,0,0,0,0,1,A
SHAHMAUFL1,2017-05-07,ERF,06:30,1,CARW,0,1,0,1,0,A
SHAHMAUFL1,2017-05-07,ERF,06:30,1,NOCA,0,0,1,0,1,A
SHAHMAUFL1,2017-05-07,ERF,06:30,2,CACH,0,0,0,0,1,A
SHAHMAUFL1,2017-05-07,ERF,06:30,2,CARW,0,1,0,1,0,A
SHAHMAUFL1,2017-05-07,ERF,06:30,2,NOCA,0,0,1,0,1,A
