siteIDTechRs,dateTechRs,observerTechRs,timeTechRs,forayNumberTechRs,bandNumberTechRs,longTechRs,latTechRs,typeTechRs,notesTechRs
KENTADAFL1,2013-02-28,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2013-03-31,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-03-31,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2013-03-31,noData,00:01,99999,2571-70455,99999,99999,T,noData
KENTADAFL1,2013-03-31,noData,00:01,99999,2331-09114,99999,99999,T,noData
KENTADAFL1,2013-03-31,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2013-03-31,noData,00:01,99999,2331-09112,99999,99999,T,noData
KENTADAFL1,2013-04-30,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-04-30,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2013-04-30,noData,00:01,99999,2571-70455,99999,99999,T,noData
KENTADAFL1,2013-04-30,noData,00:01,99999,1991-18077,99999,99999,T,noData
KENTADAFL1,2013-04-30,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2013-06-30,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-06-30,noData,00:01,99999,2571-70455,99999,99999,T,noData
KENTADAFL1,2013-06-30,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2013-06-30,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2013-06-30,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2013-06-30,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2013-06-30,noData,00:01,99999,2331-09112,99999,99999,T,noData
KENTADAFL1,2013-08-31,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-08-31,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2013-08-31,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2013-08-31,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2013-08-31,noData,00:01,99999,1991-18077,99999,99999,T,noData
KENTADAFL1,2013-08-31,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2013-09-30,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-09-30,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2013-09-30,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2013-09-30,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2013-09-30,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2013-09-30,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2013-10-31,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-10-31,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2013-10-31,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2013-10-31,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2013-10-31,noData,00:01,99999,2331-09114,99999,99999,T,noData
KENTADAFL1,2013-10-31,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2013-10-31,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,2331-09114,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,1991-18077,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2013-11-30,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,2331-09114,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,1991-18077,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2013-12-31,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2014-03-31,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2014-03-31,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2014-03-31,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2014-03-31,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2014-03-31,noData,00:01,99999,1991-18078,99999,99999,T,noData
KENTADAFL1,2014-04-30,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2014-04-30,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2014-04-30,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2014-05-31,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2014-05-31,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2014-05-31,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2014-05-31,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2014-05-31,noData,00:01,99999,2331-09114,99999,99999,T,noData
KENTADAFL1,2014-05-31,noData,00:01,99999,2331-09148,99999,99999,T,noData
KENTADAFL1,2014-07-31,noData,00:01,99999,2640-61858,99999,99999,T,noData
KENTADAFL1,2014-07-31,noData,00:01,99999,2640-61856,99999,99999,T,noData
KENTADAFL1,2014-07-31,noData,00:01,99999,2571-90250,99999,99999,T,noData
KENTADAFL1,2014-07-31,noData,00:01,99999,2571-90251,99999,99999,T,noData
KENTADAFL1,2014-08-31,noData,00:01,99999,2331-09147,99999,99999,T,noData
KENTADAFL1,2016-04-18,ZZ,00:01,99999,2661-07672,99999,99999,T,noData
KENTADAFL1,2016-04-26,ZZ,00:01,99999,2710-25711,99999,99999,T,noData
KENTADAFL1,2016-04-26,ZZ,00:01,99999,2531-99395,99999,99999,T,noData
KENTADAFL1,2016-04-26,ZZ,00:01,99999,2661-31343,99999,99999,T,noData
KENTADAFL1,2016-04-26,ZZ,00:01,99999,1991-18077,99999,99999,T,noData
KENTADAFL1,2016-04-26,ZZ,00:01,99999,2541-40420,99999,99999,T,noData
KESTSABDC1,2017-07-15,JLM,07:45,99999,1292-64586,99999,99999,I,noData
KESTSABDC1,2017-07-15,JLM,08:10,99999,2441-96557,99999,99999,noData,noData
KESTSABDC1,2017-07-15,JLM,10:03,1,2651-56701,-77.045093,38.922429,F,noData
KESTSABDC1,2010-05-15,noData,00:01,99999,1292-64512,99999,99999,T,noData
KEYESUSMD1,2017-06-30,KLW,10:01,1,noData,-77.30787,39.08956,F,"Missing a color band - could not ID to individual (G,X)"
KEYESUSMD1,2017-06-30,klw,10:17,1,2441-96360,-77.30796,39.08852,F,noData
KEYESUSMD1,2017-06-30,klw,10:57,1,2710-53775,-77.30969,39.08935,F,noData
KEYESUSMD1,2012-06-02,noData,00:01,99999,2590-83169,99999,99999,T,noData
KILGJACGA1,2017-03-30,CLG,10:32,1,2341-30200,-84.29823,33.82581,F,"O/R, X SOSP"
KILGJACGA1,2017-03-30,CLG,10:37,1,2651-52411,-84.29829,33.22542,F,"Y/?, ? NOCA"
KINDFARMD1,2003-07-23,noData,00:01,99999,1801-09421,99999,99999,T,noData
KINGDAVMA1,2014-07-31,noData,00:01,99999,2561-86691,99999,99999,T,noData
KINGDAVMA1,2014-07-31,noData,00:01,99999,2690-87759,99999,99999,T,noData
KINGDAVMA1,2015-06-18,noData,00:01,99999,2371-04325,-72.3044,42.2406,noData,"2 neighbors down; 42.2406, -72.3044"
KINGDAVMA1,2015-06-18,noData,00:01,99999,2720-99593,99999,99999,noData,noData
KINGGEOMA1,2016-07-18,SMB,13:30,1,2651-17152,-72.48867,42.07452,F,noData
KNIGSALVA1,2015-10-27,noData,00:01,99999,2441-96389,99999,99999,T,noData
KNOWMIKFL1,2016-04-05,ZZ,00:01,99999,2710-54212,99999,99999,T,noData
KNOWMIKFL1,2016-04-05,ZZ,00:01,99999,2661-07689,99999,99999,T,noData
KNOXMIKFL1,2016-04-05,ZZ,00:01,99999,2710-54212,99999,99999,I,noData
KNOXMIKFL1,2016-04-05,ZZ,00:01,1,2661-07689,99999,99999,F,noData
KOBEDANPA1,2017-06-19,LY,09:50,1,2750-64142,-80.10551,40.26448,F,noData
KOBEDANPA1,2017-06-19,KC,10:00,1,1352-45829,-80.1053,40.26469,F,noData
KOBEDANPA1,2017-06-19,LY,10:45,1,2441-14864,-80.10629,40.26366,F,noData
KOPCTOMPA1,2016-05-26,BR,00:01,99999,1352-46362,99999,99999,I,noData
KOPCTOMPA1,2016-05-26,BR,00:01,99999,1352-46364,99999,99999,I,noData
KORNHARFL1,2012-01-31,noData,00:01,99999,2640-61860,99999,99999,T,noData
KORNHARFL1,2012-11-30,noData,00:01,99999,2640-61860,99999,99999,T,noData
KORRHARMD1,2017-06-29,klw,10:06,1,2641-63946,-76.74115,39.27553,F,noData
KORRHARMD1,2002-06-21,noData,00:01,99999,1751-51937,99999,99999,T,noData
KORRHARMD1,2002-06-21,noData,00:01,99999,1141-05584,99999,99999,T,noData
KORRHARMD1,2003-04-15,noData,00:01,99999,8001-21474,99999,99999,T,noData
KORRHARMD1,2003-06-05,noData,00:01,99999,1751-51937,99999,99999,T,noData
KORRHARMD1,2005-05-02,noData,00:01,99999,1801-09592,99999,99999,T,noData
KORRHARMD1,2008-06-13,noData,00:01,99999,1991-46110,99999,99999,T,noData
KORRHARMD1,2009-06-04,noData,00:01,99999,1991-46110,99999,99999,T,noData
KOSLDREMD1,2002-05-30,noData,00:01,99999,791-17003,99999,99999,T,noData
KOSLDREMD1,2002-05-30,noData,00:01,99999,820-94561,99999,99999,T,noData
KOTCMELGA1,2017-05-16,CLG,09:28,1,2651-47450,-84.54377,33.35876,F,"Y/X,? M NOCA"
KOTCMELGA1,2017-05-16,CLG,09:34,1,2641-96797,-84.54398,33.35809,F,R.YX M NOCA
KRAMPAUMD1,2003-06-10,noData,00:01,99999,1801-09466,99999,99999,T,noData
KRAMPAUMD1,2009-06-27,noData,00:01,99999,2301-55950,99999,99999,T,noData
KRAMPAUMD1,2010-07-28,noData,00:01,99999,2301-55951,99999,99999,T,noData
KRATANDFL1,2017-06-05,ERF,07:42,1,2641-96650,-82.3103,29.62954,F,noData
KRATANDFL1,2016-05-12,ZZ,00:01,99999,2331-09368,99999,99999,T,noData
KRENMARGA1,2017-04-12,CLG,09:54,1,2701-39036,-84.33965,33.82034,F,"OX, K Male NOCA"
KRENMARGA1,2016-06-02,JLD,10:42,1,2710-53756,-84.34124,33.81936,F,noData
KRIVMAUGA1,2017-06-11,CLG,10:36,1,2651-47390,-84.65012,34.01095,F,"X,GG M NOCA"
LADYKENNC1,2017-05-26,AJB,07:30,99999,2711-64171,99999,99999,I,noData
LADYKENNC1,2016-05-04,AJB,09:20,99999,2180-92473,99999,99999,I,noData
LAFOMELVA1,2017-06-15,AKW,10:44,1,2711-77143,-77.15845,38.89532,F,noData
LAFOMELVA1,2017-06-15,KLW,11:23,99999,2730-26432,-77.15827,38.89578,I,noData
LAFOMELVA1,2017-06-15,KLW,10:29,1,2661-31589,-77.15842,38.8946,F,noData
LAFOMELVA1,2017-06-15,KLW,10:32,1,2701-39283,-77.15842,38.8946,F,noData
LAFOMELVA1,2009-07-27,noData,00:01,99999,1991-46196,99999,99999,T,noData
LAFOMELVA1,2013-06-28,noData,00:01,99999,2411-37183,99999,99999,T,noData
LAFOMELVA1,2014-05-26,noData,00:01,99999,2411-37183,99999,99999,T,noData
LAFOMELVA1,2014-07-28,noData,00:01,99999,2441-13840,99999,99999,T,noData
LAFOMELVA1,2015-04-11,noData,00:01,99999,2710-53984,99999,99999,T,noData
LAKEAESVA1,2017-04-26,KLW,12:23,1,2421-11586,-77.34537,38.96717,F,"saw y,x with 100% certainty. red band missing- no other possible birds it could have been"
LAKEAESVA1,2015-04-21,noData,00:01,99999,2641-63930,99999,99999,T,noData
LAKEAESVA1,2015-04-23,noData,00:01,99999,1272-43178,99999,99999,T,noData
LAKEAESVA1,2016-04-19,"EF, JM, KK, AH",08:20,99999,1352-46595,99999,99999,I,noData
LAMBAMYMD1,2017-07-03,JLM,07:03,1,2741-54613,-77.11649,38.96709,F,noData
LAMBAMYMD1,2017-07-03,JLM,07:05,1,2651-51828,-77.11649,38.96709,F,noData
LAMMLAUFL1,2011-05-31,noData,00:01,99999,2640-61885,99999,99999,T,noData
LAMMLAUFL1,2011-05-31,noData,00:01,99999,2640-61826,99999,99999,T,noData
LAMMLAUFL1,2016-06-02,ZZ,07:45,1,2661-07818,99999,99999,F,noData
LANDCELVA1,2010-06-04,noData,00:01,99999,2281-69118,99999,99999,T,noData
LANDCELVA1,2010-06-04,noData,00:01,99999,1292-64325,99999,99999,T,noData
LANDCELVA1,2010-06-04,noData,00:01,99999,2441-14123,99999,99999,T,noData
LANDCELVA1,2010-07-10,noData,00:01,99999,2301-56632,99999,99999,T,noData
LANDCELVA1,2016-07-09,KPK,07:50,99999,2441-13876,-77.2409741,38.882144,I,noData
LANETARNC1,2017-06-14,AJB,09:58,1,2711-64137,-78.745,35.91,F,noData
LANGANKVA1,2017-07-04,klw,07:03,1,2571-89983,-77.30005,38.93537,F,noData
LANGANKVA1,2017-07-04,klw,07:24,1,2750-41537,-77.30005,38.93537,F,noData
LANGANKVA1,2017-07-04,klw,07:20,1,2641-96847,-77.3,38.93551,F,noData
LANGANKVA1,2009-06-26,noData,00:01,99999,2341-29336,99999,99999,T,noData
LANGANKVA1,2010-06-19,noData,00:01,99999,2510-03849,99999,99999,T,noData
LANGANKVA1,2010-06-19,noData,00:01,99999,2301-56529,99999,99999,T,noData
LANGANKVA1,2013-06-17,noData,00:01,99999,1991-21157,99999,99999,T,noData
LANGANKVA1,2016-07-11,KPK,08:47,99999,2641-96846,-77.299275,38.93561,I,noData
LANGANKVA1,2016-07-11,KPK,11:29,1,2750-64303,-77.29947,38.93614,F,noData
LANGPETMA1,2014-06-19,noData,00:01,99999,2690-87918,99999,99999,T,noData
LATHJANMA1,2016-07-24,SMB,13:30,1,2651-43260,-72.53252,42.31632,F,noData
LATHJANMA1,2017-06-16,LATHJANMA1,00:01,99999,2651-43260,99999,99999,I,RESIGHTED BY PARTICIPANT
LAUESARFL1,2017-04-13,ERF,07:40,99999,2641-96733,-82.36905,29.70673,I,noData
LAUESARFL1,2011-06-30,noData,00:01,99999,2641-96733,99999,99999,T,noData
LAUESARFL1,2011-06-30,noData,00:01,99999,2590-82058,99999,99999,T,noData
LAUESARFL1,2012-08-31,noData,00:01,99999,1991-18030,99999,99999,T,noData
LAUESARFL1,2012-09-30,noData,00:01,99999,1991-18030,99999,99999,T,noData
LAUESARFL1,2012-09-30,noData,00:01,99999,1991-18029,99999,99999,T,noData
LAUESARFL1,2013-05-31,noData,00:01,99999,2571-70473,99999,99999,T,noData
LAUESARFL1,2013-06-30,noData,00:01,99999,2571-90275,99999,99999,T,noData
LAUESARFL1,2016-04-23,ZZ,00:01,99999,2641-96733,99999,99999,T,noData
LAUESARFL1,2016-04-23,ZZ,00:01,99999,2541-37599,99999,99999,T,noData
LEONTESDC1,2017-07-11,KLW,08:30,99999,2710-54300,-77.05681,38.93488,I,NESTING WITH 2710-54292 IN SAME BOX AS 2016
LERMSUSMA2,2017-05-22,"JLK, SBL",00:01,1,2780-93364,-72.48274,42.68182,F,"OR, X HOWR"
LERNJEFMD1,2002-05-13,noData,00:01,99999,2250-24074,99999,99999,T,noData
LERNJEFMD1,2003-06-06,noData,00:01,99999,8001-21340,99999,99999,T,noData
LERNJEFMD1,2004-05-23,noData,00:01,99999,1801-77992,99999,99999,T,noData
LERNJEFMD1,2005-05-12,noData,00:01,99999,1951-20933,99999,99999,T,noData
LERNJEFMD1,2005-05-12,noData,00:01,99999,1801-77992,99999,99999,T,noData
LERNJEFMD1,2005-05-12,noData,00:01,99999,1951-20934,99999,99999,T,noData
LEWASUSMA1,2017-06-07,JLK,07:30,99999,2651-43496,-72.5122167,42.33977545,I,Flew into net and bounced out
LEWASUSMA1,2017-06-07,JLK,07:30,99999,2691-86646,-72.5122167,42.33977545,I,noData
LEWASUSMA1,2017-06-07,JLK,09:15,99999,2780-93202,-72.5122167,42.33977545,I,noData
LEWASUSMA1,2015-05-16,noData,00:01,99999,2641-85647,99999,99999,noData,noData
LICHJERFL1,2017-03-24,ERF,09:05,99999,2661-07831,-82.38199,29.6461,I,SAW WHILE BANDING
LICHJERFL1,2016-05-15,ZZ,00:01,99999,2661-07857,99999,99999,T,noData
LIEBJUDMD1,2017-06-29,JLM,07:15,1,2711-54865,-77.10505,38.95771,F,noData
LIEBJUDMD1,2017-06-29,JLM,08:50,1,2750-44445,-77.10436,38.95739,F,noData
LIEBJUDMD1,2017-06-29,JLM,08:50,1,2641-63758,-77.10436,38.95739,F,noData
LIEBJUDMD1,2008-06-19,noData,00:01,99999,2301-56036,99999,99999,T,noData
LIEBJUDMD1,2009-06-03,noData,00:01,99999,2301-56036,99999,99999,T,noData
LIEBJUDMD1,2010-05-27,noData,00:01,99999,2281-69478,99999,99999,T,noData
LIEBJUDMD1,2010-05-27,noData,00:01,99999,1292-64213,99999,99999,T,noData
LIEBJUDMD1,2013-06-25,noData,00:01,99999,2301-56035,99999,99999,T,noData
LIEBJUDMD1,2013-06-25,noData,00:01,99999,2281-69132,99999,99999,T,noData
LIEBJUDMD1,2014-06-09,noData,00:01,99999,2540-62827,99999,99999,T,noData
LIEBJUDMD1,2014-06-09,noData,00:01,99999,2441-96307,99999,99999,T,noData
LIEBJUDMD1,2015-05-29,noData,00:01,99999,2641-63758,99999,99999,T,noData
LINDHANMD1,2017-06-21,JLM,07:59,1,2711-77640,-77.08439,38.98099,F,noData
LINDHANMD1,2017-06-21,JLM,08:11,1,2711-77151,-77.08419,38.97996,F,noData
LINDHANMD1,2017-06-21,JLM,08:25,1,1352-46142,-77.08327,38.98081,F,noData
LINDHANMD1,2017-06-21,JLM,08:25,1,2711-77152,-77.08327,38.98081,F,noData
LINDHANMD1,2012-06-25,noData,00:01,99999,2441-96303,99999,99999,T,noData
LINDHANMD1,2012-06-25,noData,00:01,99999,2441-96302,99999,99999,T,noData
LINDHANMD1,2015-04-13,noData,00:01,99999,2690-08451,99999,99999,T,noData
LINDHANMD1,2015-04-26,noData,00:01,99999,2441-96303,99999,99999,T,noData
LINDHANMD1,2015-04-26,noData,00:01,99999,2641-96597,99999,99999,T,noData
LINDHANMD1,2015-04-26,noData,00:01,99999,2571-89949,99999,99999,T,noData
LINDHANMD1,2015-07-27,noData,00:01,99999,2571-89952,99999,99999,T,noData
LINDHANMD1,2016-07-08,KPK,08:46,99999,2571-89952,-77.084671,38.980698,I,noData
LINDHANMD1,2016-07-08,KPK,08:53,99999,2711-77640,-77.084671,38.980698,I,noData
LLEISUEDC1,2004-06-23,noData,00:01,99999,791-17070,99999,99999,T,noData
LOFLKATNC1,2017-05-25,AJB,06:45,99999,0851-39857,99999,99999,I,noData
LOFLKATNC1,2017-05-25,AJB,07:20,99999,2180-92413,99999,99999,I,noData
LOFLKATNC1,2017-05-25,AJB,07:45,99999,2711-64031,99999,99999,I,noData
LOFLKATNC1,2017-05-25,AJB,08:00,99999,0951-61593,99999,99999,I,noData
LOFLKATNC1,2016-06-01,JIC,09:30,1,851-39857,99999,99999,F,noData
LOFLKATNC1,2016-06-01,JIC,09:30,1,851-39856,99999,99999,F,noData
LORAJORMD1,2003-06-13,noData,00:01,99999,8001-21481,99999,99999,T,noData
LORAJORMD1,2004-05-04,noData,00:01,99999,1811-58697,99999,99999,T,noData
LOUWLISFL1,2011-06-30,noData,00:01,99999,2661-07798,99999,99999,T,noData
LUCAJILMD1,2017-05-27,JLM,08:20,1,2531-90271,-77.10615,38.94979,F,noData
LUCAJILMD1,2014-07-01,noData,00:01,99999,2641-63909,99999,99999,T,noData
LUCAJILMD1,2016-07-01,KJW,09:50,99999,2661-31595,-77.10740161,38.9491,I,noData
LUCIDANMD1,2002-06-21,noData,00:01,99999,1751-51954,99999,99999,T,noData
LUCIDANMD1,2003-05-21,noData,00:01,99999,8001-21475,99999,99999,T,noData
LUCIDANMD1,2004-05-13,noData,00:01,99999,8001-21475,99999,99999,T,noData
LUCIDANMD1,2005-04-25,noData,00:01,99999,8001-21475,99999,99999,T,noData
LUCIDANMD1,2005-04-25,noData,00:01,99999,4501-87461,99999,99999,T,noData
LUCIDANMD1,2010-06-02,noData,00:01,99999,1991-46134,99999,99999,T,noData
LUCIDANMD1,2010-06-02,noData,00:01,99999,2590-82202,99999,99999,T,noData
LYCEEESMD1,2017-05-08,akw,09:13,99999,2641-96886,-77.06456,38.98661,I,noData
LYCEEESMD1,2017-05-08,akw,09:14,99999,2651-56228,-77.06456,38.98661,I,noData
LYONLYNVA1,2010-05-27,noData,00:01,99999,2301-56062,99999,99999,T,noData
MADJDAVPA1,2017-06-30,LY,10:06,1,2661-08096,-80.17812,40.66527,F,noData
MADJDAVPA1,2017-06-30,LY,09:15,99999,2711-77427,-80.17722,40.66452,I,noData
MADJDAVPA1,2017-06-30,LY,10:10,1,2430-14708,-80.1784,40.66529,F,Banded HOWR mating with unbanded female
MAFFANGPA1,2017-06-15,LY,09:20,99999,noData,99999,99999,I,"Band number unknown (2016 data not in records for this site). SOSP with color combos BP,BX."
MAHOJIMMD1,2001-06-04,noData,00:01,99999,1920-85926,99999,99999,T,noData
MAHOJIMMD1,2002-06-26,noData,00:01,99999,1141-05605,99999,99999,T,noData
MAHOJIMMD1,2002-06-26,noData,00:01,99999,1920-85922,99999,99999,T,noData
MAHOJIMMD1,2003-05-07,noData,00:01,99999,2250-24697,99999,99999,T,noData
MAHOJIMMD1,2003-05-24,noData,00:01,99999,2250-24668,99999,99999,T,noData
MAHOJIMMD1,2003-05-24,noData,00:01,99999,1801-09614,99999,99999,T,noData
MAHOJIMMD1,2005-05-04,noData,00:01,99999,1951-20903,99999,99999,T,noData
MAHOJIMMD1,2010-07-12,noData,00:01,99999,2411-37311,99999,99999,T,noData
MALLBARMD1,2002-04-19,noData,00:01,99999,1141-05440,99999,99999,T,noData
MALTELIMA1,2017-06-17,JLK,00:01,99999,2720-99522,99999,99999,I,noData
MALTELIMA1,2016-06-11,TMB,12:53,1,2690-87934,99999,99999,F,noData
MANDMARNC1,2017-04-30,AJB,12:30,99999,1352-92448,99999,99999,I,noData
MANDMARNC1,2017-04-30,AJB,13:05,99999,2711-64012,99999,99999,I,noData
MANEXXXFL1,2017-05-17,ERF,09:42,1,2661-07860,-82.31693,29.43878,F,noData
MANNJANDC1,2002-05-30,noData,00:01,99999,1920-85917,99999,99999,T,noData
MANNJANDC1,2002-05-30,noData,00:01,99999,1920-85919,99999,99999,T,noData
MANNJANDC1,2002-05-30,noData,00:01,99999,2250-24415,99999,99999,T,noData
MANNJANDC1,2004-07-02,noData,00:01,99999,1801-77906,99999,99999,T,noData
MANNJANDC1,2008-06-10,noData,00:01,99999,1951-41068,99999,99999,T,noData
MANNJANDC1,2013-03-15,noData,00:01,99999,2411-37740,99999,99999,T,noData
MANNJANDC1,2016-06-07,ERF,13:25,1,2651-51547,99999,99999,F,noData
MANNJANDC1,2016-06-21,"KPK, AEH",07:20,99999,2411-37740,99999,99999,I,noData
MANNJANDC1,2016-06-21,"KPK, AEH",07:25,99999,2651-51549,99999,99999,I,noData
MANNJANDC1,2016-06-21,"KPK, AEH",08:09,99999,2641-63845,99999,99999,I,noData
MARRPETMD1,2004-06-03,noData,00:01,99999,1870-35901,99999,99999,T,noData
MARRPETMD2,2017-05-09,klw akw,09:47,1,1232-94749,-77.00241,38.97529,F,"XY, Y"
MARRPETMD2,2017-05-09,klw akw,10:30,1,2421-62300,-77.0009,38.97382,F,noData
MARRPETMD2,2017-05-09,klw,10:51,1,2711-54852,-77.00157,38.9745,F,noData
MARRPETMD2,2012-05-12,noData,00:01,99999,2590-83138,99999,99999,T,noData
MARRPETMD2,2013-05-13,noData,00:01,99999,2690-08473,99999,99999,T,noData
MARRPETMD2,2013-06-27,noData,00:01,99999,2690-08473,99999,99999,T,noData
MARRPETMD2,2014-03-18,noData,00:01,99999,1342-72967,99999,99999,T,noData
MARRPETMD2,2014-04-25,noData,00:01,99999,2660-75747,99999,99999,T,noData
MARRPETMD2,2015-04-09,noData,00:01,99999,1342-72967,99999,99999,T,noData
MARRPETMD2,2015-06-30,noData,00:01,99999,2531-74562,99999,99999,T,noData
MARRPETMD2,2016-07-06,DLN,14:19,99999,2531-74600,99999,99999,I,noData
MARRPETMD2,2016-07-10,DLN,11:35,1,2651-47623,-77.00515466,38.974355,F,noData
MATHLYNMA1,2017-06-17,ASJ,10:40,1,2651-65633,99999,99999,F,"GSP MALFUNCTION, DIDN'T RECORD LAT LONG, BIRD IN NEARBY CEMETERY"
MATHLYNMA1,2017-06-17,MATHLYNMA1,13:00,99999,2651-17178,99999,99999,I,RESIGHTED BY PARTICIPANT AT THEIR BIRD FEEDERS
MATHLYNMA1,2016-07-13,TMB,09:00,99999,2651-43300,-72.69594,42.58263,I,noData
MAZUJENMD1,2013-07-18,noData,00:01,99999,2421-11748,99999,99999,T,noData
MAZUJENMD1,2013-07-18,noData,00:01,99999,2441-14177,99999,99999,T,noData
MAZUJENMD1,2013-07-18,noData,00:01,99999,2421-34662,99999,99999,T,noData
MAZUJENMD1,2013-07-18,noData,00:01,99999,2441-14178,99999,99999,T,noData
MAZUJENMD1,2015-05-14,noData,00:01,99999,2421-34662,99999,99999,T,noData
MCCAKEVMD1,2017-06-29,KLW,08:21,1,2651-51856,-76.88498,39.20692,F,noData
MCCAKEVMD1,2017-06-29,KLW,08:35,1,2651-51859,-76.88422,39.2075,F,noData
MCCAKEVMD1,2002-05-23,noData,00:01,99999,1751-51915,99999,99999,T,noData
MCCAKEVMD1,2005-06-30,noData,00:01,99999,1811-58685,99999,99999,T,noData
MCCAKEVMD1,2007-03-15,noData,00:01,99999,1951-41299,99999,99999,T,noData
MCCAKEVMD1,2010-06-30,noData,00:01,99999,2460-22721,99999,99999,T,noData
MCCAKEVMD1,2012-07-05,noData,00:01,99999,1272-43124,99999,99999,T,noData
MCCOCHRMD1,2017-07-17,JLM,09:38,1,2441-96391,-77.054651,39.348269,F,noData
MCCOCHRMD1,2003-05-29,noData,00:01,99999,1801-09415,99999,99999,T,noData
MCCOCHRMD1,2016-06-18,KPK,11:45,1,2441-96391,99999,99999,F,noData
MCCOJOHMD1,2003-05-29,noData,00:01,99999,1141-05751,99999,99999,T,noData
MCCOJOHMD1,2004-06-15,noData,00:01,99999,1801-09584,99999,99999,T,noData
MCCOJOHMD1,2010-07-15,noData,00:01,99999,2411-37279,99999,99999,T,noData
MCCRSARNC1,2016-06-19,AJB,12:40,1,2711-64162,99999,99999,F,noData
MCDOELIVA1,2017-05-27,AKW,11:18,1,1352-46145,-77.07892,38.79392,F,With 2 fledglings
MCDOELIVA1,2009-07-29,noData,00:01,99999,1232-88302,99999,99999,T,noData
