siteIDTechRs,dateTechRs,observerTechRs,timeTechRs,forayNumberTechRs,bandNumberTechRs,longTechRs,latTechRs,typeTechRs,notesTechRs
MCDOELIVA1,2010-07-17,noData,00:01,99999,1232-88302,99999,99999,T,noData
MCDOELIVA1,2012-06-04,noData,00:01,99999,1232-88302,99999,99999,T,noData
MCDOELIVA1,2012-06-04,noData,00:01,99999,2421-11472,99999,99999,T,noData
MCDOELIVA1,2013-06-16,noData,00:01,99999,1232-88302,99999,99999,T,noData
MCGEMANPA1,2017-05-27,LY,09:45,1,2661-08040,99999,99999,F,noData
MCGEMANPA1,2017-05-27,LY,09:50,1,2661-08041,99999,99999,F,noData
MCKEANNVA1,2002-07-03,noData,00:01,99999,1141-05746,99999,99999,T,noData
MCKEANNVA1,2002-07-03,noData,00:01,99999,1920-85951,99999,99999,T,noData
MCKEANNVA1,2008-06-20,noData,00:01,99999,1951-41060,99999,99999,T,noData
MCKEANNVA1,2010-06-02,noData,00:01,99999,1841-58847,99999,99999,T,noData
MCKEANNVA1,2010-06-02,noData,00:01,99999,2341-29311,99999,99999,T,noData
MCKEERIMA1,2016-08-03,TMB,12:22,1,2581-97917,-72.50082,42.65061,F,noData
MCKEERIMA1,2015-07-29,noData,00:01,99999,2581-97917,99999,99999,noData,noData
MCKEJANMD1,2002-05-27,noData,00:01,99999,791-17091,99999,99999,T,noData
MCKEJANMD1,2002-06-11,noData,00:01,99999,1920-85886,99999,99999,T,noData
MCKEJANMD1,2002-06-11,noData,00:01,99999,791-17092,99999,99999,T,noData
MCKEJANMD1,2003-06-28,noData,00:01,99999,1801-09481,99999,99999,T,noData
MCKEJANMD1,2005-05-11,noData,00:01,99999,1801-09483,99999,99999,T,noData
MCKEJANMD1,2009-07-16,noData,00:01,99999,1801-09483,99999,99999,T,noData
MCKEJANMD1,2009-07-16,noData,00:01,99999,1991-21108,99999,99999,T,noData
MCKICAIMA1,2017-06-29,ASJ,10:50,1,2750-35073,-72.64692,42.32162,F,noData
MCKICAIMA1,2017-06-29,ASJ,10:56,1,2651-65703,-72.647,42.32127,F,noData
MCLERICMD1,2003-06-12,noData,00:01,99999,1801-09651,99999,99999,T,noData
MCNAKRIMD1,2017-05-27,JLM,00:01,1,2651-56764,-77.09834,38.95843,F,noData
MCNAKRIMD1,2009-07-29,noData,00:01,99999,2301-56067,99999,99999,T,noData
MCNAKRIMD1,2012-06-14,noData,00:01,99999,2441-14224,99999,99999,T,noData
MCNAKRIMD1,2015-07-15,noData,00:01,99999,2531-90270,99999,99999,T,noData
MCNAKRIMD1,2015-07-15,noData,00:01,99999,2531-90268,99999,99999,T,noData
MCNAKRIMD1,2016-07-12,KPK,07:45,99999,2531-90268,-77.09843,38.95863,I,noData
MCNAKRIMD1,2016-07-12,KPK,07:56,99999,2651-56764,-77.09866,38.95863,I,noData
MCNAKRIMD1,2016-07-12,KPK,08:10,99999,2711-77630,-77.09866,38.95863,I,noData
MCNAKRIMD1,2016-07-12,KPK,09:14,99999,2711-77624,-77.09066,38.95863,I,noData
MCNAKRIMD1,2016-07-12,KPK,11:57,1,2711-77626,-77.097544,38.957509,F,noData
MCNAKRIMD1,2016-07-12,KPK,12:19,1,2531-90270,-77.099176,38.958608,F,noData
MCNAKRIMD1,2016-07-12,KPK,12:26,1,2651-56766,-77.099176,38.958608,F,noData
MEADRUTNC1,2016-06-08,JIC,10:30,1,2711-64044,99999,99999,F,noData
MEALRYAPA1,2017-06-08,LY,10:00,1,2441-14859,99999,99999,F,noData
MEALRYAPA1,2017-06-08,LY,10:45,1,2750-64137,99999,99999,F,noData
MEALRYAPA1,2017-06-08,LY,11:00,1,2750-45176,99999,99999,F,noData
MEGOPATMD1,2004-06-01,noData,00:01,99999,1721-48589,99999,99999,T,noData
MEGOPATMD1,2004-06-01,noData,00:01,99999,4501-87414,99999,99999,T,noData
MEGOPATMD1,2005-06-16,noData,00:01,99999,4501-87414,99999,99999,T,noData
MEGOPATMD2,2010-07-16,noData,00:01,99999,2411-37265,99999,99999,T,noData
MERIMARMA1,2017-06-26,noData,09:45,99999,1352-63549,-72.701723,42.309739,I,RESIGHTED BY PARTICIPANT
MERIMARMA1,2015-06-13,noData,00:01,99999,2720-99505,99999,99999,noData,noData
MERIMARMA1,2016-06-26,TMB,08:30,99999,2690-87789,-72.70177,42.31003,I,noData
MERIMARMA1,2016-06-26,TMB,08:35,99999,2690-87794,-72.70177,42.31003,I,noData
MERIMARMA1,2016-06-26,TMB,08:35,99999,2720-99664,-72.70177,42.31003,I,noData
MERIMARMA1,2016-06-26,TMB,08:35,99999,2720-99665,-72.70177,42.31003,I,noData
MERIMARMA1,2016-06-26,TMB,13:35,1,2651-43264,-72.69973,42.31059,F,noData
MERRJOAMD1,2002-04-04,noData,00:01,99999,1141-05441,99999,99999,T,noData
MERRJOAMD1,2002-04-17,noData,00:01,99999,8001-21210,99999,99999,T,noData
MILLJOEMD1,2017-07-21,JLM,07:45,1,2661-31588,-76.607853889,39.098204,F,noData
MILLJOEMD1,2017-07-21,JLM,07:47,1,2750-44511,-76.607853889,39.098204,F,noData
MILLJOEMD1,2017-07-21,JLM,08:05,1,2671-01901,-76.607853889,39.098204,F,noData
MILLJOEMD1,2017-07-21,JLM,08:20,1,2651-47551,-76.607026,39.098415,F,noData
MILLJOEMD1,2007-06-22,noData,00:01,99999,1801-09521,99999,99999,T,noData
MILLJOEMD1,2007-06-23,noData,00:01,99999,1801-09520,99999,99999,T,noData
MILLJOEMD1,2010-06-03,noData,00:01,99999,2411-37132,99999,99999,T,noData
MILLJOEMD1,2013-07-15,noData,00:01,99999,2411-37132,99999,99999,T,noData
MILLKARFL1,2011-05-31,noData,00:01,99999,2661-07755,99999,99999,T,noData
MILLKARFL1,2011-06-30,noData,00:01,99999,2661-31385,99999,99999,T,noData
MILLKARFL1,2013-11-30,noData,00:01,99999,2590-82091,99999,99999,T,noData
MILLKARFL1,2016-04-20,ZZ,00:01,99999,2541-37514,99999,99999,T,noData
MILLKARFL1,2016-06-08,ZZ,07:14,1,2661-07754,99999,99999,F,noData
MILLKARLFL1,2016-06-11,ZZ,07:14,1,2661-07754,99999,99999,F,noData
MILLLORVA1,2017-07-12,JLM,09:31,1,2641-63852,-77.58865,38.85044,F,noData
MILLLORVA1,2009-07-18,noData,00:01,99999,2301-56530,99999,99999,T,noData
MILLLORVA1,2010-06-28,noData,00:01,99999,2301-56530,99999,99999,T,noData
MILLPAUMD1,2009-06-29,noData,00:01,99999,2301-56865,99999,99999,T,noData
MILLPAUMD1,2010-06-04,noData,00:01,99999,2460-22834,99999,99999,T,noData
MILTMIKVA1,2017-06-24,akw,09:34,99999,2641-96835,-77.11941,38.87387,I,noData
MISBJANMD1,2002-06-20,noData,00:01,99999,2250-24032,99999,99999,T,noData
MISBJANMD1,2002-06-20,noData,00:01,99999,1751-51944,99999,99999,T,noData
MISBJANMD1,2002-09-13,noData,00:01,99999,1751-51943,99999,99999,T,noData
MISBJANMD1,2003-06-03,noData,00:01,99999,2250-24032,99999,99999,T,noData
MISBJANMD1,2003-06-03,noData,00:01,99999,2250-24357,99999,99999,T,noData
MISBJANMD1,2003-06-03,noData,00:01,99999,2250-24358,99999,99999,T,noData
MISBJANMD1,2003-06-03,noData,00:01,99999,1801-09687,99999,99999,T,noData
MISBJANMD1,2005-06-21,noData,00:01,99999,1801-09689,99999,99999,T,noData
MISSEDDC1,2005-05-23,noData,00:01,99999,1801-77752,99999,99999,T,noData
MISSEDDC1,2008-06-27,noData,00:01,99999,2301-56905,99999,99999,T,noData
MISSEDDC1,2010-06-07,noData,00:01,99999,2301-56905,99999,99999,T,noData
MOLIKARMD1,2002-06-17,noData,00:01,99999,1751-51970,99999,99999,T,noData
MOLIKARMD1,2003-05-09,noData,00:01,99999,1801-09426,99999,99999,T,noData
MOLIKARMD1,2005-07-20,noData,00:01,99999,1801-09426,99999,99999,T,noData
MOLIKARMD1,2010-07-03,noData,00:01,99999,2281-69477,99999,99999,T,noData
MOLIKARMD1,2016-06-27,"KJW,MAR",11:34,1,2711-77541,-76.5349,38.704333,F,noData
MORAANGMD1,2002-04-21,noData,00:01,99999,1141-05622,99999,99999,T,noData
MORAANGMD1,2002-04-21,noData,00:01,99999,1141-05623,99999,99999,T,noData
MORAANGMD1,2009-06-04,noData,00:01,99999,2301-56878,99999,99999,T,noData
MORAJANMD1,2002-05-15,noData,00:01,99999,791-17015,99999,99999,T,noData
MORRCHRVA1,2017-06-10,KLW,10:24,1,2750-64355,-77.29904,39.03745,F,noData
MORRCHRVA1,2014-04-18,noData,00:01,99999,2710-25949,99999,99999,T,noData
MORRCHRVA1,2014-04-18,noData,00:01,99999,2710-25950,99999,99999,T,noData
MORRCHRVA1,2015-04-23,noData,00:01,99999,2710-25956,99999,99999,T,noData
MORRCHRVA1,2015-04-23,noData,00:01,99999,2590-82570,99999,99999,T,noData
MORRCHRVA1,2016-07-09,JLM,11:47,1,2750-41353,99999,99999,F,noData
MORRJESMD1,2009-05-23,noData,00:01,99999,2281-69485,99999,99999,T,noData
MORRJESMD1,2010-06-06,noData,00:01,99999,742-29436,99999,99999,T,noData
MORRJESMD1,2010-06-06,noData,00:01,99999,2441-14011,99999,99999,T,noData
MORRJESMD1,2010-06-06,noData,00:01,99999,1292-64204,99999,99999,T,noData
MORRJESMD1,2012-07-25,noData,00:01,99999,2441-14011,99999,99999,T,noData
MORRJESMD1,2012-07-25,noData,00:01,99999,2441-96404,99999,99999,T,noData
MOSELYNNC1,2017-05-07,AJB,11:20,2,0851-39865,-79.4249,36.0513,F,noData
MOSELYNNC1,2017-05-07,AJB,11:45,99999,2701-55808,99999,99999,I,noData
MOSMCARMD1,2017-06-07,KLW,07:30,99999,2810-03329,-76.46772,39.09277,I,noData
MOSMCARMD1,2017-06-07,"AKW,KLW",10:45,99999,2711-77547,-76.46943,39.09204,I,"Seen during foray, but could not confirm bands and bird stopped responding to playback and disappeared. Returned after foray to confirm bands."
MOSMCARMD1,2003-03-15,noData,00:01,99999,2250-24020,99999,99999,T,noData
MOSMCARMD1,2003-05-08,noData,00:01,99999,1141-05713,99999,99999,T,noData
MOSMCARMD1,2003-05-08,noData,00:01,99999,791-17744,99999,99999,T,noData
MOSMCARMD1,2003-05-08,noData,00:01,99999,1141-05714,99999,99999,T,noData
MOSMCARMD1,2005-06-11,noData,00:01,99999,2250-24970,99999,99999,T,noData
MOSMCARMD1,2009-05-19,noData,00:01,99999,2540-62816,99999,99999,T,noData
MOSMCARMD1,2010-07-24,noData,00:01,99999,2441-14007,99999,99999,T,noData
MOSMCARMD1,2014-06-19,noData,00:01,99999,2411-37220,99999,99999,T,noData
MOSMCARMD1,2015-06-13,noData,00:01,99999,2411-37220,99999,99999,T,noData
MOSMCARMD1,2016-06-30,"KJW,MAR",07:00,99999,2441-13854,-76.46771669,39.092718,I,noData
MOSMCARMD1,2016-06-30,"KJW,MAR",11:32,1,2411-37220,-76.46867911,39.092291,F,noData
MOSMCARMD1,2016-06-30,"KJW,MAR",11:52,1,2810-03329,-76.46853311,39.091942,F,noData
MULLJOYVA1,2017-07-10,akw,07:23,1,2641-96859,-77.34155,38.68789,F,noData
MULLJOYVA1,2014-06-30,noData,00:01,99999,2561-44919,99999,99999,T,noData
MULLJOYVA1,2016-06-24,KPK,10:12,99999,2441-13861,-77.33956,38.68805,I,noData
MULLJOYVA1,2016-06-24,KPK,11:53,1,2571-89991,-77.3408,38.68644,F,noData
MULLJOYVA1,2016-06-24,KPK,12:23,1,2421-11990,-77.34155,38.68795,F,noData
MURPELEMA1,2017-08-07,JLK,10:00,99999,2651-43269,-72.68109386,42.44622458,I,noData
MURRSANGA1,2016-05-23,BNT,11:45,1,2711-54806,99999,99999,F,noData
MUTRCYNMD1,2002-05-16,noData,00:01,99999,8001-21312,99999,99999,T,noData
MUTRCYNMD1,2003-06-20,noData,00:01,99999,8001-21343,99999,99999,T,noData
MUTRCYNMD1,2004-07-07,noData,00:01,99999,1811-58698,99999,99999,T,noData
MUTRCYNMD1,2007-06-01,noData,00:01,99999,8001-21343,99999,99999,T,noData
MUTRCYNVA2,2017-07-08,AKW,10:28,99999,2641-63879,-77.18272,38.93399,I,noData
MUTRCYNVA2,2015-07-08,noData,00:01,99999,2641-63880,99999,99999,T,noData
MUTRCYNVA2,2015-07-08,noData,00:01,99999,2641-63881,99999,99999,T,noData
MUTRCYNVA2,2015-07-08,noData,00:01,99999,2341-30161,99999,99999,T,noData
MUTRCYNVA2,2016-07-20,JLM,10:07,99999,2641-63879,99999,99999,I,noData
MUTRCYNVA2,2016-07-20,JLM,09:34,99999,2571-89972,99999,99999,I,noData
MYERBRUMD1,2017-07-01,KLW,09:46,1,2651-56260,-76.98318,39.0252,F,noData
MYERBRUMD1,2010-06-18,noData,00:01,99999,2590-82636,99999,99999,T,noData
MYERBRUMD1,2012-05-11,noData,00:01,99999,2441-96416,99999,99999,T,noData
MYERBRUMD1,2014-06-25,noData,00:01,99999,791-17240,99999,99999,T,noData
MYERBRUMD1,2016-06-13,AEH,11:17,1,2411-37787,99999,99999,F,noData
NATICATDC1,2008-07-09,noData,00:01,99999,1951-41124,99999,99999,T,noData
NATIGALDC1,2003-11-02,noData,00:01,99999,2250-90447,99999,99999,T,noData
NATIGALDC1,2005-07-28,noData,00:01,99999,742-29709,99999,99999,T,noData
NATURTLFL1,2017-06-01,ERF,09:55,1,2661-31375,-82.36898,29.63318,F,noData
NATURTLFL1,2017-06-01,ERF,10:29,1,2571-90207,-82.36895,29.63235,F,noData
NATURTLFL1,2011-06-30,noData,00:01,99999,2661-31375,99999,99999,T,noData
NATURTLFL1,2016-04-28,ZZ,07:45,99999,2661-31373,99999,99999,T,noData
NATURTLFL1,2016-04-28,ZZ,08:30,99999,2661-31375,99999,99999,T,noData
NAYLMICMD1,2017-07-04,AKW,09:31,1,2741-54666,-76.80853,39.30879,F,noData
NAYLMICMD1,2017-07-04,AKW,09:40,1,2441-13856,-76.80859,39.30826,F,noData
NAYLMICMD1,2017-07-04,AKW,10:13,1,1292-64569,-76.8072,39.30656,F,noData
NAYLMICMD1,2005-05-14,noData,00:01,99999,1901-20657,99999,99999,T,noData
NAYLMICMD2,2016-07-25,JLM,08:00,99999,2421-11980,99999,99999,I,noData
NAYLMICMD2,2016-07-25,JLM,09:00,99999,1292-64569,99999,99999,I,noData
NAYLMICMD2,2017-07-04,AKW,09:31,1,2741-54666,-76.80853,39.30879,F,noData
NAYLMICMD2,2017-07-04,AKW,09:40,1,2441-13856,-76.80859,39.30826,F,noData
NAYLMICMD2,2017-07-04,AKW,10:13,1,1292-64569,-76.8072,39.30656,F,noData
NEWBCARVA1,2008-07-11,noData,00:01,99999,1991-21138,99999,99999,T,noData
NEWBCARVA1,2008-07-11,noData,00:01,99999,2510-04320,99999,99999,T,noData
NEWBCARVA1,2013-07-31,noData,00:01,99999,2421-11431,99999,99999,T,noData
NEWBCARVA1,2013-07-31,noData,00:01,99999,1991-21138,99999,99999,T,noData
NEWBCARVA1,2015-03-30,noData,00:01,99999,2421-11942,99999,99999,T,noData
NEWBCARVA1,2015-04-20,noData,00:01,99999,2710-53905,99999,99999,T,noData
NEWBCARVA1,2015-04-20,noData,00:01,99999,2710-53938,99999,99999,T,noData
NEWBCARVA1,2016-05-31,KPK,12:35,1,2421-11431,-77.32711,38.88966,F,noData
NEWTMICPA1,2017-07-12,LY,10:15,99999,2741-54760,-79.832893,40.4241,F,noData
NEWTROBNC1,2017-04-13,AJB,08:30,99999,2180-92480,99999,99999,I,noData
NEWTROBNC1,2017-04-13,AJB,09:00,99999,0851-39896,99999,99999,I,noData
NICHALIMD1,2002-06-09,noData,00:01,99999,2250-24008,99999,99999,T,noData
NICHALIMD1,2003-05-30,noData,00:01,99999,2250-24008,99999,99999,T,noData
NICHALIMD1,2010-06-04,noData,00:01,99999,2301-56911,99999,99999,T,noData
NICHALIMD1,2010-06-04,noData,00:01,99999,2411-37148,99999,99999,T,noData
NICHSANMD1,2009-05-14,noData,00:01,99999,1991-46756,99999,99999,T,noData
NIKODONPA1,2017-06-16,LY,08:10,99999,2741-54738,40.363529,-79.781255,I,noData
NORTLAUGA1,2017-05-07,CLG,11:06,1,2711-58052,-84.34359,33.94928,F,"X,KO SOSPS"
NORTLAUGA1,2017-05-07,CLG,11:19,1,1292-64387,-84.34358,33.94907,F,"RX,W BRTH"
NOSSANDFL1,2017-04-01,ERF,09:35,1,2541-40422,-82.38081,29.66566,F,noData
NOSSANDFL1,2011-05-31,noData,00:01,99999,2541-40422,99999,99999,T,noData
NOSSANDFL1,2011-05-31,noData,00:01,99999,2661-07824,99999,99999,T,noData
NOSSANDFL1,2011-06-30,noData,00:01,99999,2661-07676,99999,99999,T,noData
NOSSANDFL1,2011-06-30,noData,00:01,99999,2661-07824,99999,99999,T,noData
NOSSANDFL1,2016-05-05,ZZ,07:20,99999,2661-07824,99999,99999,T,noData
NOSSANDFL1,2016-05-05,ZZ,08:20,99999,2661-07825,99999,99999,T,noData
NZPAMAZDC1,2007-02-15,noData,00:01,99999,2281-69210,99999,99999,T,noData
NZPAMAZDC1,2009-01-15,noData,00:01,99999,2301-56924,99999,99999,T,noData
NZPAMAZDC1,2010-12-16,noData,00:01,99999,2301-56924,99999,99999,T,noData
NZPEDZODC1,2012-03-15,noData,00:01,99999,1272-43126,99999,99999,T,noData
NZPSMBCDC1,2017-06-05,tag,07:20,99999,2341-30178,-77.048765,38.928037,I,"In bushes along edge of Rock Creek, hopped directly on stone bridge by Amazonia"
NZPSMBCDC1,2002-04-11,noData,00:01,99999,1141-05569,99999,99999,T,noData
NZPSMBCDC1,2002-06-14,noData,00:01,99999,1751-51956,99999,99999,T,noData
NZPSMBCDC1,2002-07-02,noData,00:01,99999,1751-51959,99999,99999,T,noData
NZPSMBCDC1,2002-07-02,noData,00:01,99999,1751-51958,99999,99999,T,noData
NZPSMBCDC1,2003-07-14,noData,00:01,99999,1751-51958,99999,99999,T,noData
NZPSMBCDC1,2003-11-12,noData,00:01,99999,1141-05568,99999,99999,T,noData
NZPSMBCDC1,2003-11-23,noData,00:01,99999,1141-05569,99999,99999,T,noData
NZPSMBCDC1,2004-01-02,noData,00:01,99999,1751-51960,99999,99999,T,noData
NZPSMBCDC1,2004-03-02,noData,00:01,99999,1751-51960,99999,99999,T,noData
NZPSMBCDC1,2004-04-19,noData,00:01,99999,1751-51958,99999,99999,T,noData
NZPSMBCDC1,2004-04-19,noData,00:01,99999,1141-05569,99999,99999,T,noData
NZPSMBCDC1,2004-05-12,noData,00:01,99999,8001-21396,99999,99999,T,noData
NZPSMBCDC1,2004-06-18,noData,00:01,99999,4501-87504,99999,99999,T,noData
NZPSMBCDC1,2004-06-22,noData,00:01,99999,1841-58708,99999,99999,T,noData
NZPSMBCDC1,2004-08-17,noData,00:01,99999,4501-87512,99999,99999,T,noData
NZPSMBCDC1,2005-02-04,noData,00:01,99999,1141-05569,99999,99999,T,noData
NZPSMBCDC1,2005-02-16,noData,00:01,99999,4501-87512,99999,99999,T,noData
NZPSMBCDC1,2005-03-02,noData,00:01,99999,4501-87504,99999,99999,T,noData
NZPSMBCDC1,2005-03-14,noData,00:01,99999,8001-21396,99999,99999,T,noData
NZPSMBCDC1,2005-06-29,noData,00:01,99999,962-47704,99999,99999,T,noData
NZPSMBCDC1,2005-06-29,noData,00:01,99999,1141-05888,99999,99999,T,noData
NZPSMBCDC1,2006-03-27,noData,00:01,99999,8001-21396,99999,99999,T,noData
NZPSMBCDC1,2006-07-15,noData,00:01,99999,8001-21396,99999,99999,T,noData
NZPSMBCDC1,2006-08-25,noData,00:01,99999,2241-18009,99999,99999,T,noData
NZPSMBCDC1,2006-09-27,noData,00:01,99999,1751-51960,99999,99999,T,noData
NZPSMBCDC1,2007-03-11,noData,00:01,99999,1751-51960,99999,99999,T,noData
NZPSMBCDC1,2007-06-07,noData,00:01,99999,1141-05888,99999,99999,T,noData
NZPSMBCDC1,2008-03-10,noData,00:01,99999,1141-05888,99999,99999,T,noData
NZPSMBCDC1,2008-03-15,noData,00:01,99999,2241-18009,99999,99999,T,noData
NZPSMBCDC1,2008-04-07,noData,00:01,99999,2261-38310,99999,99999,T,noData
NZPSMBCDC1,2008-12-23,noData,00:01,99999,1751-51960,99999,99999,T,noData
NZPSMBCDC1,2010-01-27,noData,00:01,99999,2441-15034,99999,99999,T,noData
NZPSMBCDC1,2010-12-13,noData,00:01,99999,1861-38593,99999,99999,T,noData
NZPSMBCDC1,2010-12-16,noData,00:01,99999,2441-15034,99999,99999,T,noData
NZPSMBCDC1,2014-04-28,noData,00:01,99999,2641-63933,99999,99999,T,noData
OBRICHRMD1,2017-04-21,KLW,07:30,99999,2651-52495,-76.92444,39.01342,I,noData
OBRICHRMD1,2002-06-29,noData,00:01,99999,1141-05609,99999,99999,T,noData
OBRICHRMD1,2002-06-29,noData,00:01,99999,1141-05610,99999,99999,T,noData
OBRICHRMD1,2004-07-09,noData,00:01,99999,1152-87516,99999,99999,T,noData
OBRICHRMD1,2009-06-30,noData,00:01,99999,2460-22717,99999,99999,T,noData
OBRICHRMD1,2010-07-01,noData,00:01,99999,1951-20963,99999,99999,T,noData
OBRICHRMD1,2012-06-02,noData,00:01,99999,2590-82317,99999,99999,T,noData
OBRICHRMD1,2012-06-02,noData,00:01,99999,2411-37417,99999,99999,T,noData
ODELVINMD1,2003-06-18,noData,00:01,99999,2250-90430,99999,99999,T,noData
ODELVINMD1,2003-06-18,noData,00:01,99999,1801-09675,99999,99999,T,noData
OLONMARDC1,2017-06-09,KLW,09:28,99999,2651-51872,-77.08396,38.94864,I,noData
OLONMARDC1,2017-06-09,KLW,09:56,1,1352-46571,-77.08506,38.94851,F,noData
OMLAKEVMD1,2002-06-04,noData,00:01,99999,1141-05754,99999,99999,T,noData
OMLAKEVMD1,2004-06-07,noData,00:01,99999,791-17834,99999,99999,T,noData
OMLAKEVMD1,2004-06-07,noData,00:01,99999,1920-85967,99999,99999,T,noData
OMLAKEVMD1,2005-07-06,noData,00:01,99999,1721-48582,99999,99999,T,noData
ONTAHOUDC1,2017-05-26,JLM,10:52,1,2651-47583,-77.04259,38.92417,F,noData
ONTAHOUDC1,2017-05-26,JLM,11:05,99999,1352-46241,-77.04265,38.92569,I,noData
ONTAHOUDC1,2017-05-26,JLM,10:30,1,1352-46242,-77.04121,38.92627,F,Has one fledgling
ONTAHOUDC1,2004-05-28,noData,00:01,99999,1801-77957,99999,99999,T,noData
ONTAHOUDC1,2004-06-23,noData,00:01,99999,1801-77970,99999,99999,T,noData
ONTAHOUDC1,2014-06-26,noData,00:01,99999,2561-44929,99999,99999,T,noData
ONTAHOUDC1,2015-06-16,noData,00:01,99999,2421-11983,99999,99999,T,noData
ONTAHOUDC1,2016-07-12,"KJW,MAR",11:35,1,2421-11984,-77.04138831,38.926135,F,noData
OPALDPKMD1,2017-06-08,AEH,07:30,99999,2651-64623,99999,99999,I,noData
OPALDPKMD1,2017-06-08,AEH,08:00,99999,2651-64625,99999,99999,I,noData
OPALDPKMD1,2017-06-08,AEH,08:00,99999,2651-64624,99999,99999,I,noData
OPALDPKMD1,2017-06-21,AEH,05:50,99999,2651-64625,99999,99999,I,noData
OPALDPKMD1,2017-06-21,AEH,06:15,99999,2651-64621,99999,99999,I,noData
OPALDPKMD1,2017-06-21,AEH,07:54,99999,2651-64623,99999,99999,I,noData
OPALDPKMD1,2017-06-21,AEH,08:15,99999,2651-64618,99999,99999,I,noData
OPALDPKMD1,2017-06-21,AEH,09:10,99999,2651-64619,99999,99999,I,noData
OPALDPKMD1,2017-06-21,GRD,09:25,99999,2651-64624,99999,99999,I,noData
OPALDPKMD1,2017-06-28,AEH,06:00,99999,2651-64623,99999,99999,I,noData
OPALDPKMD1,2017-06-28,AEH,06:16,99999,2651-64668,99999,99999,I,noData
OPALDPKMD1,2017-07-12,AEH,06:20,99999,2651-64621,99999,99999,I,noData
OPALDPKMD1,2017-07-12,AEH,06:00,99999,2651-64623,99999,99999,I,noData
OPALDPKMD1,2017-07-12,GRD,06:44,99999,2651-64624,99999,99999,I,noData
OPALDPKMD1,2017-07-12,DLM,10:00,99999,2651-64619,99999,99999,I,noData
OWENDORVA1,2017-07-13,JLM,07:25,1,2741-54620,-77.39551,38.84809,F,noData
OWENDORVA1,2008-07-30,noData,00:01,99999,2281-69417,99999,99999,T,noData
OWENDORVA1,2009-07-22,noData,00:01,99999,1951-41098,99999,99999,T,noData
OWENDORVA1,2010-06-10,noData,00:01,99999,2411-15043,99999,99999,T,noData
OWENDORVA1,2010-06-10,noData,00:01,99999,2441-15044,99999,99999,T,noData
OWENDORVA1,2016-06-18,JLM,09:00,99999,2661-31896,99999,99999,I,noData
OWENEDDNC1,2017-06-11,AJB,07:55,1,0851-39844,-78.8222,35.7699,F,noData
OWENEDDNC1,2016-05-07,JIC,00:01,99999,851-39844,99999,99999,T,noData
OWENEDDNC1,2017-06-11,AJB,09:03,2,2180-92403,-78.8219,35.7693,F,noData
OWENJOHMD1,2003-04-30,noData,00:01,99999,2250-24053,99999,99999,T,noData
OWENJOHMD1,2010-06-10,noData,00:01,99999,2201-21796,99999,99999,T,noData
OWENJOHMD1,2010-06-10,noData,00:01,99999,2301-55932,99999,99999,T,noData
OWENJOHMD1,2010-06-10,noData,00:01,99999,2441-14040,99999,99999,T,noData
OWENJOHMD1,2010-06-10,noData,00:01,99999,2590-82563,99999,99999,T,noData
OWENJOHMD1,2010-06-10,noData,00:01,99999,2590-82564,99999,99999,T,noData
OWENKATMD1,2017-07-01,JLM,07:34,1,2771-57704,-77.14574,39.07283,F,noData
OWENKATMD1,2016-06-30,JLM,09:30,99999,2651-52486,-77.14623,39.07316,I,noData
OWENKATMD1,2016-06-30,JLM,11:36,99999,2651-52485,-77.14623,39.07316,I,noData
OWENKATMD1,2016-06-30,JLM,12:00,1,2711-57704,-77.14672,39.07286,F,noData
PADORAMVA1,2017-06-21,"akw, klw",07:23,1,2441-13880,-77.10352,38.78493,F,noData
PADORAMVA1,2010-07-01,noData,00:01,99999,2301-55960,99999,99999,T,noData
PADORAMVA1,2010-07-01,noData,00:01,99999,2341-30310,99999,99999,T,noData
PADORAMVA1,2012-05-24,noData,00:01,99999,2341-29350,99999,99999,T,noData
PADORAMVA1,2012-05-24,noData,00:01,99999,2341-29351,99999,99999,T,noData
PADORAMVA1,2014-07-12,noData,00:01,99999,2590-83010,99999,99999,T,noData
PADORAMVA1,2015-06-24,noData,00:01,99999,2641-63860,99999,99999,T,noData
PADORAMVA1,2016-06-07,KPK,12:00,1,2441-13880,-77.10544,38.78477,F,noData
PAGEALLMA1,2016-05-31,RSG,12:37,1,2750-35054,-72.52859,42.53548,F,noData
PANCSAMMD1,2008-08-04,noData,00:01,99999,2261-38315,99999,99999,T,noData
PANCSAMMD1,2010-06-26,noData,00:01,99999,2261-38315,99999,99999,T,noData
PARKDIAGA1,2017-04-30,CLG,11:22,1,2711-58026,84.30333,33.77845,F,"K,X- SOSP Missing yellow band"
PARKDIAGA1,2016-04-28,JLD,10:57,99999,2341-30182,99999,99999,T,noData
PATCLORDC1,2017-05-20,KLW,08:00,99999,2750-64371,-77.03533,38.97605,I,Singing on a dinosaur!!!!
PATSNADMD1,2004-05-08,noData,00:01,99999,1801-77822,99999,99999,T,noData
PATTPARMD1,2015-06-01,noData,00:01,99999,2421-11953,99999,99999,T,noData
PERNMIKMD1,2003-04-30,noData,00:01,99999,962-47801,99999,99999,T,noData
PERRCHRMD1,2002-04-07,noData,00:01,99999,1920-85879,99999,99999,T,noData
PERRCHRMD1,2002-04-07,noData,00:01,99999,2250-24001,99999,99999,T,noData
PERRCHRMD1,2003-05-29,noData,00:01,99999,8001-21456,99999,99999,T,noData
