siteIDCapture,dateCapture,timeCapture,obsCapture,encCapture,sppCapture,bandNumberCapture,colorComboCapture,massCapture,wingCapture,tlCapture,ageCapture,sexCapture,cpBpCapture,fatCapture,bloodIDCapture,featherIDCapture,notesCapture
SCHLROBMD1,2007-05-02,00:01,noData,B,GRCA,1951-41058,"XY,O",37.5,89,99999,ASY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2007-05-02,00:01,noData,B,NOCA,1951-41057,"XM,G",42,90,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,B,HOWR,2460-22948,"R,OX",10.2,53,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,B,CACH,2460-22949,"GB,X",10.1,63,99999,U,U,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,B,HOWR,2460-22950,"G,YX",13.8,50,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,B,NOCA,1991-46179,"X,GR",47.6,95,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,B,NOCA,1991-46180,"K,KX",48.2,87,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,B,CACH,2460-22951,"MY,X",11,61,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,B,GRCA,1991-46181,"PG,X",35.9,90,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2008-06-19,00:01,noData,R,CACH,2350-07610,"X,KG",8.9,99999,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82507,"OX,R",9.3,64,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CARW,2441-14001,"MG,X",22,60,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,GRCA,2411-37201,"M,MX",46.3,91.5,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37202,"PO,X",41.9,96,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37203,"XP,M",41.4,96,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82503,"BX,R",10.7,62,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,GRCA,2411-37206,"P,XW",35,89,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82506,"BX,B",9.6,58,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82508,"BM,X",11.1,58.5,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82509,"W,KX",10.3,64,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,GRCA,2411-37210,"XM,B",36.1,89,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82510,"G,GX",9.3,59,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82511,"MY,X",9.9,53.5,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82501,"MX,B",9.3,64,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37204,"YP,X",49.1,88,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82502,"B,BX",10,61,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82504,"W,OX",9.6,62,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,CACH,2590-82505,"XY,O",10.2,63,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37205,"XP,R",46.7,98,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37207,"BP,X",42.9,92,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37208,"PP,X",38.9,86,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37209,"PX,W",47.3,89,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,B,NOCA,2411-37211,"XP,W",39.9,96,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,R,NOCA,1951-41057,"XM,G",99999,99999,99999,noData,noData,noData,99999,noData,noData,noData
SCHLROBMD1,2009-05-15,00:01,noData,R,CACH,2350-07610,"X,KG",8.7,99999,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2010-07-12,00:01,noData,B,NOCA,2421-11546,"K,GX",39.3,89,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2010-07-12,00:01,noData,B,NOCA,2421-11547,"YK,X",38.6,85,99999,HY,U,noData,99999,noData,noData,noData
SCHLROBMD1,2010-07-12,00:01,noData,B,CACH,2460-22967,"W,XO",10.4,62,99999,HY,U,noData,99999,noData,noData,noData
SCHLROBMD1,2010-07-12,00:01,noData,B,CARW,2251-80374,"WX,R",20.4,63,99999,U,U,noData,99999,noData,noData,noData
SCHLROBMD1,2010-07-12,00:01,noData,R,NOCA,2411-37204,"YP,X",44.4,99999,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2012-07-10,00:01,noData,B,CARW,2441-14190,"KW,X",18.1,61.5,99999,HY,U,noData,99999,noData,noData,noData
SCHLROBMD1,2012-07-10,00:01,noData,B,CACH,2590-82019,"X,WB",8.9,58,99999,AHY,U,noData,99999,noData,noData,noData
SCHLROBMD1,2012-07-10,00:01,noData,B,CARW,2441-14191,"OX,Y",16.4,54,99999,U,U,noData,99999,noData,noData,noData
SCHLROBMD1,2012-07-10,00:01,noData,B,NOCA,2421-34691,"Y,OX",44.5,93,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2012-07-10,00:01,noData,R,CACH,2590-82504,"W,OX",10.1,99999,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2012-07-10,00:01,noData,B,CACH,2590-82020,"KX,G",9.4,60,99999,AHY,U,noData,99999,noData,noData,noData
SCHLROBMD1,2012-07-10,00:01,noData,B,HOWR,2590-82021,"XM,O",10.6,49.5,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2013-07-13,00:01,noData,B,NOCA,2561-56870,"Y,XY",46.4,93,99999,SY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2013-07-31,00:01,noData,B,NOCA,2561-56869,"OO,X",39.2,87,99999,HY,U,noData,99999,noData,noData,noData
SCHLROBMD1,2015-07-10,00:01,noData,B,CARW,2661-31886,"B,XO",21.1,63,99999,AHY,F,noData,99999,noData,noData,noData
SCHLROBMD1,2015-07-10,00:01,noData,B,NOCA,2421-11397,"O,RX",42.3,95,99999,AHY,M,noData,99999,noData,noData,noData
SCHLROBMD1,2015-07-10,00:01,noData,B,CARW,2661-31884,"G,GX",21,60,99999,AHY,F,noData,99999,noData,noData,noData
SCHNLAUPA1,2015-08-01,00:01,noData,B,KEWA,2401-30850,"X,-",13.3,70,51,HY,M,noData,0,noData,noData,noData
SCHNLAUPA1,2015-08-01,00:01,noData,B,INBU,2401-30851,"X,-",15.3,68.5,51,ASY,M,CP,0,noData,noData,noData
SCHNLAUPA1,2015-08-01,00:01,noData,B,COYE,2710-50490,"X,-",9.4,54,99999,HY,U,noData,1,noData,noData,noData
SCHNLAUPA1,2015-08-01,00:01,noData,B,HOWA,2710-54089,"X,-",11.2,68,56.5,HY,M,noData,0,noData,noData,noData
SCHNLAUPA1,2015-08-01,00:01,noData,B,SCTA,2711-77349,"X,-",28.6,100,70,ASY,M,CP,1,noData,noData,noData
SCHOGREMA1,2015-07-20,00:01,noData,B,BCCH,2750-34905,"X,OP",11.98,64,61,U,U,noData,99999,noData,noData,noData
SCHOGREMA1,2015-07-20,00:01,noData,B,BCCH,2750-34904,"RX,P",11.41,67.5,65.5,HY,U,noData,99999,noData,noData,noData
SCHOGREMA1,2015-07-20,00:01,noData,B,GRCA,2651-43342,"K,XP",34.69,95,105,AHY,M,CP,99999,noData,noData,noData
SCHOPAUMD1,2001-06-04,00:01,noData,B,NOCA,791-17082,"XW,M",44.8,92,95,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2001-06-04,00:01,noData,B,HOWR,2250-24247,"G,XG",11.4,40,52,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2001-06-04,00:01,noData,B,CARW,1141-05613,"X,GK",24.2,62,55,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2001-06-04,00:01,noData,B,GRCA,791-17083,"XY,R",35.6,89,94,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2001-06-04,00:01,noData,B,HOWR,2250-24248,"X,OW",99999,49.5,40.5,AHY,F,noData,99999,noData,noData,noData
SCHOPAUMD1,2001-06-04,00:01,noData,B,GRCA,791-17081,"M,XK",38.6,89,96,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2002-06-20,00:01,noData,B,GRCA,1801-09430,"XB,W",38,95,99999,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2002-06-20,00:01,noData,B,HOWR,2250-24622,"XR,K",11.2,51,99999,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2003-06-06,00:01,noData,B,SOSP,1811-58696,"Y,WX",19.7,63,99999,HY,U,noData,99999,noData,noData,noData
SCHOPAUMD1,2003-06-06,00:01,noData,B,GRCA,1801-77660,"OY,X",37.1,89,99999,AHY,F,noData,99999,noData,noData,noData
SCHOPAUMD1,2003-06-06,00:01,noData,B,NOCA,1801-77659,"B,RX",46.3,89,99999,AHY,F,noData,99999,noData,noData,noData
SCHOPAUMD1,2004-06-08,00:01,noData,B,GRCA,1891-87387,"W,XG",35.3,93.5,99999,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2004-06-08,00:01,noData,B,HOWR,2380-02408,"OB,X",11,49,99999,AHY,F,noData,99999,noData,noData,noData
SCHOPAUMD1,2004-06-08,00:01,noData,B,HOWR,2380-02409,"X,MY",11,51,99999,AHY,M,noData,99999,noData,noData,noData
SCHOPAUMD1,2004-06-08,00:01,noData,B,AMRO,742-29759,"OX,B",74.8,123,99999,HY,U,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,NOCA,2301-56882,"P,X",43.7,93,99999,AHY,M,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,NOCA,2301-56883,"K,X",43.3,89,99999,AHY,F,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,NOCA,2301-56884,"Y,X",42.1,93,99999,AHY,M,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,CARW,2341-30139,"XM,O",19.2,61,99999,AHY,F,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,CARW,2341-30140,"XY,O",20.8,61.5,99999,AHY,M,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,NOCA,2301-56885,"O,X",39.4,87,99999,AHY,F,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,NOCA,2301-56886,"G,X",53.2,90,99999,AHY,F,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,NOCA,2301-56889,"M,X",41.3,92,99999,AHY,M,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,NOCA,2301-56888,"W,X",43.9,87,99999,AHY,F,noData,99999,noData,noData,noData
SCHUDONMD1,2008-07-14,00:01,noData,B,AMRO,1232-87934,"YX,O",69.4,116.5,99999,HY,U,noData,99999,noData,noData,noData
SCIBLINMA1,2013-07-18,00:01,noData,B,GRCA,2561-86660,"WX,M",36.26,88,91,HY,U,noData,99999,noData,noData,noData
SCIBLINMA1,2014-07-09,00:01,noData,B,HOWR,2720-99549,"X,KR",9.95,50,44,AHY,M,CP,99999,noData,noData,noData
SCIBLINMA1,2014-07-09,00:01,noData,B,HOWR,2720-99550,"WX,B",10.69,51,45,HY,U,noData,99999,noData,noData,noData
SCIBLINMA1,2014-07-09,00:01,noData,B,SOSP,2691-06125,"W,BX",19.89,62,68,AHY,F,BP,99999,noData,noData,noData
SCOLWENMD1,2001-06-21,00:01,noData,B,HOWR,2250-24412,"YX,Y",10.2,53,44,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2001-06-21,00:01,noData,B,CARW,1141-05442,"XB,R",17.5,60,48,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2001-06-21,00:01,noData,B,GRCA,8001-21213,"RB,X",32.8,89.5,94.5,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2001-06-21,00:01,noData,B,GRCA,8001-21212,"M,XO",39.4,90,94.5,AHY,F,noData,99999,noData,noData,noData
SCOLWENMD1,2002-05-26,00:01,noData,B,GRCA,8001-21448,"K,XG",35.6,88.5,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2002-05-26,00:01,noData,B,NOCA,8001-21449,"G,MX",44.9,94.5,99999,AHY,F,noData,99999,noData,noData,noData
SCOLWENMD1,2003-05-15,00:01,noData,B,AMRO,1152-87519,"GR,X",74.8,130,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2003-05-15,00:01,noData,B,AMRO,1152-87518,"W,XM",86.7,121,99999,AHY,F,noData,99999,noData,noData,noData
SCOLWENMD1,2003-05-15,00:01,noData,B,NOCA,1801-09570,"X,KW",40.5,103.5,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2003-05-15,00:01,noData,B,SOSP,1811-58814,"X,YG",20.8,62.5,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2004-06-02,00:01,noData,B,SOSP,1901-20573,"MW,X",22.6,64,99999,AHY,F,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,B,SOSP,1901-20590,"XR,M",22.3,67,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,B,GRCA,1951-20938,"XG,K",38,92,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,B,NOCA,1951-20939,"XW,R",41,93,99999,AHY,F,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,B,HOWR,2370-05613,"G,WX",10.4,51,99999,AHY,U,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,B,HOWR,2370-05614,"X,BR",10.4,49,99999,AHY,U,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,B,HOWR,2370-05615,"W,WX",9.8,51,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,B,GRCA,1951-20937,"XW,Y",33.7,89,99999,AHY,M,noData,99999,noData,noData,noData
SCOLWENMD1,2004-07-03,00:01,noData,R,GRCA,8001-21212,"M,XO",44.4,99999,99999,AHY,F,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,NOCA,8001-21401,"MX,M",42.8,96.5,99999,AHY,M,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,NOCA,8001-21402,"O,XR",44.1,91,99999,AHY,F,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,NOCA,8001-21403,"XW,G",37.1,88,99999,AHY,F,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,HOWR,2250-90402,"WX,G",11.1,49,99999,AHY,U,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,HOWR,2250-91403,"M,OX",10.5,51,99999,AHY,U,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,HOWR,2250-90404,"RR,X",11.4,99999,99999,AHY,M,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,CACH,2250-90405,"W,XK",10.5,99999,53,AHY,U,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,CACH,1141-05675,"XW,O",22.4,60,99999,AHY,U,noData,99999,noData,noData,noData
SEMMLUTMD1,2002-04-18,00:01,noData,B,NOCA,8001-21404,"YX,B",40.6,90,99999,AHY,M,noData,99999,noData,noData,noData
SENECTRMD1,2016-05-05,00:01,noData,B,CACH,2750-64240,"P,X",99999,99999,99999,L,U,noData,99999,noData,noData,noData
SENECTRMD1,2016-05-05,00:01,noData,B,CACH,2750-64241,"W,X",99999,99999,99999,L,U,noData,99999,noData,noData,noData
SENZIRINC1,2015-05-11,10:15,noData,B,CARW,2711-64041,"X,RR",13,60,60,AHY,M,noData,0,noData,noData,noData
SENZIRINC1,2015-05-11,10:35,noData,B,CARW,2711-64042,"GY,X",14.9,60,60,AHY,M,noData,0,noData,noData,noData
SENZIRINC1,2015-05-11,11:30,noData,B,NOCA,851-39804,"XY,Y",37.2,95,95,AHY,M,noData,0,noData,noData,noData
SENZIRINC1,2016-05-16,08:00,"KFJ,JIC,EL",R,CARW,2711-64042,"GY,X",21.2,60,51,AHY,M,CP,0,noData,noData,noData
SENZIRINC1,2016-05-16,10:30,"KFJ,JIC,EL",B,CACH,2180-92430,"BB,X",9.5,62,54,AHY,U,noData,1,noData,noData,noData
SERCGUEMD1,2001-04-05,00:01,noData,B,CACH,820-94577,"XM,O",9.8,59,51.5,AHY,M,noData,99999,noData,noData,noData
SERCGUEMD1,2001-04-05,00:01,noData,B,CACH,820-94578,"K,XG",10.3,61,50.5,AHY,M,noData,99999,noData,noData,noData
SERCGUEMD1,2001-04-05,00:01,noData,B,EAPH,820-94579,"X,YY",18.6,86,70,AHY,M,noData,99999,noData,noData,noData
SERCGUEMD1,2001-04-05,00:01,noData,B,CACH,820-94576,"K,XR",10.2,61,44,AHY,M,noData,99999,noData,noData,noData
SERCGUEMD1,2002-05-07,00:01,noData,B,NOCA,1801-09561,"KW,X",47,86,99999,AHY,F,noData,99999,noData,noData,noData
SERCGUEMD1,2004-05-08,00:01,noData,B,NOCA,1801-77781,"-,X",54.5,89.5,99999,AHY,F,noData,99999,noData,noData,noData
SERCGUEMD1,2004-05-08,00:01,noData,B,GRCA,1891-87348,"GB,X",43.3,90,99999,AHY,U,noData,99999,noData,noData,noData
SERCGUEMD1,2004-05-08,00:01,noData,B,NOCA,1891-87347,"YX,Y",40.7,90,99999,AHY,M,noData,99999,noData,noData,noData
SERCGUEMD1,2004-05-08,00:01,noData,B,GRCA,1831-87351,"X,-",35.5,85,89.5,AHY,U,noData,0,noData,noData,noData
SERCGUEMD1,2004-05-26,00:01,noData,B,NOCA,1841-58624,"-,X",43.4,91.5,99999,AHY,F,noData,99999,noData,noData,noData
SERCGUEMD1,2004-07-24,00:01,noData,B,NOCA,1841-58645,"YB,YX",34.8,89,99999,AHY,M,noData,99999,noData,noData,noData
SERCGUEMD1,2004-07-24,00:01,noData,B,CACH,2370-05623,"KX,Y",99999,59,99999,AHY,F,noData,99999,noData,noData,noData
SERCGUEMD1,2005-04-28,00:01,noData,B,SOSP,1961-24095,"MK,X",18.2,63,99999,AHY,M,noData,99999,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,SOSP,2401-30838,"WR,X",18.2,61,65,SY,F,BP,1,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CARW,2661-08100,"G,XO",20,61.5,54,ASY,M,CP,0,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,RBWO,1352-45803,"X,-",78.3,99999,80,SY,M,BP,0.5,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,NOCA,2331-40280,"RX,W",44.4,88,93,HY,U,noData,1,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,SOSP,2401-30837,"OX,W",20.4,67,69,AHY,M,CP,0,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,SOSP,2401-30839,"BX,Y",19.9,66,68,HY,U,noData,0.5,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,SOSP,2401-30840,"OW,X",21.2,66.5,67.5,SY,M,CP,0.5,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,UNCH,2430-14711,"B,XR",10.3,65,58,HY,U,noData,0,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,UNCH,2430-14712,"B,XW",10.4,99999,99999,AHY,F,BP,0.5,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CACH,2430-14713,"BW,X",9.1,61.5,54,HY,U,noData,1,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,UNCH,2430-14714,"BX,-",10.1,99999,99999,AHY,U,noData,0,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CACH,2430-14715,"BW,W",9.6,60,55,HY,U,noData,0.5,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CACH,2430-14716,"RX,W",10.5,61,55,HY,U,noData,1,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CACH,2430-14717,"W,XK",10.7,61,54,HY,U,noData,0.5,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CACH,2430-14718,"W,XP",10.1,62,56.5,AHY,F,BP,1,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CACH,2430-14719,"PX,K",10.8,63,56,U,U,noData,1,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,UNCH,2430-14720,"R,WX",10.8,99999,99999,AHY,M,CP,0.5,noData,noData,noData
SEVEMARPA1,2014-07-29,00:01,noData,B,CACH,2430-14721,"K,RX",11.9,63.5,54,HY,U,noData,1,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,NOMO,1352-45916,"P,XO",42.6,100.5,106,ASY,F,BP,0,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,NOMO,1352-45917,"P,XW",48.7,117.5,121.5,ASY,M,CP,0,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,AMRO,1352-45918,"O,YX",97.5,120,73,SY,M,CP,0.5,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,AMRO,1352-45919,"BW,X",81.6,127,100,ASY,F,BP,0.5,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,NOCA,2651-56684,"M,RX",46.2,87.5,91.5,AHY,F,BP,0,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,HOWR,2710-54071,"X,K",10.5,50,39,HY,U,noData,0,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,EABL,2771-77319,"X,W",26.4,96,60,HY,F,noData,0,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,SOSP,2771-77320,"MX,-",19,64,63.5,HY,U,noData,0.5,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,SOSP,2771-77321,"P,YX",22.1,67,70,ASY,M,CP,0,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,SOSP,2771-77322,"P,WX",23,70,69.5,ASY,M,CP,0.5,noData,noData,noData
SEVEMARPA1,2015-07-25,00:01,noData,B,EABL,2771-77323,"W,X",26.9,95,58,HY,F,noData,0.5,noData,noData,noData
SEVEMARPA1,2016-06-12,06:58,"RSM, SF",B,AMRO,1352-45844,"KX,P",82.1,130,100,ASY,M,CP,0,noData,noData,noData
SEVEMARPA1,2016-06-12,07:05,"RSM, SF",B,AMRO,1352-45845,"XG,Y",74,124,94,ASY,F,CP,0,noData,noData,noData
SEVEMARPA1,2016-06-12,07:17,"RSM, SF",B,SOSP,2741-54708,"P,XR",22.3,66.5,63,SY,M,CP,0,noData,noData,noData
SEVEMARPA1,2016-06-12,07:33,"RSM, SF",B,EABL,2741-54709,"X,-",29.2,98.5,66,SY,M,CP,0,noData,noData,noData
SEVEMARPA1,2016-06-12,09:41,"RSM, SF",B,AMRO,1352-45846,"XB,W",73.5,131.5,103,ASY,M,CP,0.5,noData,noData,noData
SEVEMARPA1,2017-07-30,06:40,RSM,B,SOSP,2711-77594,"KK,BX",18.9,67,noData,SY,M,CP,0,noData,noData,noData
SEVEMARPA1,2017-07-30,06:50,RSM,B,SOSP,2711-77595,"RR,BX",19.1,64.5,noData,SY,M,CP,0,noData,noData,noData
SEVEMARPA1,2017-07-30,06:58,RSM,B,SOSP,2711-77596,"WK,OX",19.8,63,60,ASY,F,BP,1,noData,noData,noData
SEVEMARPA1,2017-07-30,07:05,RSM,R,SOSP,2771-77321,"P,YX",21,67.5,72,ASY,M,CP,0.5,noData,noData,noData
SEVEMARPA1,2017-07-30,07:10,RSM,B,CARW,2711-77597,"GY,OX",17,58.5,48,HY,U,noData,0.5,noData,noData,noData
SEVEMARPA1,2017-07-30,07:15,RSM,B,NOCA,2701-39490,"BR,OX",42,90,105,SY,M,CP,1,noData,noData,noData
SEVEMARPA1,2017-07-30,08:05,RSM,B,NOCA,2701-39491,"BR,OX",44.2,92,101,AHY,F,BP,1,noData,noData,gravid
SEVEMARPA1,2017-07-30,08:25,RSM,B,SOSP,2711-77598,"BK,KX",20.7,64.5,65,U,U,noData,0,noData,noData,noData
SEVEMARPA1,2017-07-30,08:35,RSM,B,SOSP,2711-77599,"GK,KX",20.7,64,64.5,U,U,noData,0,noData,noData,noData
SEVEMARPA1,2017-07-30,10:14,RSM,B,CACH,2570-44797,"KK,GX",9.8,60,52.5,AHY,U,noData,1,noData,noData,molt 55
SEVEMARPA1,2017-07-30,11:56,RSM,B,CACH,2570-44798,"BB,BX",11,63,noData,AHY,U,noData,1,noData,noData,molting. score 46
SEWADIAMD1,2014-05-15,00:01,noData,B,CACH,2710-25990,"X,O",99999,99999,99999,L,U,noData,99999,noData,noData,noData
SEWADIAMD1,2014-05-15,00:01,noData,B,CACH,2710-25991,"X,M",99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHAHMAUFL1,2017-05-07,06:58,ERF,R,NOCA,2531-99332,"K,OX",34.4,87,91,ASY,F,BP,1,USA-FLA-400,NZP-FL-1853,noData
SHAHMAUFL1,2017-05-07,08:10,ERF,B,NOCA,2701-39156,"X,WR",36,92,101,AHY,M,CP,0.5,USA-FLA-401,NZP-FL-1854,noData
SHAHMAUFL1,2017-05-07,08:45,ERF,B,BRTH,1372-29310,"B,YX",67.9,104,133,ASY,F,BP,0.5,USA-FLA-402,NZP-FL-1855,noData
SHAHMAUFL1,2017-05-07,09:05,ERF,B,CARW,2711-54378,"YX,O",22.7,58,50,AHY,M,CP,1,USA-FLA-403,NZP-FL-1856,noData
SHAHMAUFL1,2012-07-20,00:01,noData,B,CARW,2571-70433,"G,XY",18.2,58,50,HY,F,BP,1,noData,noData,noData
SHAHMAUFL1,2012-07-20,00:01,noData,B,NOCA,1991-18047,"M,XO",43.8,92,89,AHY,F,BP,1,noData,noData,noData
