siteIDCapture,dateCapture,timeCapture,obsCapture,encCapture,sppCapture,bandNumberCapture,colorComboCapture,massCapture,wingCapture,tlCapture,ageCapture,sexCapture,cpBpCapture,fatCapture,bloodIDCapture,featherIDCapture,notesCapture
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47375,"X,GM",38.4,85,88,HY,U,noData,3,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47374,"KO,X",38.2,97,101,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,SOSP,2711-54878,"XG,R",99999,68,69,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47373,"RX,Y",39.2,96,97,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,BRTH,1342-16727,"-,X",99999,99999,99999,noData,noData,noData,99999,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47372,"Y,XB",35.9,84,89,HY,U,noData,1,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47371,"K,XM",43.9,97,102,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47370,"W,XO",40.1,96,105,AHY,M,CP,1,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47369,"R,XG",39.6,96,100,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47368,"XG,B",38.6,95,91,AHY,F,BP,0,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47367,"G,XK",34.3,93,98,AHY,F,BP,0,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47366,"Y,MX",41.7,90,95,HY,U,noData,1,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47365,"WX,W",40.6,98,101,AHY,F,BP,2,noData,noData,noData
WINSEMIGA1,2015-06-17,00:01,noData,B,NOCA,2651-47364,"XR,R",41.9,96,103,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,07:42,JLD,B,AMRO,1292-64373,"XR,O",63.4,132,101,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,08:04,JLD,B,NOCA,2641-96782,"Y,GX",43.1,95,97,noData,M,CP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,08:15,JLD,B,NOCA,2641-96781,"M,XM",40.3,91,95,AHY,F,BP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,08:22,JLD,B,NOCA,2641-96788,"XO,W",41.2,97,101,AHY,M,CP,1,noData,noData,noData
WINSEMIGA1,2016-04-04,08:30,JLD,B,NOCA,2641-96789,"BX,W",37.3,90,86,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,08:35,JLD,B,CARW,2711-58015,"KY,X",20.8,61,52,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,09:30,JLD,B,TUTI,2711-58017,"OB,X",21.4,85,69,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,10:00,JLD,B,NOCA,2711-58016,"KK,X",45.1,93,95,AHY,F,BP,1,noData,noData,noData
WINSEMIGA1,2016-04-04,10:25,JLD,B,BRTH,1292-64375,"G,XB",68.2,103,125,AHY,M,CP,0,noData,noData,noData
WINSEMIGA1,2016-04-04,11:21,JLD,B,NOCA,2641-96790,"X,RY",37.6,92,94,AHY,F,BP,0,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,HOWR,2710-54191,"MX,O",11.2,52.5,44,ASY,M,noData,0,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,HOWR,2710-54192,"XY,G",10.2,49,40,AHY,F,noData,0.5,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,AMGO,2710-54193,"X,-",15.5,70,47.5,ASY,F,noData,1,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,CHSP,2710-54194,"X,-",13.5,70,56.5,SY,M,noData,0,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,BCCH,2710-54195,"RX,B",10.1,62,57,HY,U,noData,0,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,HOWR,2710-54196,"K,KX",11.2,47.5,40,SY,F,noData,1,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,AMGO,2710-54197,"X,-",14.1,69,50,ASY,F,noData,0,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,BCCH,2710-54198,"WK,X",10,63,60,HY,U,noData,0.5,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,WBNU,2661-31413,"X,-",20,93,45.5,AHY,F,noData,0,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,WBNU,2661-31414,"X,-",99999,91.5,46.5,AHY,M,noData,0,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,SCTA,2661-31415,"X,-",27.47,95,65,ASY,M,noData,0.5,noData,noData,noData
WINSRAYPA1,2013-07-21,00:01,noData,B,AMRO,1352-46432,"X,KR",84.5,129,95,ASY,F,noData,0.5,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,BCCH,2690-96143,"BX,B",11.4,65,62,SY,M,CP,0,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,R,WBNU,2661-31413,"X,-",19.7,93,49,AHY,M,BP,0,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,AMRO,1352-46487,"BX,B",88.8,132,98.5,SY,F,BP,0,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,AMRO,1352-46488,"KG,X",79.2,128.5,100,ASY,M,CP,0,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,TUTI,1761-81972,"X,-",20.2,81.5,71.5,ASY,M,noData,0.5,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,GRCA,2641-97014,"BX,B",33.9,87.5,99999,SY,M,CP,0.5,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,WOTH,2641-97015,"X,-",43.2,106.5,70,SY,M,CP,1,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,WOTH,2641-97016,"X,-",43.8,103.5,69,SY,M,CP,0.5,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,WOTH,2641-97017,"X,-",50.2,100,99999,SY,F,BP,0.5,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,WOTH,2641-97018,"X,-",43.3,105.5,71,SY,M,CP,1,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,HOWR,2690-96144,"BX,B",12.3,46.5,39.5,ASY,F,BP,1,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,B,HOWR,2690-96145,"KX,X",11.2,50,42,SY,M,CP,0.5,noData,noData,noData
WINSRAYPA1,2014-06-09,00:01,noData,R,BCCH,2710-54198,"WK,X",12.1,62,59,ASY,F,BP,0,noData,noData,noData
WINTCHAFL1,2017-03-29,07:20,ERF,B,NOCA,2701-39107,"BY,X",35.7,90,94,AHY,F,BP,1,USA-FLA-215,NZP-FL-1669,noData
WINTCHAFL1,2017-03-29,07:40,ERF,B,NOCA,2701-39108,"MX,W",34.7,87,95,AHY,F,BP,0.5,USA-FLA-216,NZP-FL-1670,noData
WINTCHAFL1,2017-03-29,07:40,ERF,B,NOCA,2701-39109,"GM,X",37.6,91,98,AHY,M,CP,0.5,USA-FLA-217,NZP-FL-1671,"R5 AND 6 FELL OFF IN BAG, SAMPLED"
WINTCHAFL1,2017-03-29,08:10,ERF,B,CARW,2711-58094,"MX,Y",17.4,55,47,AHY,U,noData,2,USA-FLA-218,NZP-FL-1672,noData
WINTCHAFL1,2017-03-29,08:40,ERF,B,NOCA,2701-39110,"K,XO",38.2,91,98,AHY,noData,noData,0.5,USA-FLA-219,NZP-FL-1673,noData
WINTCHAFL1,2012-07-12,00:01,noData,B,CARW,2571-70424,"BX,K",17.1,57,47,HY,F,BP,2,noData,noData,noData
WINTCHAFL1,2012-07-12,00:01,noData,B,CARW,2571-70425,"GX,K",19.6,56,50,HY,M,CP,1,noData,noData,noData
WINTCHAFL1,2012-07-12,00:01,noData,B,CARW,2571-70426,"WX,B",18.5,55,48,HY,F,BP,2,noData,noData,noData
WINTCHAFL1,2012-07-12,00:01,noData,B,NOCA,1991-18022,"RX,B",38.9,91,89,AHY,F,BP,1,noData,noData,noData
WINTCHAFL1,2012-07-12,00:01,noData,B,NOMO,1292-71350,"O,MX",49.2,108,106,AHY,M,CP,0.5,noData,noData,noData
WINTCHAFL1,2012-07-12,00:01,noData,B,NOMO,1292-71351,"X,GY",46.7,116,111,HY,U,noData,2,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,R,CARW,2571-70425,"GX,K",20,62,52,AHY,M,CP,1,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,CACH,2640-61823,"OX,B",9.4,56,52,AHY,M,CP,0,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,CACH,2640-61824,"RX,M",9.7,59,48,AHY,F,BP,1,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,R,CARW,2571-70426,"WX,B",18.1,55,47,AHY,F,BP,1,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,NOCA,2331-09308,"BW,X",35.4,88,105,AHY,M,CP,0,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,NOCA,2331-09309,"K,XK",34.9,85,86,HY,M,noData,0,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,CACH,2640-61822,"G,XY",9,44,45,HY,U,noData,2,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,TUTI,2661-07612,"XY,B",19,70,61,HY,U,noData,0.5,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,TUTI,2661-07613,"XG,O",19.3,74,55,AHY,F,BP,0.5,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,TUTI,2661-07614,"W,XW",11.5,77,65,HY,U,noData,1,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,TUTI,2661-07615,"X,MR",19.8,76,60,HY,U,noData,1,noData,noData,noData
WINTCHAFL1,2013-05-28,00:01,noData,B,TUTI,2661-07616,"WG,X",20.5,70,68,AHY,M,CP,0,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,CACH,2640-61841,"RX,B",9.6,59,55,AHY,M,CP,1,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,CARW,2661-31338,"R,OX",19.9,60,50,AHY,U,noData,1,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,TUTI,2661-31339,"X,RG",19.9,76,61,HY,U,noData,0.5,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,CACH,2640-61840,"RY,X",9.5,59,49,AHY,F,BP,0.5,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,TUTI,2661-31341,"X,OB",20.7,75,71,AHY,F,BP,1,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,TUTI,2661-31342,"GK,X",19.9,75,66,AHY,F,BP,1,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,CACH,2640-61842,"G,YX",8.9,58,50,HY,U,noData,1,noData,noData,noData
WINTCHAFL1,2014-06-21,00:01,noData,B,NOCA,2531-99391,"OX,O",39.4,86,91,AHY,F,BP,0,noData,noData,noData
WINTCHAFL1,2014-06-21,06:55,noData,B,TUTI,2661-31337,"YM,X",18.6,73,62,HY,U,noData,0,noData,noData,noData
WINTCHAFL1,2014-06-21,07:25,noData,B,CARW,2661-31340,"O,MX",16.7,56,46,AHY,F,BP,1,noData,noData,noData
WINTCHAFL1,2015-05-17,00:01,noData,B,TUTI,2661-07685,"X,BR",18.6,72,57,HY,U,noData,0.5,noData,noData,noData
WINTCHAFL1,2015-05-17,00:01,noData,B,TUTI,2661-07686,"X,MG",21.2,74,65,AHY,U,noData,0,noData,noData,noData
WINTCHAFL1,2015-05-17,00:01,noData,R,TUTI,2661-31337,"YM,X",19.6,73,65,AHY,F,BP,0,noData,noData,noData
WINTCHAFL1,2015-05-17,00:01,noData,R,CARW,2661-31340,"O,MX",16.6,57,50,AHY,F,BP,0,noData,noData,noData
WINTCHAFL1,2015-05-17,00:01,noData,B,CACH,2710-54207,"M,XY",9.4,58,45,AHY,M,CP,0.5,noData,noData,noData
WIRZCARMA1,2015-06-23,00:01,noData,B,CARW,2291-44249,"XY,G",22.64,61,99999,AHY,U,noData,99999,noData,noData,noData
WIRZCARMA1,2015-06-23,00:01,noData,B,GRCA,2651-17098,"O,XG",35.42,88.5,94,AHY,M,CP,99999,noData,noData,noData
WIRZCARMA1,2015-06-23,00:01,noData,B,GRCA,2651-17097,"PW,X",36.66,91,91,AHY,M,CP,99999,noData,noData,noData
WIRZCARMA1,2015-06-23,00:01,noData,B,NOCA,2651-17099,"B,XY",44.49,95,101,AHY,M,CP,99999,noData,noData,noData
WIRZCARMA1,2015-06-23,00:01,noData,B,SOSP,2291-44248,"X,MO",21.81,66,70,AHY,M,CP,99999,noData,noData,noData
WISECELMD1,2016-06-20,08:05,"DLN, KJW",R,GRCA,2651-47502,"XK,G",36,91,96,ASY,M,CP,1,noData,noData,noData
WISECELMD1,2016-06-20,08:10,"DLN, KJW",B,GRCA,2651-47552,"OX,BR",36.9,88,95,SY,F,BP,1,noData,noData,noData
WISECELMD1,2016-06-20,09:10,"DLN, KJW",B,WBNU,2711-77530,"-,X",99999,99999,99999,ASY,F,noData,99999,noData,noData,noData
WISECELMD1,2016-06-20,09:30,"DLN, KJW",B,WBNU,27117-7530B,"X,-",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2016-06-20,09:50,"DLN, KJW",B,CACH,2810-03316,"X,WK",9,57.5,48,HY,U,noData,1,noData,noData,noData
WISECELMD1,2016-06-20,09:50,"DLN, KJW",B,CACH,2810-03317,"MX,W",9.8,58,50.5,AHY,F,noData,1,noData,noData,noData
WISECELMD1,2016-06-20,09:56,"DLN, KJW",B,AMRO,1352-46233,"P,XM",81,122,95,ASY,F,BP,1,noData,noData,noData
WISECELMD1,2016-06-20,10:45,"DLN, KJW",B,GRCA,2651-47553,"XM,K",38.1,86,92,SY,F,BP,0.5,noData,noData,noData
WISECELMD1,2016-06-20,11:10,"DLN, KJW",B,RBWO,1352-46219,"-,X",79.1,127,85,AHY,F,BP,0.5,noData,noData,noData
WISECELMD1,2016-06-20,11:10,"DLN, KJW",R,AMRO,1232-94725,"WX,W",72.1,124,95,AHY,M,CP,0.5,noData,noData,noData
WISECELMD1,2016-06-20,14:05,"DLN, KJW",B,CACH,2810-03318,"-,X",10.2,61,53,HY,U,noData,1,noData,noData,noData
WISECELMD1,2001-04-17,00:01,noData,B,NOMO,791-17021,"RX,O",54.1,103,111,ASY,F,noData,99999,noData,noData,noData
WISECELMD1,2001-04-17,00:01,noData,B,NOCA,791-17020,"XW,W",41.7,90,23.86,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2001-04-17,00:01,noData,B,SOSP,1141-05776,"YW,X",22.2,67,70.5,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2002-05-10,00:01,noData,B,AMRO,1152-87523,"X,YY",73.2,129,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2002-05-10,00:01,noData,B,CACH,2250-24317,"R,GX",10.6,59.5,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2002-05-10,00:01,noData,B,SOSP,1721-48524,"RX,O",21.6,64.5,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2002-05-10,00:01,noData,B,CACH,2250-24318,"XB,Y",9.2,59,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2002-05-10,00:01,noData,B,HOWR,2250-24319,"XO,Y",11,50.5,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2003-07-03,00:01,noData,B,GRCA,1841-58612,"Y,RX",37.5,92,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2003-07-03,00:01,noData,B,NOCA,1841-58613,"X,BY",45.3,90,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2005-06-06,00:01,noData,B,AMRO,742-29602,"GG,X",68.4,127,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2007-05-21,00:01,noData,B,SOSP,1991-46119,"XR,-",21.3,63,99999,AHY,U,noData,99999,noData,noData,noData
WISECELMD1,2007-05-21,00:01,noData,B,HOWR,2460-22812,"OK,X",10.8,52,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2008-06-02,00:01,noData,B,AMRO,1272-43101,"X,PM",75.6,125,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2008-06-02,00:01,noData,B,SOSP,2341-30001,"PO,X",22.3,64,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2008-06-02,00:01,noData,B,SOSP,2341-30002,"X,PM",20.5,64,99999,U,M,noData,99999,noData,noData,noData
WISECELMD1,2009-07-05,00:01,noData,B,GRCA,2411-37155,"P,XO",37.9,89,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2009-07-05,00:01,noData,B,NOCA,2411-37156,"G,XP",40.6,86,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2009-07-05,00:01,noData,B,AMRO,1292-64511,"P,RX",80.2,119,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2009-07-05,00:01,noData,B,SOSP,2441-13737,"PX,Y",21.3,65,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2009-07-05,00:01,noData,R,SOSP,2341-30001,"PO,X",24.4,99999,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2009-07-05,00:01,noData,R,SOSP,2341-30002,"X,PM",20.1,99999,99999,U,M,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,GRCA,2421-11625,"KX,O",35.6,89.5,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,GRCA,2421-11626,"WG,X",40.7,92.5,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,HOWR,2610-37319,"W,XG",11,53,99999,HY,U,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,GRCA,2421-11627,"MX,G",34.6,86,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,GRCA,2421-11628,"XG,O",34.9,90,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,GRCA,2421-11629,"XB,W",38,89,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,GRCA,2421-11630,"RX,M",34.7,90.5,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,CACH,2610-37320,"M,XO",10.6,64,99999,HY,U,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,SOSP,2441-96315,"RX,G",22.4,69,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,SOSP,2441-96316,"BX,R",22.2,64.5,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2010-06-14,00:01,noData,B,AMRO,742-29468,"X,OG",88.6,127,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2012-05-22,00:01,noData,B,GRCA,791-17256,"X,RB",33.2,83,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2012-05-22,00:01,noData,B,AMRO,1272-43151,"BY,X",79.7,122,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2012-05-22,00:01,noData,B,AMRO,1272-43152,"MO,X",85,126,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2012-05-22,00:01,noData,B,NOCA,791-17257,"MX,M",44.6,86,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2012-05-22,00:01,noData,B,GRCA,791-17258,"XY,W",35,89,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2012-05-22,00:01,noData,R,AMRO,1292-64511,"P,RX",82.8,99999,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,HOWR,2710-25972,"MX,R",10.5,48,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,GRCA,2531-90230,"OR,X",34.1,86,99999,SY,F,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,GRCA,2531-90231,"W,WX",33.7,91,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,GRCA,2531-90232,"B,XB",35.6,85,99999,SY,M,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,CARW,2571-70325,"W,GX",20.8,60,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,AMRO,1232-94710,"BX,G",72.7,119,99999,HY,U,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,AMRO,1232-94711,"YK,X",71.3,119,99999,HY,U,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,AMRO,1232-94712,"G,XM",80.3,122,99999,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2013-07-09,00:01,noData,B,SOSP,2571-70324,"OO,X",20.7,64,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2014-04-25,00:01,noData,B,CACH,2660-75762,"BO,X",10.1,99999,51,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2014-04-25,00:01,noData,B,CACH,2660-75763,"XY,Y",10.1,99999,54.5,SY,M,noData,99999,noData,noData,noData
WISECELMD1,2014-05-02,00:01,noData,B,CACH,2730-24702,"PG,X",99999,99999,99999,noData,noData,noData,99999,noData,noData,noData
WISECELMD1,2014-05-08,00:01,noData,B,CACH,2730-24719,"X,OM",9.9,99999,49,AHY,F,noData,99999,noData,noData,noData
WISECELMD1,2014-05-08,00:01,noData,B,CACH,2730-24718,"XY,W",10.3,99999,56,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2014-06-17,00:01,noData,B,AMRO,1232-94725,"WX,W",73.4,132,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-04-11,00:01,noData,B,CACH,2710-54399,"X,RM",10.2,60.5,99999,AHY,U,noData,99999,noData,noData,noData
WISECELMD1,2015-04-11,00:01,noData,B,NOCA,2641-96900,"MX,R",41,95,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-04-29,00:01,noData,B,GRCA,2651-47502,"XK,G",37.5,93,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-04-29,00:01,noData,B,AMRO,1352-46220,"X,BK",79.4,124,99999,SY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-04-29,00:01,noData,B,AMRO,1352-46221,"X,GO",79,125,99999,SY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-04-29,00:01,noData,B,CACH,2730-24790,"X,KR",10.8,62,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-05-23,00:01,noData,B,GRCA,2651-47606,"BX,KG",36.8,81.5,99999,SY,F,noData,99999,noData,noData,noData
WISECELMD1,2015-05-23,00:01,noData,B,AMRO,1232-94742,"X,PW",89.1,123,99999,SY,F,noData,99999,noData,noData,noData
WISECELMD1,2015-05-23,00:01,noData,B,AMRO,1232-94743,"X,KW",84.6,125,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-05-23,00:01,noData,B,AMRO,1232-94794,"XG,P",78.1,129,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-05-23,00:01,noData,B,AMRO,1232-94745,"M,YX",67,127.5,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-05-23,00:01,noData,B,AMRO,1232-94744,"XG,P",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-06-10,00:01,noData,B,HOWR,2750-64466,"XG,Y",10.5,52,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-06-10,00:01,noData,B,CACH,2750-64467,"X,WO",9.9,62.5,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-06-10,00:01,noData,B,NOCA,2651-47516,"XY,P",47,94,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-06-10,00:01,noData,B,SOSP,2571-90082,"B,OX",23.5,66.25,99999,ASY,M,noData,99999,noData,noData,noData
WISECELMD1,2015-06-10,00:01,noData,B,HOWR,2750-64468,"W,XO",10.3,48.5,99999,AHY,M,noData,99999,noData,noData,noData
WISECELMD1,2016-05-16,13:00,DLN,B,CACH,2710-53852,"XK,K",9.1,56,48,AHY,F,BP,1,noData,noData,
WISECELMD1,2016-05-16,13:00,DLN,R,CACH,2730-24718,"XY,W",9.9,65,56,AHY,M,CP,0.5,noData,noData,Blood didn't separate - in field too long?
WISECELMD1,2016-05-16,13:00,DLN,R,CACH,2730-24719,"X,OM",9.1,57,52,AHY,F,BP,1.5,noData,noData,G738 164.245 Had to recatch and put bigger tag on
WISSDAMPA1,2017-06-13,07:15,LY,B,BCCH,2840-18513,"OW,WX",10.1,62,59,SY,F,BP,0,noData,noData,noData
WISSDAMPA1,2017-06-13,08:00,LY,B,BCCH,2840-18514,"BB,KX",10,62,57,ASY,M,CP,0,noData,noData,noData
WISSDAMPA1,2017-06-13,08:00,LY,B,NOCA,2421-04310,"RY,YX",47,91,96,AHY,M,noData,0,noData,noData,noData
WISSDAMPA1,2017-06-13,08:30,LY,R,BCCH,2690-96184,"X,YK",11.5,65.5,62,ASY,M,CP,0,noData,noData,noData
WISSDAMPA1,2017-06-13,08:45,LY,R,BCCH,2750-64034,"XM,P",12.2,65,61,ASY,M,noData,0,noData,noData,noData
WISSDAMPA1,2017-06-13,09:30,LY,B,BCCH,2840-18515,"WG,BX",10.9,61.5,63,SY,F,BP,1,noData,noData,noData
WISSDAMPA1,2017-06-13,10:00,LY,B,BCCH,2840-18517,"RY,YX",10.9,66,61,ASY,M,CP,0,noData,noData,noData
WISSDAMPA1,2017-06-13,10:00,LY,B,UNCH,2840-18516,"KB,KX",10.1,61,52.5,SY,U,noData,0,noData,noData,noData
WISSDAMPA1,2014-06-17,00:01,noData,B,AMRO,1232-87980,"XR,O",77.2,126.5,96,SY,M,CP,1,noData,noData,noData
WISSDAMPA1,2014-06-17,00:01,noData,B,NOCA,2641-97058,"XG,O",44.2,94.5,100,AHY,M,CP,1,noData,noData,noData
WISSDAMPA1,2014-06-17,00:01,noData,B,NOCA,2641-97059,"XR,B",40.6,87,92.5,AHY,F,BP,0.5,noData,noData,noData
WISSDAMPA1,2014-06-17,00:01,noData,B,BCCH,2690-96182,"X,PM",11.2,66,57,ASY,M,CP,0.5,noData,noData,noData
WISSDAMPA1,2014-06-17,00:01,noData,B,UNCH,2690-96183,"X,WY",10.3,58,55,ASY,F,BP,0,noData,noData,noData
WISSDAMPA1,2014-06-17,00:01,noData,B,BCCH,2690-96184,"X,YK",11.5,63.5,60,SY,U,BP,0.5,noData,noData,noData
WISSDAMPA1,2014-06-17,00:01,noData,B,BCCH,2690-96185,"XR,B",11.2,65.5,63,ASY,M,CP,1,noData,noData,noData
