siteID,region
HAYEROBMA1,Springfield
HAZZANNMA1,Springfield
HENDANNMA1,Springfield
HIGGBETMA1,Springfield
HIGHELEMA1,Springfield
HILBLAUMA1,Springfield
HILLSALMA1,Springfield
HODGBENMA1,Springfield
HOLYOBGMA1,Springfield
HOLYOYMMA1,Springfield
HOWAJANMA1,Springfield
JAKUJULMA1,Springfield
JAKUSTEMA1,Springfield
JOHAHEAMA1,Springfield
JONEJULMA1,Springfield
JONEJULMA2,Springfield
JORGJANMA1,Springfield
KANEBRIMA1,Springfield
KAPLRACMA1,Springfield
KELLSETMA1,Springfield
KINGDAVMA1,Springfield
KINGGEOMA1,Springfield
KISTSANMA1,Springfield
KLOTBRUMA1,Springfield
LABOPEGMA1,Springfield
LAMBJANMA1,Springfield
LANGPETMA1,Springfield
LAPPHENMA1,Springfield
LATHJANMA1,Springfield
LEARKATMA1,Springfield
LEELINDMA1,Springfield
LERMSUSMA1,Springfield
LEWASUSMA1,Springfield
MALTELIMA1,Springfield
MARTJUAMA1,Springfield
MATHLYNMA1,Springfield
MATUKEVMA1,Springfield
MCKEERIMA1,Springfield
MCKICAIMA1,Springfield
MCMAANDMA1,Springfield
MERIMARMA1,Springfield
MIRKJOEMA1,Springfield
MORETONMA1,Springfield
MORRDONMA1,Springfield
MURPELEMA1,Springfield
MURPTHEMA1,Springfield
NELSKATMA1,Springfield
NORMMONMA1,Springfield
NUESTFAMA1,Springfield
PAGEALLMA1,Springfield
PELLVOLMA1,Springfield
PICKSALMA1,Springfield
PIEPSUSMA1,Springfield
PRANSABMA1,Springfield
REIDLOLMA1,Springfield
RICHALMA1,Springfield
RINADAVMA1,Springfield
ROBIBEAMA1,Springfield
ROCHJPMA1,Springfield
ROGEANDMA1,Springfield
ROMANICMA1,Springfield
ROSEJOSMA1,Springfield
ROSNEDWMA1,Springfield
RYANJOSMA1,Springfield
RYBAELAMA1,Springfield
SCHOGREMA1,Springfield
SCIBLINMA1,Springfield
SHEAMARMA1,Springfield
SHEPLYNMA1,Springfield
SHERALEMA1,Springfield
SINIKRIMA1,Springfield
SLONJOHMA1,Springfield
SLONSUSMA1,Springfield
SPLAMARMA1,Springfield
SPLAMARMA2,Springfield
SPRIBGCMA1,Springfield
SPRINBGMA1,Springfield
SPRINRSMA1,Springfield
STEMMSMA1,Springfield
STEPJANMA1,Springfield
STEVSADMA1,Springfield
STIEDAVMA1,Springfield
SURNSANMA1,Springfield
SURNSCOMA1,Springfield
SVECSTEMA1,Springfield
TAMBJUDMA1,Springfield
THERLARMA1,Springfield
TOSCPAMMA1,Springfield
TOUCWENMA1,Springfield
VALLMEGMA1,Springfield
VARLKARMA1,Springfield
VEARRICMA1,Springfield
VERSMATMA1,Springfield
WALSMELMA1,Springfield
WARRPAIMA1,Springfield
WEBERCAMA1,Springfield
WESCCATMA1,Springfield
WHELGWEMA1,Springfield
WILDSIEMA1,Springfield
WILLJUDMA1,Springfield
WILSMARMA1,Springfield
WIRZCARMA1,Springfield
WOODSANMA1,Springfield
YOUNLINMA1,Springfield
ZEPHPATMA1,Springfield
ZEPKJANMA1,Springfield
ZIMMBOBMA1,Springfield
ZINNMARMA1,Springfield
BIKEPARCO1,CO
CLYDESHGA1,GA
CLYDESHGA1,GA
CLYDESHGA1,GA
CLYDESHGA1,GA
CLYDESHGA1,GA
CLYDESHGA1,GA
CLYDESHGA1,GA
LORYSPKCO1,CO
NZPAMERDC1,DC
NZPPARDDC1,DC
OPALDPAMD1,DC
PANJARVCO1,CO
PINERIDCO1,CO
RUSHSTEGA1,GA
SLIGOPKMD1,DC
SMITHCADC1,DC
SPRINPKMD1,DC
SPRINPKMD1,DC
WHEATPKMD1,DC
WHEATPKMD1,DC
WOODLGAGA1,GA
WOODLGAGA1,GA
LERMSUSMA2,Springfield
RiceMicPA1,Pittsburgh
MCCLELEPA1,Pittsburgh
ATHEJIMMA2,Springfield
DELUKARVA3,DC
HOROBONVA2,DC
MAULSHAFL1,Gainesville
NAHIWILFL1,Gainesville
NZPELEPDC1,DC
WINTCHARFL1,Gainesville
LORYSPKCO1_maintenanceYard,CO
LORYSPKCO1_wellsGulch,CO
SLIGOPKMD1_wayne,DC
HERBMERGA1,Atlanta
SMITHCADC1_smithsonianCastle,DC
WHEATPKMD1_,DC
SLIGOPKMD1_wayne6,DC
LORYSPKCO1_maintenanceYard2,CO
SLIGOPKMD1_wellsGulch,DC
ECOSFPMA1,DC
PARKFORMA1,DC
